['diagnoses', 'treats', 'affects', 'diagnoses']
['diagnoses', 'disrupts', 'compared_with', 'prevents']
['diagnoses', 'occurs_in', 'complicates', 'part_of']
['diagnoses', 'interacts_with', 'affects', 'isa']
['diagnoses', 'coexists_with', 'coexists_with', 'coexists_with']
['diagnoses', 'complicates', 'compared_with', 'associated_with']
['diagnoses', 'associated_with', 'isa', 'causes']
['diagnoses', 'interacts_with', 'associated_with', 'associated_with']
['diagnoses', 'same_as']
['diagnoses', 'same_as', 'causes', 'complicates']
['diagnoses', 'stimulates', 'occurs_in', 'isa']
['diagnoses', 'causes', 'causes', 'compared_with']
['diagnoses', 'augments', 'treats', 'same_as']
['diagnoses', 'stimulates', 'isa', 'stimulates']
['diagnoses', 'stimulates', 'causes', 'diagnoses']
['diagnoses', 'inhibits', 'inhibits', 'location_of']
['diagnoses', 'diagnoses', 'part_of', 'isa']
['diagnoses', 'treats', 'location_of']
['diagnoses', 'complicates', 'augments']
['diagnoses', 'disrupts', 'associated_with', 'same_as']
['diagnoses', 'associated_with', 'causes', 'compared_with']
['diagnoses', 'isa', 'inhibits', 'isa']
['diagnoses', 'stimulates', 'produces', 'complicates']
['diagnoses', 'inhibits', 'interacts_with', 'prevents']
['diagnoses', 'diagnoses', 'inhibits', 'part_of']
['diagnoses', 'interacts_with', 'isa', 'location_of']
['diagnoses', 'same_as', 'associated_with', 'occurs_in']
['diagnoses', 'coexists_with']
['diagnoses', 'location_of', 'produces', 'treats']
['diagnoses', 'causes', 'disrupts', 'diagnoses']
['diagnoses', 'associated_with', 'affects', 'causes']
['diagnoses', 'produces', 'diagnoses', 'interacts_with']
['diagnoses', 'stimulates', 'stimulates', 'same_as']
['diagnoses', 'stimulates', 'part_of', 'causes']
['diagnoses', 'interacts_with', 'affects', 'location_of']
['diagnoses', 'associated_with', 'diagnoses', 'diagnoses']
['diagnoses', 'produces', 'diagnoses', 'produces']
['diagnoses', 'occurs_in', 'inhibits', 'isa']
['diagnoses', 'causes', 'associated_with', 'affects']
['diagnoses', 'produces', 'affects', 'associated_with']
['diagnoses', 'interacts_with', 'occurs_in', 'complicates']
['diagnoses', 'treats', 'affects', 'affects']
['diagnoses', 'produces', 'coexists_with', 'stimulates']
['diagnoses', 'associated_with', 'stimulates', 'inhibits']
['diagnoses', 'diagnoses', 'interacts_with', 'disrupts']
['diagnoses', 'causes', 'stimulates', 'causes']
['diagnoses', 'occurs_in', 'stimulates', 'interacts_with']
['diagnoses', 'coexists_with', 'location_of', 'coexists_with']
['diagnoses', 'disrupts', 'disrupts', 'compared_with']
['diagnoses', 'disrupts', 'treats', 'occurs_in']
['diagnoses', 'inhibits', 'complicates', 'part_of']
['diagnoses', 'isa', 'complicates', 'diagnoses']
['diagnoses', 'occurs_in', 'affects', 'complicates']
['diagnoses', 'associated_with', 'same_as', 'causes']
['diagnoses', 'produces', 'associated_with', 'produces']
['diagnoses', 'diagnoses', 'stimulates', 'same_as']
['diagnoses', 'same_as', 'part_of', 'location_of']
['diagnoses', 'associated_with', 'diagnoses', 'interacts_with']
['diagnoses', 'prevents', 'produces', 'associated_with']
['diagnoses']
['diagnoses', 'same_as', 'associated_with', 'prevents']
['diagnoses', 'affects', 'location_of', 'same_as']
['occurs_in', 'occurs_in', 'augments', 'causes']
['occurs_in', 'prevents', 'interacts_with', 'prevents']
['occurs_in', 'associated_with', 'location_of', 'augments']
['occurs_in', 'treats', 'augments', 'occurs_in']
['occurs_in', 'inhibits', 'disrupts']
['occurs_in', 'coexists_with', 'diagnoses', 'stimulates']
['occurs_in', 'stimulates', 'coexists_with', 'associated_with']
['occurs_in', 'compared_with', 'compared_with', 'same_as']
['occurs_in', 'treats', 'augments', 'part_of']
['occurs_in', 'interacts_with', 'produces', 'location_of']
['occurs_in', 'stimulates', 'augments', 'prevents']
['occurs_in', 'associated_with', 'coexists_with', 'associated_with']
['occurs_in', 'same_as', 'same_as', 'coexists_with']
['occurs_in', 'disrupts', 'location_of', 'location_of']
['occurs_in', 'compared_with', 'part_of']
['occurs_in', 'isa', 'same_as', 'treats']
['occurs_in', 'produces', 'disrupts', 'augments']
['occurs_in', 'affects', 'prevents', 'produces']
['occurs_in', 'inhibits', 'diagnoses', 'treats']
['occurs_in', 'treats', 'coexists_with', 'complicates']
['occurs_in', 'complicates', 'associated_with', 'causes']
['occurs_in', 'produces', 'isa', 'affects']
['occurs_in', 'treats', 'diagnoses', 'associated_with']
['occurs_in', 'stimulates', 'produces', 'stimulates']
['occurs_in', 'same_as', 'augments', 'affects']
['occurs_in', 'augments', 'coexists_with', 'disrupts']
['occurs_in', 'complicates']
['occurs_in', 'associated_with', 'diagnoses', 'associated_with']
['occurs_in', 'augments', 'produces', 'compared_with']
['occurs_in', 'affects', 'prevents', 'part_of']
['occurs_in', 'coexists_with', 'coexists_with', 'affects']
['occurs_in', 'complicates', 'location_of']
['occurs_in', 'interacts_with', 'complicates', 'produces']
['occurs_in', 'coexists_with', 'produces']
['occurs_in', 'location_of', 'produces', 'inhibits']
['occurs_in', 'prevents', 'associated_with', 'interacts_with']
['occurs_in', 'part_of', 'same_as', 'treats']
['occurs_in', 'part_of', 'part_of', 'augments']
['occurs_in', 'diagnoses', 'diagnoses', 'prevents']
['occurs_in', 'compared_with', 'inhibits']
['occurs_in', 'isa', 'part_of', 'produces']
['occurs_in', 'inhibits', 'affects', 'augments']
['occurs_in', 'interacts_with', 'compared_with', 'interacts_with']
['occurs_in', 'compared_with', 'prevents', 'diagnoses']
['occurs_in', 'compared_with', 'occurs_in', 'disrupts']
['occurs_in', 'inhibits', 'causes', 'location_of']
['occurs_in', 'treats', 'prevents', 'part_of']
['occurs_in', 'interacts_with', 'disrupts', 'interacts_with']
['occurs_in', 'inhibits', 'produces', 'treats']
['occurs_in', 'part_of', 'affects', 'disrupts']
['occurs_in', 'compared_with', 'produces', 'affects']
['occurs_in', 'coexists_with', 'causes', 'same_as']
['occurs_in', 'produces', 'produces', 'augments']
['occurs_in', 'stimulates', 'compared_with']
['occurs_in', 'interacts_with', 'stimulates', 'same_as']
['occurs_in', 'prevents', 'prevents', 'augments']
['occurs_in', 'complicates', 'produces', 'associated_with']
['occurs_in', 'prevents', 'stimulates', 'interacts_with']
['occurs_in', 'part_of', 'inhibits', 'causes']
['occurs_in', 'produces', 'produces', 'affects']
['occurs_in', 'prevents', 'stimulates', 'diagnoses']
['occurs_in', 'disrupts', 'associated_with', 'complicates']
['occurs_in', 'augments', 'occurs_in', 'compared_with']
['occurs_in', 'interacts_with', 'same_as', 'causes']
['occurs_in', 'same_as', 'interacts_with', 'same_as']
['occurs_in', 'produces', 'inhibits', 'stimulates']
['occurs_in', 'associated_with', 'occurs_in', 'same_as']
['occurs_in', 'augments', 'stimulates', 'same_as']
['occurs_in', 'isa', 'diagnoses', 'isa']
['occurs_in', 'part_of', 'produces', 'complicates']
['occurs_in', 'same_as', 'disrupts', 'location_of']
['occurs_in', 'prevents', 'location_of', 'same_as']
['occurs_in', 'interacts_with', 'diagnoses', 'diagnoses']
['occurs_in', 'causes', 'same_as', 'inhibits']
['occurs_in', 'isa', 'prevents', 'coexists_with']
['occurs_in', 'coexists_with', 'affects', 'same_as']
['occurs_in', 'disrupts', 'diagnoses', 'prevents']
['occurs_in', 'augments', 'interacts_with', 'disrupts']
['occurs_in', 'interacts_with', 'associated_with', 'prevents']
['occurs_in', 'treats', 'same_as', 'isa']
['occurs_in', 'associated_with', 'prevents', 'location_of']
['occurs_in', 'inhibits', 'part_of', 'augments']
['occurs_in', 'interacts_with', 'isa', 'occurs_in']
['occurs_in', 'inhibits', 'prevents', 'inhibits']
['occurs_in', 'affects', 'same_as', 'affects']
['occurs_in', 'treats', 'augments', 'diagnoses']
['occurs_in']
['occurs_in', 'diagnoses', 'prevents', 'isa']
['occurs_in', 'produces', 'associated_with', 'inhibits']
['occurs_in', 'stimulates', 'compared_with', 'augments']
['occurs_in', 'augments']
['occurs_in', 'compared_with', 'isa', 'interacts_with']
['occurs_in', 'complicates', 'occurs_in', 'augments']
['occurs_in', 'treats', 'part_of', 'diagnoses']
['occurs_in', 'prevents', 'occurs_in', 'stimulates']
['same_as', 'occurs_in', 'disrupts', 'interacts_with']
['same_as', 'produces', 'augments', 'treats']
['same_as', 'disrupts', 'interacts_with', 'diagnoses']
['same_as', 'diagnoses', 'interacts_with', 'location_of']
['same_as', 'treats', 'affects', 'part_of']
['same_as', 'complicates']
['same_as', 'complicates', 'produces', 'inhibits']
['same_as', 'same_as', 'compared_with', 'disrupts']
['same_as', 'location_of', 'part_of', 'interacts_with']
['same_as', 'compared_with', 'stimulates', 'causes']
['same_as', 'prevents', 'complicates', 'same_as']
['same_as', 'produces', 'causes', 'disrupts']
['same_as', 'associated_with', 'causes', 'occurs_in']
['same_as', 'isa', 'coexists_with', 'isa']
['same_as', 'diagnoses', 'stimulates', 'occurs_in']
['same_as', 'inhibits', 'occurs_in', 'inhibits']
['same_as', 'same_as', 'inhibits', 'part_of']
['same_as', 'coexists_with', 'part_of']
['same_as', 'diagnoses', 'compared_with', 'treats']
['same_as', 'treats', 'interacts_with', 'coexists_with']
['same_as', 'disrupts', 'augments', 'prevents']
['same_as', 'causes', 'same_as', 'location_of']
['same_as', 'prevents', 'isa', 'associated_with']
['same_as', 'occurs_in', 'diagnoses', 'disrupts']
['same_as', 'disrupts', 'produces', 'prevents']
['same_as', 'coexists_with', 'compared_with', 'stimulates']
['same_as', 'causes', 'treats', 'same_as']
['same_as', 'inhibits', 'stimulates', 'interacts_with']
['same_as', 'inhibits', 'isa', 'disrupts']
['same_as', 'occurs_in', 'compared_with', 'causes']
['same_as', 'complicates', 'treats', 'stimulates']
['same_as', 'produces', 'part_of', 'isa']
['same_as', 'diagnoses', 'complicates', 'part_of']
['same_as', 'augments', 'affects', 'part_of']
['same_as', 'stimulates', 'complicates', 'treats']
['same_as']
['same_as', 'treats', 'complicates', 'inhibits']
['same_as', 'interacts_with', 'interacts_with', 'affects']
['same_as', 'associated_with', 'augments', 'complicates']
['same_as', 'compared_with', 'treats', 'disrupts']
['same_as', 'coexists_with', 'augments', 'inhibits']
['same_as', 'compared_with', 'prevents', 'affects']
['same_as', 'treats', 'part_of', 'complicates']
['same_as', 'interacts_with', 'disrupts', 'affects']
['same_as', 'augments', 'inhibits', 'location_of']
['same_as', 'prevents', 'inhibits', 'coexists_with']
['same_as', 'affects', 'part_of']
['same_as', 'affects', 'causes', 'associated_with']
['same_as', 'affects', 'treats', 'location_of']
['same_as', 'stimulates', 'coexists_with']
['same_as', 'inhibits', 'inhibits', 'stimulates']
['same_as', 'treats', 'produces', 'causes']
['same_as', 'disrupts', 'part_of']
['same_as', 'treats', 'diagnoses', 'complicates']
['same_as', 'isa', 'diagnoses', 'inhibits']
['same_as', 'location_of', 'produces', 'coexists_with']
['same_as', 'causes', 'complicates', 'interacts_with']
['same_as', 'disrupts', 'inhibits', 'disrupts']
['same_as', 'part_of', 'treats', 'stimulates']
['same_as', 'isa', 'associated_with', 'inhibits']
['same_as', 'stimulates', 'complicates', 'coexists_with']
['same_as', 'same_as', 'augments']
['same_as', 'coexists_with', 'part_of', 'affects']
['same_as', 'disrupts', 'coexists_with', 'isa']
['same_as', 'diagnoses', 'interacts_with', 'inhibits']
['same_as', 'occurs_in', 'prevents', 'associated_with']
['same_as', 'same_as', 'compared_with', 'treats']
['same_as', 'prevents', 'inhibits', 'augments']
['same_as', 'affects', 'isa', 'interacts_with']
['same_as', 'affects', 'produces', 'same_as']
['same_as', 'prevents', 'isa', 'isa']
['same_as', 'interacts_with', 'diagnoses', 'treats']
['same_as', 'compared_with', 'compared_with', 'compared_with']
['same_as', 'causes', 'produces', 'same_as']
['same_as', 'occurs_in']
['same_as', 'augments', 'produces', 'complicates']
['same_as', 'location_of', 'part_of', 'stimulates']
['same_as', 'affects', 'inhibits', 'disrupts']
['same_as', 'disrupts', 'disrupts', 'isa']
['same_as', 'causes', 'disrupts']
['same_as', 'diagnoses', 'prevents', 'compared_with']
['same_as', 'causes', 'prevents', 'interacts_with']
['same_as', 'stimulates', 'prevents', 'complicates']
['same_as', 'augments', 'occurs_in', 'augments']
['same_as', 'disrupts']
['same_as', 'treats', 'diagnoses', 'affects']
['same_as', 'inhibits', 'associated_with', 'augments']
['same_as', 'location_of', 'affects', 'interacts_with']
['same_as', 'compared_with', 'causes', 'coexists_with']
['same_as', 'coexists_with', 'augments', 'affects']
['same_as', 'stimulates', 'treats', 'part_of']
['same_as', 'interacts_with', 'prevents', 'diagnoses']
['same_as', 'compared_with', 'part_of', 'coexists_with']
['same_as', 'interacts_with', 'treats', 'location_of']
['same_as', 'produces', 'interacts_with', 'complicates']
['complicates', 'location_of', 'inhibits', 'augments']
['complicates', 'same_as', 'produces', 'interacts_with']
['complicates', 'location_of', 'diagnoses', 'complicates']
['complicates', 'location_of', 'prevents', 'compared_with']
['complicates', 'disrupts', 'complicates', 'treats']
['complicates', 'augments', 'augments', 'compared_with']
['complicates', 'complicates', 'disrupts', 'complicates']
['complicates', 'affects', 'produces', 'compared_with']
['complicates', 'prevents', 'complicates', 'diagnoses']
['complicates', 'inhibits', 'coexists_with', 'compared_with']
['complicates', 'produces', 'augments', 'diagnoses']
['complicates', 'produces', 'disrupts', 'prevents']
['complicates', 'disrupts', 'associated_with', 'isa']
['complicates', 'augments', 'isa', 'affects']
['complicates', 'occurs_in', 'affects', 'treats']
['complicates', 'inhibits', 'coexists_with', 'inhibits']
['complicates', 'stimulates', 'augments', 'prevents']
['complicates', 'same_as']
['complicates', 'associated_with', 'produces', 'interacts_with']
['complicates', 'inhibits', 'diagnoses', 'treats']
['complicates', 'isa']
['complicates', 'stimulates', 'coexists_with', 'diagnoses']
['complicates', 'isa', 'augments', 'interacts_with']
['complicates', 'causes', 'inhibits', 'treats']
['complicates', 'stimulates', 'disrupts', 'same_as']
['complicates', 'part_of', 'treats', 'inhibits']
['complicates', 'causes', 'augments', 'inhibits']
['complicates', 'interacts_with', 'stimulates', 'treats']
['complicates', 'coexists_with', 'location_of']
['complicates', 'affects', 'isa', 'location_of']
['complicates', 'treats', 'affects', 'stimulates']
['complicates', 'interacts_with', 'occurs_in', 'coexists_with']
['complicates', 'coexists_with', 'location_of', 'augments']
['complicates', 'affects', 'treats', 'produces']
['complicates', 'location_of', 'complicates', 'interacts_with']
['complicates', 'interacts_with']
['complicates', 'occurs_in', 'produces', 'augments']
['complicates', 'same_as', 'disrupts', 'occurs_in']
['complicates', 'complicates', 'part_of', 'isa']
['complicates', 'associated_with', 'coexists_with', 'interacts_with']
['complicates', 'stimulates', 'inhibits', 'prevents']
['complicates', 'same_as', 'complicates', 'compared_with']
['complicates', 'prevents', 'prevents', 'augments']
['complicates', 'produces', 'treats', 'produces']
['complicates', 'location_of', 'interacts_with', 'augments']
['complicates', 'diagnoses', 'stimulates', 'inhibits']
['complicates', 'part_of', 'same_as', 'inhibits']
['complicates', 'isa', 'interacts_with', 'stimulates']
['complicates', 'disrupts', 'prevents', 'treats']
['complicates', 'augments', 'location_of', 'causes']
['complicates', 'disrupts', 'prevents', 'isa']
['complicates', 'causes', 'affects', 'compared_with']
['complicates', 'part_of', 'coexists_with', 'produces']
['complicates', 'affects', 'prevents', 'produces']
['complicates', 'coexists_with']
['complicates', 'interacts_with', 'associated_with', 'causes']
['complicates', 'interacts_with', 'produces', 'location_of']
['complicates', 'prevents', 'produces', 'same_as']
['complicates', 'part_of', 'coexists_with', 'affects']
['complicates', 'produces', 'occurs_in', 'causes']
['complicates', 'affects', 'compared_with', 'affects']
['complicates', 'treats', 'same_as', 'augments']
['complicates', 'occurs_in', 'isa', 'same_as']
['complicates', 'stimulates', 'same_as', 'causes']
['complicates', 'location_of', 'affects', 'prevents']
['complicates', 'same_as', 'interacts_with', 'complicates']
['complicates', 'inhibits', 'disrupts', 'stimulates']
['complicates', 'compared_with', 'augments', 'stimulates']
['complicates', 'causes', 'part_of']
['complicates', 'prevents', 'inhibits', 'produces']
['complicates', 'stimulates', 'part_of', 'same_as']
['complicates', 'diagnoses', 'treats', 'part_of']
['complicates', 'diagnoses', 'affects', 'interacts_with']
['complicates', 'interacts_with', 'complicates', 'location_of']
['complicates', 'diagnoses', 'diagnoses', 'same_as']
['complicates', 'affects']
['complicates', 'disrupts']
['complicates', 'affects', 'part_of', 'causes']
['complicates', 'diagnoses', 'prevents', 'diagnoses']
['complicates', 'occurs_in', 'diagnoses', 'treats']
['complicates', 'location_of', 'interacts_with']
['complicates', 'causes', 'isa', 'associated_with']
['complicates', 'occurs_in', 'inhibits', 'compared_with']
['complicates', 'augments', 'isa', 'disrupts']
['complicates']
['complicates', 'compared_with', 'diagnoses', 'location_of']
['complicates', 'interacts_with', 'coexists_with', 'isa']
['complicates', 'complicates', 'produces', 'isa']
['complicates', 'diagnoses', 'compared_with', 'affects']
['complicates', 'occurs_in', 'part_of', 'disrupts']
['complicates', 'interacts_with', 'occurs_in', 'produces']
['complicates', 'associated_with', 'disrupts']
['complicates', 'prevents', 'interacts_with', 'occurs_in']
['complicates', 'interacts_with', 'location_of', 'part_of']
['complicates', 'associated_with']
['complicates', 'affects', 'inhibits', 'affects']
['complicates', 'coexists_with', 'compared_with', 'produces']
['complicates', 'prevents', 'location_of', 'augments']
['prevents', 'coexists_with', 'associated_with', 'treats']
['prevents', 'stimulates', 'compared_with', 'complicates']
['prevents', 'complicates', 'affects', 'location_of']
['prevents', 'compared_with', 'affects', 'disrupts']
['prevents', 'coexists_with', 'interacts_with', 'stimulates']
['prevents', 'occurs_in', 'isa', 'compared_with']
['prevents', 'occurs_in', 'associated_with', 'isa']
['prevents', 'causes', 'diagnoses', 'coexists_with']
['prevents', 'augments', 'complicates']
['prevents']
['prevents', 'affects', 'interacts_with', 'compared_with']
['prevents', 'interacts_with', 'complicates', 'prevents']
['prevents', 'same_as', 'produces', 'causes']
['prevents', 'causes', 'diagnoses', 'stimulates']
['prevents', 'augments', 'same_as', 'causes']
['prevents', 'interacts_with', 'isa', 'causes']
['prevents', 'occurs_in', 'causes', 'compared_with']
['prevents', 'complicates', 'location_of']
['prevents', 'location_of', 'interacts_with', 'disrupts']
['prevents', 'affects', 'treats', 'augments']
['prevents', 'prevents', 'part_of', 'causes']
['prevents', 'diagnoses', 'occurs_in', 'same_as']
['prevents', 'coexists_with', 'associated_with', 'prevents']
['prevents', 'causes', 'disrupts', 'treats']
['prevents', 'produces', 'occurs_in', 'treats']
['prevents', 'same_as', 'compared_with', 'isa']
['prevents', 'disrupts', 'diagnoses', 'occurs_in']
['prevents', 'compared_with', 'augments', 'prevents']
['prevents', 'inhibits', 'occurs_in', 'interacts_with']
['prevents', 'diagnoses', 'location_of', 'occurs_in']
['prevents', 'diagnoses', 'augments', 'inhibits']
['prevents', 'produces', 'complicates', 'compared_with']
['prevents', 'treats', 'associated_with', 'inhibits']
['prevents', 'causes', 'inhibits', 'associated_with']
['prevents', 'interacts_with', 'complicates', 'treats']
['prevents', 'causes']
['prevents', 'causes', 'isa', 'complicates']
['prevents', 'treats', 'affects']
['prevents', 'isa', 'produces', 'part_of']
['prevents', 'part_of', 'produces', 'augments']
['prevents', 'inhibits', 'interacts_with', 'prevents']
['prevents', 'diagnoses', 'same_as', 'diagnoses']
['prevents', 'inhibits', 'interacts_with', 'location_of']
['prevents', 'complicates', 'inhibits', 'compared_with']
['prevents', 'coexists_with', 'disrupts']
['prevents', 'augments', 'isa', 'same_as']
['prevents', 'isa', 'affects', 'disrupts']
['prevents', 'affects', 'complicates', 'associated_with']
['prevents', 'isa', 'produces', 'diagnoses']
['prevents', 'prevents', 'location_of', 'same_as']
['prevents', 'occurs_in', 'occurs_in', 'occurs_in']
['prevents', 'associated_with', 'same_as', 'causes']
['prevents', 'isa', 'causes', 'coexists_with']
['prevents', 'complicates', 'location_of', 'stimulates']
['prevents', 'interacts_with', 'associated_with', 'occurs_in']
['prevents', 'treats', 'same_as', 'complicates']
['prevents', 'prevents', 'stimulates', 'associated_with']
['prevents', 'compared_with', 'isa', 'treats']
['prevents', 'stimulates', 'occurs_in', 'same_as']
['prevents', 'inhibits', 'affects']
['prevents', 'treats', 'prevents']
['prevents', 'stimulates', 'prevents', 'interacts_with']
['prevents', 'same_as', 'stimulates', 'part_of']
['prevents', 'interacts_with', 'treats', 'inhibits']
['prevents', 'stimulates', 'isa', 'prevents']
['prevents', 'location_of', 'occurs_in', 'part_of']
['prevents', 'part_of', 'inhibits', 'diagnoses']
['prevents', 'diagnoses', 'causes', 'coexists_with']
['prevents', 'interacts_with', 'augments', 'associated_with']
['prevents', 'part_of', 'same_as', 'interacts_with']
['prevents', 'complicates', 'diagnoses', 'inhibits']
['prevents', 'part_of', 'inhibits', 'treats']
['prevents', 'interacts_with', 'compared_with', 'part_of']
['prevents', 'affects', 'disrupts', 'prevents']
['prevents', 'coexists_with', 'interacts_with', 'compared_with']
['prevents', 'augments', 'disrupts', 'treats']
['prevents', 'same_as', 'part_of', 'associated_with']
['prevents', 'disrupts', 'causes', 'inhibits']
['prevents', 'same_as']
['prevents', 'inhibits', 'isa', 'associated_with']
['prevents', 'interacts_with']
['prevents', 'disrupts', 'complicates', 'location_of']
['prevents', 'prevents', 'part_of', 'interacts_with']
['prevents', 'inhibits', 'location_of', 'interacts_with']
['prevents', 'occurs_in', 'associated_with', 'affects']
['prevents', 'disrupts', 'causes', 'produces']
['prevents', 'produces', 'inhibits', 'associated_with']
['prevents', 'interacts_with', 'location_of', 'causes']
['prevents', 'compared_with', 'occurs_in', 'produces']
['prevents', 'location_of', 'causes', 'treats']
['prevents', 'affects', 'part_of', 'stimulates']
['prevents', 'disrupts', 'diagnoses', 'same_as']
['prevents', 'associated_with', 'disrupts', 'prevents']
['disrupts', 'interacts_with', 'part_of', 'location_of']
['disrupts', 'location_of', 'same_as', 'interacts_with']
['disrupts', 'stimulates', 'prevents', 'treats']
['disrupts', 'stimulates', 'produces', 'complicates']
['disrupts', 'location_of', 'disrupts', 'same_as']
['disrupts', 'isa', 'stimulates', 'associated_with']
['disrupts', 'complicates', 'occurs_in', 'interacts_with']
['disrupts', 'prevents', 'causes', 'causes']
['disrupts', 'associated_with', 'interacts_with', 'affects']
['disrupts', 'augments', 'coexists_with', 'complicates']
['disrupts', 'affects', 'same_as', 'prevents']
['disrupts', 'compared_with', 'occurs_in', 'part_of']
['disrupts', 'associated_with', 'augments', 'treats']
['disrupts', 'diagnoses', 'complicates', 'produces']
['disrupts', 'same_as', 'disrupts', 'causes']
['disrupts', 'part_of', 'causes', 'inhibits']
['disrupts', 'prevents', 'location_of', 'interacts_with']
['disrupts', 'disrupts', 'complicates', 'causes']
['disrupts', 'interacts_with', 'diagnoses', 'disrupts']
['disrupts', 'same_as', 'treats', 'location_of']
['disrupts', 'diagnoses', 'inhibits', 'interacts_with']
['disrupts', 'stimulates', 'diagnoses', 'treats']
['disrupts', 'interacts_with', 'affects', 'affects']
['disrupts', 'part_of', 'coexists_with', 'stimulates']
['disrupts', 'part_of', 'prevents', 'treats']
['disrupts', 'diagnoses', 'produces', 'location_of']
['disrupts', 'isa', 'compared_with', 'compared_with']
['disrupts', 'associated_with', 'prevents', 'augments']
['disrupts', 'location_of', 'same_as', 'produces']
['disrupts', 'stimulates', 'inhibits']
['disrupts', 'inhibits', 'same_as', 'treats']
['disrupts', 'treats', 'disrupts', 'prevents']
['disrupts', 'causes', 'diagnoses', 'stimulates']
['disrupts', 'augments', 'interacts_with', 'coexists_with']
['disrupts', 'location_of', 'coexists_with', 'occurs_in']
['disrupts', 'same_as', 'isa', 'inhibits']
['disrupts', 'complicates', 'prevents', 'occurs_in']
['disrupts', 'same_as', 'inhibits', 'complicates']
['disrupts', 'affects', 'augments', 'interacts_with']
['disrupts', 'prevents', 'inhibits', 'same_as']
['disrupts', 'produces', 'diagnoses', 'diagnoses']
['disrupts', 'occurs_in', 'complicates', 'part_of']
['disrupts', 'augments', 'coexists_with', 'produces']
['disrupts', 'associated_with', 'prevents', 'disrupts']
['disrupts', 'treats', 'treats', 'location_of']
['disrupts', 'produces', 'affects', 'causes']
['disrupts', 'stimulates', 'affects', 'prevents']
['disrupts', 'same_as', 'treats', 'prevents']
['disrupts', 'isa', 'produces', 'augments']
['disrupts', 'isa', 'interacts_with', 'produces']
['disrupts', 'affects', 'associated_with', 'diagnoses']
['disrupts', 'same_as', 'complicates', 'produces']
['disrupts', 'stimulates', 'diagnoses', 'stimulates']
['disrupts', 'coexists_with', 'isa', 'stimulates']
['disrupts', 'location_of', 'compared_with', 'occurs_in']
['disrupts', 'isa', 'part_of', 'same_as']
['disrupts', 'same_as', 'treats', 'occurs_in']
['disrupts', 'location_of', 'produces', 'compared_with']
['disrupts', 'treats', 'isa', 'produces']
['disrupts', 'location_of', 'prevents', 'same_as']
['disrupts', 'causes', 'causes', 'part_of']
['disrupts', 'associated_with', 'occurs_in', 'same_as']
['disrupts', 'stimulates', 'disrupts', 'interacts_with']
['disrupts', 'interacts_with', 'treats', 'coexists_with']
['disrupts', 'interacts_with', 'coexists_with', 'disrupts']
['disrupts', 'same_as', 'isa', 'augments']
['disrupts', 'interacts_with', 'augments', 'location_of']
['disrupts', 'isa', 'augments']
['disrupts', 'complicates', 'coexists_with', 'causes']
['disrupts', 'coexists_with', 'coexists_with', 'location_of']
['disrupts', 'causes', 'stimulates', 'disrupts']
['disrupts']
['disrupts', 'location_of', 'produces', 'associated_with']
['disrupts', 'same_as', 'affects', 'causes']
['disrupts', 'occurs_in', 'augments', 'compared_with']
['disrupts', 'isa', 'prevents', 'diagnoses']
['disrupts', 'inhibits', 'occurs_in', 'coexists_with']
['disrupts', 'treats', 'occurs_in', 'same_as']
['disrupts', 'disrupts', 'part_of', 'diagnoses']
