['diagnoses', 'treats', 'affects', 'diagnoses']
['diagnoses', 'causes', 'interacts_with', 'causes']
['diagnoses', 'inhibits', 'inhibits', 'location_of']
['diagnoses', 'diagnoses', 'part_of', 'isa']
['diagnoses', 'affects', 'location_of', 'same_as']
['diagnoses', 'treats', 'location_of']
['diagnoses', 'complicates', 'augments']
['occurs_in', 'occurs_in', 'augments', 'causes']
['occurs_in', 'associated_with', 'location_of', 'augments']
['occurs_in', 'treats', 'augments', 'occurs_in']
['occurs_in', 'associated_with', 'diagnoses']
['occurs_in', 'interacts_with', 'disrupts', 'interacts_with']
['occurs_in', 'inhibits', 'produces', 'treats']
['occurs_in', 'part_of', 'affects', 'disrupts']
['occurs_in', 'compared_with', 'produces', 'affects']
['occurs_in', 'coexists_with', 'causes', 'same_as']
['occurs_in']
['occurs_in', 'treats', 'augments', 'part_of']
['occurs_in', 'interacts_with', 'produces', 'location_of']
['occurs_in', 'interacts_with', 'stimulates', 'same_as']
['occurs_in', 'stimulates', 'augments', 'prevents']
['occurs_in', 'associated_with', 'coexists_with', 'associated_with']
['occurs_in', 'same_as', 'same_as', 'coexists_with']
['occurs_in', 'part_of', 'inhibits', 'causes']
['occurs_in', 'produces', 'produces', 'affects']
['occurs_in', 'disrupts', 'associated_with', 'complicates']
['occurs_in', 'interacts_with', 'same_as', 'causes']
['occurs_in', 'same_as', 'interacts_with', 'same_as']
['occurs_in', 'isa', 'same_as', 'treats']
['occurs_in', 'isa', 'prevents', 'coexists_with']
['occurs_in', 'produces', 'disrupts', 'augments']
['occurs_in', 'affects', 'prevents', 'produces']
['occurs_in', 'augments', 'stimulates', 'same_as']
['occurs_in', 'part_of', 'produces', 'complicates']
['occurs_in', 'complicates', 'associated_with', 'causes']
['occurs_in', 'produces', 'isa', 'affects']
['occurs_in', 'treats', 'diagnoses', 'associated_with']
['occurs_in', 'same_as', 'augments', 'affects']
['occurs_in', 'same_as', 'disrupts', 'location_of']
['occurs_in', 'disrupts', 'diagnoses', 'prevents']
['occurs_in', 'augments', 'produces', 'compared_with']
['occurs_in', 'affects', 'prevents', 'part_of']
['occurs_in', 'prevents', 'occurs_in', 'stimulates']
['occurs_in', 'treats', 'same_as', 'isa']
['occurs_in', 'interacts_with', 'complicates', 'produces']
['occurs_in', 'inhibits', 'part_of', 'augments']
['occurs_in', 'interacts_with', 'isa', 'occurs_in']
['occurs_in', 'affects', 'same_as', 'affects']
['occurs_in', 'prevents', 'associated_with', 'interacts_with']
['occurs_in', 'treats', 'augments', 'diagnoses']
['occurs_in', 'diagnoses', 'prevents', 'isa']
['occurs_in', 'isa', 'part_of', 'produces']
['occurs_in', 'produces', 'associated_with', 'inhibits']
['occurs_in', 'inhibits', 'affects', 'augments']
['occurs_in', 'stimulates', 'compared_with', 'augments']
['occurs_in', 'prevents', 'stimulates', 'interacts_with']
['occurs_in', 'interacts_with', 'compared_with', 'interacts_with']
['occurs_in', 'augments']
['occurs_in', 'compared_with', 'isa', 'interacts_with']
['occurs_in', 'complicates', 'occurs_in', 'augments']
['occurs_in', 'compared_with', 'prevents', 'diagnoses']
['occurs_in', 'augments', 'interacts_with', 'interacts_with']
['occurs_in', 'inhibits', 'causes', 'location_of']
['occurs_in', 'treats', 'prevents', 'part_of']
['occurs_in', 'prevents', 'interacts_with', 'prevents']
['occurs_in', 'complicates']
['occurs_in', 'inhibits', 'disrupts']
['occurs_in', 'coexists_with', 'diagnoses', 'stimulates']
['occurs_in', 'stimulates', 'coexists_with', 'associated_with']
['occurs_in', 'produces', 'produces', 'augments']
['occurs_in', 'stimulates', 'compared_with']
['occurs_in', 'compared_with', 'compared_with', 'same_as']
['occurs_in', 'complicates', 'produces', 'associated_with']
['occurs_in', 'prevents', 'interacts_with', 'augments']
['occurs_in', 'prevents', 'stimulates', 'diagnoses']
['occurs_in', 'disrupts', 'location_of', 'location_of']
['occurs_in', 'augments', 'occurs_in', 'compared_with']
['occurs_in', 'compared_with', 'part_of']
['occurs_in', 'associated_with', 'occurs_in', 'same_as']
['occurs_in', 'inhibits', 'diagnoses', 'treats']
['occurs_in', 'interacts_with', 'diagnoses', 'inhibits']
['occurs_in', 'isa', 'diagnoses', 'isa']
['occurs_in', 'treats', 'coexists_with', 'complicates']
['occurs_in', 'prevents', 'location_of', 'same_as']
['occurs_in', 'augments', 'coexists_with', 'disrupts']
['occurs_in', 'coexists_with', 'produces']
['occurs_in', 'causes', 'same_as', 'inhibits']
['occurs_in', 'produces', 'inhibits', 'stimulates']
['occurs_in', 'coexists_with', 'affects', 'same_as']
['occurs_in', 'interacts_with', 'associated_with', 'prevents']
['occurs_in', 'coexists_with', 'coexists_with', 'affects']
['occurs_in', 'stimulates', 'produces', 'stimulates']
['occurs_in', 'associated_with', 'prevents', 'location_of']
['occurs_in', 'complicates', 'location_of']
['occurs_in', 'inhibits', 'prevents', 'inhibits']
['occurs_in', 'location_of', 'produces', 'inhibits']
['occurs_in', 'part_of', 'same_as', 'treats']
['occurs_in', 'part_of', 'part_of', 'augments']
['occurs_in', 'diagnoses', 'diagnoses', 'prevents']
['occurs_in', 'compared_with', 'inhibits']
['occurs_in', 'compared_with', 'occurs_in', 'disrupts']
['occurs_in', 'treats', 'part_of', 'diagnoses']
['same_as', 'occurs_in']
['same_as', 'produces', 'augments', 'treats']
['same_as', 'disrupts', 'interacts_with', 'diagnoses']
['same_as', 'diagnoses', 'interacts_with', 'location_of']
['same_as', 'complicates']
['same_as', 'complicates', 'produces', 'inhibits']
['same_as', 'inhibits', 'inhibits', 'stimulates']
['same_as', 'treats', 'produces', 'causes']
['same_as', 'treats', 'diagnoses', 'complicates']
['same_as', 'disrupts', 'part_of']
['same_as', 'location_of', 'part_of', 'interacts_with']
['same_as', 'compared_with', 'stimulates', 'causes']
['same_as', 'causes', 'complicates', 'interacts_with']
['same_as', 'produces', 'causes', 'disrupts']
['same_as', 'isa', 'associated_with', 'inhibits']
['same_as', 'coexists_with', 'part_of', 'affects']
['same_as', 'disrupts', 'coexists_with', 'isa']
['same_as', 'diagnoses', 'stimulates', 'occurs_in']
['same_as', 'inhibits', 'occurs_in', 'inhibits']
['same_as', 'same_as', 'inhibits', 'part_of']
['same_as', 'stimulates', 'prevents', 'complicates']
['same_as', 'same_as', 'compared_with', 'treats']
['same_as', 'prevents', 'inhibits', 'augments']
['same_as', 'prevents', 'inhibits', 'coexists_with']
['same_as', 'diagnoses', 'compared_with', 'treats']
['same_as', 'treats', 'complicates', 'coexists_with']
['same_as', 'affects', 'isa', 'interacts_with']
['same_as', 'affects', 'produces', 'same_as']
['same_as', 'causes', 'same_as', 'location_of']
['same_as']
['same_as', 'location_of', 'part_of', 'stimulates']
['same_as', 'occurs_in', 'diagnoses', 'disrupts']
['same_as', 'disrupts', 'produces', 'prevents']
['same_as', 'coexists_with', 'compared_with', 'stimulates']
['same_as', 'causes', 'treats', 'same_as']
['same_as', 'isa', 'coexists_with', 'isa']
['same_as', 'produces', 'interacts_with', 'complicates']
['same_as', 'diagnoses', 'prevents', 'compared_with']
['same_as', 'augments', 'occurs_in', 'augments']
['same_as', 'occurs_in', 'compared_with', 'causes']
['same_as', 'treats', 'diagnoses', 'affects']
['same_as', 'inhibits', 'associated_with', 'augments']
['same_as', 'location_of', 'affects', 'interacts_with']
['same_as', 'prevents', 'isa', 'isa']
['same_as', 'produces', 'part_of', 'isa']
['same_as', 'interacts_with', 'prevents', 'diagnoses']
['same_as', 'diagnoses', 'complicates', 'part_of']
['same_as', 'augments', 'affects', 'part_of']
['same_as', 'compared_with', 'part_of', 'coexists_with']
['same_as', 'treats', 'complicates', 'inhibits']
['same_as', 'interacts_with', 'interacts_with', 'affects']
['same_as', 'associated_with', 'augments', 'complicates']
['same_as', 'compared_with', 'treats', 'disrupts']
['same_as', 'interacts_with', 'treats', 'location_of']
['same_as', 'coexists_with', 'augments', 'inhibits']
['same_as', 'interacts_with', 'disrupts', 'affects']
['same_as', 'augments', 'inhibits', 'location_of']
['same_as', 'occurs_in', 'disrupts', 'interacts_with']
['same_as', 'affects', 'part_of']
['same_as', 'affects', 'causes', 'associated_with']
['same_as', 'isa', 'affects', 'inhibits']
['same_as', 'treats', 'affects', 'part_of']
['same_as', 'same_as', 'compared_with', 'disrupts']
['same_as', 'location_of', 'produces', 'coexists_with']
['same_as', 'prevents', 'complicates', 'same_as']
['same_as', 'part_of', 'disrupts', 'isa']
['same_as', 'disrupts']
['same_as', 'disrupts', 'inhibits', 'disrupts']
['same_as', 'part_of', 'treats', 'stimulates']
['same_as', 'same_as', 'augments']
['same_as', 'associated_with', 'causes', 'occurs_in']
['same_as', 'coexists_with', 'part_of']
['same_as', 'diagnoses', 'interacts_with', 'inhibits']
['same_as', 'occurs_in', 'prevents', 'associated_with']
['same_as', 'treats', 'interacts_with', 'coexists_with']
['same_as', 'disrupts', 'augments', 'prevents']
['same_as', 'stimulates', 'coexists_with']
['same_as', 'interacts_with', 'diagnoses', 'treats']
['same_as', 'compared_with', 'compared_with', 'compared_with']
['same_as', 'causes', 'produces', 'same_as']
['same_as', 'augments', 'produces', 'complicates']
['same_as', 'prevents', 'isa', 'associated_with']
['same_as', 'affects', 'inhibits', 'disrupts']
['same_as', 'causes', 'disrupts']
['same_as', 'inhibits', 'stimulates', 'interacts_with']
['same_as', 'causes', 'prevents', 'interacts_with']
['same_as', 'inhibits', 'isa', 'disrupts']
['same_as', 'interacts_with']
['same_as', 'complicates', 'treats', 'stimulates']
['same_as', 'compared_with', 'causes', 'coexists_with']
['same_as', 'coexists_with', 'augments', 'affects']
['same_as', 'stimulates', 'treats', 'part_of']
['same_as', 'compared_with', 'prevents', 'affects']
['same_as', 'treats', 'part_of', 'complicates']
['complicates', 'same_as', 'produces', 'interacts_with']
['complicates', 'interacts_with', 'produces', 'location_of']
['complicates', 'location_of', 'prevents', 'compared_with']
['complicates', 'disrupts', 'complicates', 'treats']
['complicates', 'part_of', 'coexists_with', 'affects']
['complicates', 'produces', 'occurs_in', 'causes']
['complicates', 'complicates', 'disrupts', 'complicates']
['complicates', 'affects', 'compared_with', 'affects']
['complicates', 'inhibits', 'coexists_with', 'compared_with']
['complicates', 'produces', 'disrupts', 'prevents']
['complicates', 'disrupts', 'associated_with', 'isa']
['complicates', 'isa', 'inhibits', 'interacts_with']
['complicates', 'inhibits', 'coexists_with', 'inhibits']
['complicates', 'inhibits', 'disrupts', 'stimulates']
['complicates', 'compared_with', 'augments', 'stimulates']
['complicates', 'inhibits', 'diagnoses', 'treats']
['complicates', 'causes', 'part_of']
['complicates', 'stimulates', 'part_of', 'same_as']
['complicates', 'coexists_with']
['complicates', 'causes', 'augments', 'inhibits']
['complicates', 'associated_with']
['complicates', 'interacts_with', 'complicates', 'location_of']
['complicates', 'interacts_with', 'stimulates', 'treats']
['complicates', 'affects', 'isa', 'location_of']
['complicates', 'affects', 'part_of', 'causes']
['complicates', 'interacts_with', 'occurs_in', 'coexists_with']
['complicates', 'occurs_in', 'diagnoses', 'treats']
['complicates', 'isa']
['complicates', 'affects', 'treats', 'produces']
['complicates', 'occurs_in', 'inhibits', 'compared_with']
['complicates', 'augments', 'isa', 'disrupts']
['complicates', 'location_of', 'complicates', 'interacts_with']
['complicates', 'compared_with', 'diagnoses', 'location_of']
['complicates', 'part_of', 'coexists_with', 'diagnoses']
['complicates', 'same_as', 'disrupts', 'occurs_in']
['complicates', 'interacts_with', 'coexists_with', 'isa']
['complicates', 'affects', 'same_as', 'compared_with']
['complicates', 'complicates', 'produces', 'isa']
['complicates', 'stimulates', 'inhibits', 'prevents']
['complicates', 'interacts_with', 'interacts_with', 'causes']
['complicates']
['complicates', 'prevents', 'prevents', 'augments']
['complicates', 'location_of', 'interacts_with', 'augments']
['complicates', 'interacts_with', 'occurs_in', 'produces']
['complicates', 'part_of', 'same_as', 'inhibits']
['complicates', 'isa', 'interacts_with', 'stimulates']
['complicates', 'causes', 'inhibits']
['complicates', 'prevents', 'interacts_with', 'occurs_in']
['complicates', 'same_as', 'part_of', 'compared_with']
['complicates', 'causes', 'affects', 'compared_with']
['complicates', 'interacts_with', 'location_of', 'part_of']
['complicates', 'affects', 'inhibits', 'affects']
['complicates', 'produces', 'treats', 'produces']
['complicates', 'affects', 'prevents', 'produces']
['complicates', 'prevents', 'location_of', 'augments']
['complicates', 'location_of', 'inhibits', 'augments']
['complicates', 'interacts_with']
['complicates', 'location_of', 'diagnoses', 'complicates']
['complicates', 'augments', 'augments', 'compared_with']
['complicates', 'treats', 'same_as', 'augments']
['complicates', 'occurs_in', 'isa', 'same_as']
['complicates', 'stimulates', 'same_as', 'causes']
['complicates', 'prevents', 'complicates', 'diagnoses']
['complicates', 'produces', 'augments', 'diagnoses']
['complicates', 'location_of', 'affects', 'prevents']
['complicates', 'augments', 'isa', 'affects']
['complicates', 'occurs_in', 'affects', 'treats']
['complicates', 'stimulates', 'augments', 'prevents']
['complicates', 'same_as', 'interacts_with', 'complicates']
['complicates', 'same_as']
['complicates', 'associated_with', 'produces', 'interacts_with']
['complicates', 'stimulates', 'disrupts', 'same_as']
['complicates', 'part_of', 'treats', 'inhibits']
['complicates', 'diagnoses', 'treats', 'part_of']
['complicates', 'diagnoses', 'affects', 'interacts_with']
['complicates', 'coexists_with', 'location_of']
['complicates', 'diagnoses', 'diagnoses', 'same_as']
['complicates', 'affects']
['complicates', 'treats', 'affects', 'stimulates']
['complicates', 'diagnoses', 'prevents', 'diagnoses']
['complicates', 'coexists_with', 'location_of', 'augments']
['complicates', 'location_of', 'interacts_with']
['complicates', 'causes', 'isa', 'associated_with']
['complicates', 'occurs_in', 'produces', 'augments']
['complicates', 'complicates', 'part_of', 'isa']
['complicates', 'associated_with', 'coexists_with', 'interacts_with']
['complicates', 'diagnoses', 'compared_with', 'affects']
['complicates', 'occurs_in', 'part_of', 'disrupts']
['complicates', 'prevents', 'produces']
['complicates', 'diagnoses', 'stimulates', 'inhibits']
['complicates', 'disrupts', 'prevents', 'treats']
['complicates', 'associated_with', 'disrupts']
['complicates', 'augments', 'location_of', 'causes']
['complicates', 'disrupts', 'prevents', 'isa']
['complicates', 'prevents', 'inhibits', 'produces']
['complicates', 'coexists_with', 'compared_with', 'produces']
['complicates', 'disrupts']
['prevents', 'interacts_with']
['prevents', 'isa', 'affects', 'disrupts']
['prevents', 'affects', 'complicates', 'associated_with']
['prevents', 'stimulates', 'compared_with', 'complicates']
['prevents']
['prevents', 'complicates', 'affects', 'location_of']
['prevents', 'occurs_in', 'isa', 'compared_with']
['prevents', 'interacts_with', 'associated_with', 'occurs_in']
['prevents', 'causes', 'diagnoses', 'coexists_with']
['prevents', 'compared_with', 'isa', 'treats']
['prevents', 'augments', 'complicates']
['prevents', 'stimulates', 'occurs_in', 'same_as']
['prevents', 'stimulates', 'prevents', 'interacts_with']
['prevents', 'causes', 'diagnoses', 'stimulates']
['prevents', 'location_of', 'occurs_in', 'part_of']
['prevents', 'stimulates', 'isa', 'prevents']
['prevents', 'interacts_with', 'isa', 'causes']
['prevents', 'complicates', 'location_of']
['prevents', 'part_of', 'inhibits', 'diagnoses']
['prevents', 'interacts_with', 'disrupts', 'prevents']
['prevents', 'complicates', 'diagnoses', 'inhibits']
['prevents', 'prevents', 'part_of', 'causes']
['prevents', 'part_of', 'inhibits', 'treats']
['prevents', 'diagnoses', 'occurs_in', 'same_as']
['prevents', 'coexists_with', 'interacts_with', 'compared_with']
['prevents', 'augments', 'disrupts', 'treats']
['prevents', 'same_as', 'compared_with', 'isa']
['prevents', 'compared_with', 'augments', 'prevents']
['prevents', 'inhibits', 'occurs_in', 'interacts_with']
['prevents', 'disrupts', 'isa', 'same_as']
['prevents', 'diagnoses', 'location_of', 'occurs_in']
['prevents', 'same_as', 'part_of', 'associated_with']
['prevents', 'disrupts', 'isa', 'produces']
['prevents', 'disrupts', 'complicates', 'location_of']
['prevents', 'causes', 'inhibits', 'associated_with']
['prevents', 'interacts_with', 'complicates', 'treats']
['prevents', 'interacts_with', 'location_of', 'causes']
['prevents', 'compared_with', 'occurs_in', 'produces']
['prevents', 'treats', 'affects']
['prevents', 'isa', 'produces', 'part_of']
['prevents', 'location_of', 'causes', 'treats']
['prevents', 'associated_with', 'disrupts', 'prevents']
['prevents', 'inhibits', 'interacts_with', 'location_of']
['prevents', 'coexists_with', 'associated_with', 'treats']
['prevents', 'coexists_with', 'disrupts']
['prevents', 'isa', 'causes']
['prevents', 'prevents', 'compared_with', 'same_as']
['prevents', 'treats', 'prevents']
['prevents', 'isa', 'produces', 'diagnoses']
['prevents', 'compared_with', 'affects', 'disrupts']
['prevents', 'occurs_in', 'occurs_in', 'occurs_in']
['prevents', 'associated_with', 'same_as', 'causes']
['prevents', 'treats', 'same_as', 'complicates']
['prevents', 'occurs_in', 'associated_with', 'isa']
['prevents', 'causes']
['prevents', 'same_as']
['prevents', 'prevents', 'stimulates', 'associated_with']
['prevents', 'inhibits', 'affects']
['prevents', 'affects', 'interacts_with', 'compared_with']
['prevents', 'same_as', 'produces', 'causes']
['prevents', 'same_as', 'stimulates', 'part_of']
['prevents', 'interacts_with', 'treats', 'inhibits']
['prevents', 'augments', 'same_as', 'causes']
['prevents', 'occurs_in', 'causes', 'compared_with']
['prevents', 'diagnoses', 'causes', 'coexists_with']
['prevents', 'interacts_with', 'augments', 'associated_with']
['prevents', 'part_of', 'same_as', 'interacts_with']
['prevents', 'location_of', 'interacts_with', 'disrupts']
['prevents', 'affects', 'treats', 'augments']
['prevents', 'coexists_with', 'inhibits', 'compared_with']
['prevents', 'coexists_with', 'interacts_with', 'stimulates']
['prevents', 'interacts_with', 'compared_with', 'part_of']
['prevents', 'affects', 'disrupts', 'prevents']
['prevents', 'coexists_with', 'associated_with', 'prevents']
['prevents', 'causes', 'disrupts', 'treats']
['prevents', 'produces', 'occurs_in', 'treats']
['prevents', 'disrupts', 'diagnoses', 'occurs_in']
['prevents', 'disrupts', 'causes', 'inhibits']
['prevents', 'inhibits', 'isa', 'associated_with']
['prevents', 'diagnoses', 'augments', 'inhibits']
['prevents', 'produces', 'complicates', 'compared_with']
['prevents', 'treats', 'associated_with', 'inhibits']
['prevents', 'prevents', 'part_of', 'interacts_with']
['prevents', 'complicates', 'location_of', 'interacts_with']
['prevents', 'inhibits', 'location_of', 'interacts_with']
['prevents', 'occurs_in', 'associated_with', 'affects']
['prevents', 'causes', 'isa', 'complicates']
['prevents', 'produces', 'inhibits', 'associated_with']
['prevents', 'affects', 'part_of', 'stimulates']
['prevents', 'disrupts', 'diagnoses', 'same_as']
['prevents', 'part_of', 'produces', 'augments']
['prevents', 'inhibits', 'interacts_with', 'prevents']
['prevents', 'diagnoses', 'same_as', 'diagnoses']
['disrupts', 'location_of', 'same_as', 'interacts_with']
['disrupts', 'same_as', 'treats', 'occurs_in']
['disrupts', 'coexists_with', 'interacts_with', 'coexists_with']
['disrupts', 'isa', 'stimulates', 'associated_with']
['disrupts', 'prevents']
['disrupts', 'location_of', 'prevents', 'same_as']
['disrupts', 'causes', 'causes', 'part_of']
['disrupts', 'complicates', 'occurs_in', 'interacts_with']
['disrupts', 'disrupts', 'coexists_with', 'causes']
['disrupts', 'complicates', 'prevents', 'occurs_in']
['disrupts', 'coexists_with', 'isa', 'stimulates']
['disrupts', 'stimulates', 'produces', 'complicates']
['disrupts', 'affects', 'same_as', 'prevents']
['disrupts', 'interacts_with', 'coexists_with', 'disrupts']
['disrupts', 'same_as', 'disrupts', 'causes']
['disrupts', 'stimulates', 'inhibits']
['disrupts', 'prevents', 'location_of', 'interacts_with']
['disrupts', 'same_as', 'treats', 'location_of']
['disrupts', 'diagnoses', 'inhibits', 'interacts_with']
['disrupts', 'stimulates', 'affects', 'prevents']
['disrupts', 'part_of', 'coexists_with', 'stimulates']
['disrupts', 'part_of', 'prevents', 'treats']
['disrupts', 'associated_with', 'prevents', 'augments']
['disrupts', 'occurs_in', 'augments', 'compared_with']
['disrupts', 'location_of', 'same_as', 'produces']
['disrupts', 'inhibits', 'occurs_in', 'coexists_with']
['disrupts', 'treats', 'occurs_in', 'same_as']
['disrupts', 'inhibits', 'same_as', 'treats']
['disrupts', 'causes', 'diagnoses', 'stimulates']
['disrupts', 'location_of', 'coexists_with', 'occurs_in']
['disrupts', 'same_as', 'isa', 'inhibits']
['disrupts', 'same_as', 'inhibits', 'complicates']
['disrupts', 'prevents', 'inhibits', 'same_as']
['disrupts', 'produces', 'diagnoses', 'diagnoses']
['disrupts', 'occurs_in', 'complicates', 'part_of']
['disrupts', 'associated_with', 'prevents', 'disrupts']
['disrupts', 'affects', 'diagnoses', 'disrupts']
['disrupts', 'prevents', 'prevents', 'interacts_with']
['disrupts', 'stimulates', 'prevents', 'treats']
['disrupts', 'produces', 'affects', 'causes']
['disrupts', 'treats']
['disrupts', 'same_as', 'treats', 'prevents']
['disrupts', 'complicates', 'treats', 'causes']
['disrupts', 'isa', 'produces', 'augments']
['disrupts', 'augments', 'interacts_with', 'produces']
['disrupts', 'isa', 'interacts_with', 'produces']
['disrupts', 'affects', 'associated_with', 'diagnoses']
['disrupts', 'disrupts', 'stimulates', 'stimulates']
['disrupts', 'inhibits', 'disrupts', 'associated_with']
['disrupts', 'compared_with', 'treats', 'inhibits']
['disrupts', 'same_as', 'complicates', 'produces']
['disrupts', 'part_of', 'causes']
['disrupts', 'location_of', 'compared_with', 'occurs_in']
['disrupts', 'interacts_with', 'part_of', 'location_of']
['disrupts', 'complicates', 'coexists_with', 'causes']
['disrupts', 'location_of', 'produces', 'compared_with']
['disrupts', 'location_of', 'disrupts', 'same_as']
['disrupts', 'treats', 'isa', 'produces']
['disrupts', 'associated_with', 'occurs_in', 'same_as']
['disrupts', 'stimulates', 'disrupts', 'interacts_with']
['disrupts', 'associated_with', 'interacts_with', 'affects']
['disrupts', 'augments', 'coexists_with', 'complicates']
['disrupts', 'compared_with', 'occurs_in', 'part_of']
['disrupts', 'associated_with', 'augments', 'treats']
['disrupts', 'same_as', 'isa', 'augments']
['disrupts', 'diagnoses', 'complicates', 'isa']
['disrupts', 'interacts_with', 'augments', 'location_of']
['disrupts', 'isa', 'augments']
['disrupts', 'part_of', 'causes', 'inhibits']
['disrupts', 'causes', 'stimulates', 'disrupts']
['disrupts', 'interacts_with', 'diagnoses', 'disrupts']
['disrupts', 'location_of', 'produces', 'associated_with']
['disrupts', 'stimulates', 'diagnoses', 'treats']
['disrupts', 'same_as', 'occurs_in', 'causes']
['disrupts', 'same_as', 'affects', 'causes']
['disrupts', 'interacts_with', 'affects', 'affects']
['disrupts', 'diagnoses', 'produces', 'location_of']
['disrupts', 'isa', 'compared_with', 'compared_with']
['disrupts', 'isa', 'prevents', 'diagnoses']
['disrupts', 'interacts_with', 'isa', 'coexists_with']
['disrupts', 'disrupts', 'part_of', 'diagnoses']
['disrupts', 'affects', 'augments', 'interacts_with']
['disrupts', 'part_of', 'stimulates', 'diagnoses']
