['diagnoses', 'treats', 'isa', 'affects']
['occurs_in', 'affects', 'associated_with', 'associated_with']
['occurs_in', 'treats', 'disrupts', 'occurs_in']
['occurs_in', 'treats', 'part_of', 'occurs_in']
['occurs_in', 'same_as', 'stimulates', 'augments']
['occurs_in', 'augments', 'disrupts', 'diagnoses']
['occurs_in', 'stimulates', 'produces', 'interacts_with']
['occurs_in', 'part_of', 'associated_with', 'compared_with']
['occurs_in', 'augments', 'occurs_in', 'complicates']
['occurs_in', 'isa', 'coexists_with', 'part_of']
['occurs_in', 'produces', 'treats', 'interacts_with']
['occurs_in', 'affects', 'location_of', 'diagnoses']
['occurs_in', 'diagnoses', 'treats', 'interacts_with']
['occurs_in', 'associated_with', 'compared_with', 'produces']
['occurs_in', 'diagnoses', 'treats', 'isa']
['occurs_in', 'produces', 'treats', 'coexists_with']
['occurs_in', 'same_as', 'occurs_in', 'causes']
['occurs_in', 'same_as', 'inhibits', 'inhibits']
['occurs_in', 'compared_with', 'causes', 'part_of']
['occurs_in', 'inhibits', 'treats', 'complicates']
['occurs_in', 'disrupts', 'interacts_with', 'associated_with']
['occurs_in', 'coexists_with', 'coexists_with', 'stimulates']
['occurs_in', 'affects', 'produces', 'compared_with']
['occurs_in', 'complicates', 'inhibits', 'isa']
['occurs_in', 'treats', 'occurs_in', 'location_of']
['occurs_in', 'stimulates', 'augments', 'compared_with']
['occurs_in', 'coexists_with', 'associated_with', 'location_of']
['occurs_in', 'disrupts', 'complicates']
['occurs_in', 'occurs_in', 'inhibits', 'treats']
['occurs_in', 'compared_with', 'affects', 'causes']
['occurs_in', 'diagnoses', 'stimulates', 'part_of']
['occurs_in', 'compared_with', 'inhibits', 'same_as']
['occurs_in', 'isa', 'treats', 'compared_with']
['occurs_in', 'causes', 'isa', 'stimulates']
['occurs_in', 'prevents', 'isa', 'coexists_with']
['occurs_in', 'occurs_in', 'complicates', 'disrupts']
['occurs_in', 'treats', 'affects', 'causes']
['occurs_in', 'part_of', 'compared_with', 'affects']
['occurs_in', 'augments', 'complicates', 'interacts_with']
['occurs_in', 'produces', 'occurs_in', 'augments']
['occurs_in', 'compared_with', 'diagnoses', 'inhibits']
['occurs_in', 'causes', 'occurs_in', 'isa']
['occurs_in', 'occurs_in', 'causes', 'occurs_in']
['occurs_in', 'diagnoses', 'complicates', 'complicates']
['occurs_in', 'treats', 'diagnoses', 'coexists_with']
['occurs_in', 'diagnoses', 'complicates', 'stimulates']
['occurs_in', 'stimulates', 'stimulates', 'causes']
['occurs_in', 'affects', 'causes', 'produces']
['occurs_in']
['occurs_in', 'compared_with', 'disrupts', 'occurs_in']
['occurs_in', 'prevents', 'same_as', 'isa']
['occurs_in', 'occurs_in', 'disrupts', 'isa']
['occurs_in', 'treats', 'augments', 'compared_with']
['occurs_in', 'compared_with', 'produces', 'stimulates']
['occurs_in', 'prevents', 'augments', 'coexists_with']
['occurs_in', 'compared_with', 'treats', 'stimulates']
['occurs_in', 'isa', 'diagnoses', 'part_of']
['occurs_in', 'occurs_in', 'interacts_with']
['occurs_in', 'diagnoses', 'stimulates', 'location_of']
['occurs_in', 'part_of', 'affects', 'inhibits']
['occurs_in', 'stimulates', 'augments', 'interacts_with']
['occurs_in', 'part_of', 'part_of', 'diagnoses']
['occurs_in', 'part_of', 'part_of', 'stimulates']
['occurs_in', 'isa', 'causes', 'produces']
['occurs_in', 'augments', 'affects', 'treats']
['occurs_in', 'interacts_with', 'associated_with', 'part_of']
['occurs_in', 'same_as', 'interacts_with', 'augments']
['occurs_in', 'interacts_with', 'compared_with', 'produces']
['occurs_in', 'produces', 'location_of', 'part_of']
['occurs_in', 'causes', 'produces', 'coexists_with']
['occurs_in', 'compared_with', 'augments', 'augments']
['occurs_in', 'interacts_with', 'same_as', 'inhibits']
['occurs_in', 'occurs_in', 'same_as', 'complicates']
['occurs_in', 'produces', 'inhibits', 'stimulates']
['occurs_in', 'isa', 'compared_with', 'occurs_in']
['occurs_in', 'stimulates', 'complicates', 'interacts_with']
['occurs_in', 'same_as', 'isa', 'interacts_with']
['occurs_in', 'disrupts', 'location_of', 'associated_with']
['occurs_in', 'augments', 'interacts_with', 'prevents']
['occurs_in', 'diagnoses', 'isa', 'produces']
['occurs_in', 'complicates', 'occurs_in', 'part_of']
['occurs_in', 'interacts_with', 'inhibits', 'same_as']
['occurs_in', 'compared_with', 'stimulates', 'treats']
['occurs_in', 'diagnoses', 'stimulates', 'occurs_in']
['occurs_in', 'prevents', 'augments']
['occurs_in', 'augments', 'affects', 'same_as']
['occurs_in', 'inhibits', 'associated_with', 'inhibits']
['occurs_in', 'affects', 'stimulates', 'augments']
['occurs_in', 'produces', 'affects', 'treats']
['occurs_in', 'affects', 'coexists_with', 'part_of']
['occurs_in', 'augments', 'isa', 'produces']
['occurs_in', 'prevents', 'produces', 'compared_with']
['occurs_in', 'augments', 'prevents', 'interacts_with']
['occurs_in', 'location_of', 'associated_with', 'part_of']
['occurs_in', 'stimulates', 'associated_with', 'disrupts']
['occurs_in', 'prevents']
['occurs_in', 'treats', 'same_as', 'interacts_with']
['occurs_in', 'augments', 'affects', 'affects']
['occurs_in', 'diagnoses', 'produces', 'produces']
['occurs_in', 'prevents', 'disrupts', 'isa']
['occurs_in', 'associated_with', 'associated_with', 'compared_with']
['same_as', 'affects', 'interacts_with', 'occurs_in']
['same_as', 'associated_with', 'compared_with', 'diagnoses']
['same_as', 'compared_with', 'treats', 'augments']
['same_as', 'treats', 'affects', 'treats']
['same_as', 'associated_with', 'same_as', 'coexists_with']
['same_as', 'disrupts', 'interacts_with', 'isa']
['same_as', 'part_of', 'compared_with', 'treats']
['same_as', 'interacts_with', 'treats', 'prevents']
['same_as', 'treats', 'interacts_with', 'disrupts']
['same_as', 'isa', 'produces', 'augments']
['same_as', 'diagnoses']
['same_as', 'stimulates', 'augments', 'associated_with']
['same_as', 'interacts_with', 'coexists_with', 'diagnoses']
['same_as', 'diagnoses', 'occurs_in', 'same_as']
['same_as', 'complicates', 'part_of', 'treats']
['same_as', 'disrupts', 'interacts_with', 'complicates']
['same_as', 'associated_with', 'inhibits', 'stimulates']
['same_as', 'stimulates', 'treats', 'prevents']
['same_as', 'affects', 'prevents', 'same_as']
['same_as', 'diagnoses', 'augments', 'treats']
['same_as', 'associated_with', 'same_as', 'causes']
['same_as', 'isa', 'augments', 'isa']
['same_as', 'prevents', 'inhibits', 'part_of']
['same_as', 'produces', 'location_of', 'treats']
['same_as', 'produces', 'treats', 'associated_with']
['same_as', 'location_of', 'interacts_with', 'prevents']
['same_as', 'treats', 'part_of', 'produces']
['same_as', 'prevents', 'interacts_with', 'coexists_with']
['same_as', 'interacts_with', 'prevents', 'complicates']
['same_as', 'interacts_with', 'interacts_with', 'augments']
['same_as', 'location_of']
['same_as', 'associated_with', 'occurs_in', 'inhibits']
['same_as', 'diagnoses', 'complicates', 'stimulates']
['same_as', 'interacts_with', 'prevents', 'coexists_with']
['same_as', 'causes', 'produces', 'stimulates']
['same_as', 'diagnoses', 'causes', 'associated_with']
['same_as', 'part_of', 'occurs_in', 'occurs_in']
['same_as', 'stimulates', 'occurs_in', 'associated_with']
['same_as', 'affects', 'complicates', 'complicates']
['same_as', 'isa', 'stimulates', 'occurs_in']
['same_as', 'occurs_in', 'augments', 'causes']
['same_as', 'same_as', 'prevents', 'augments']
['same_as', 'diagnoses', 'occurs_in', 'stimulates']
['same_as', 'causes', 'isa', 'compared_with']
['same_as', 'produces', 'disrupts', 'stimulates']
['same_as', 'coexists_with', 'compared_with', 'causes']
['same_as', 'augments', 'stimulates', 'part_of']
['same_as', 'isa', 'stimulates', 'treats']
['same_as', 'part_of', 'interacts_with', 'complicates']
['same_as', 'occurs_in', 'coexists_with', 'same_as']
['same_as', 'occurs_in', 'same_as', 'same_as']
['same_as', 'augments', 'produces', 'produces']
['same_as', 'inhibits', 'causes', 'disrupts']
['same_as', 'occurs_in', 'inhibits', 'diagnoses']
['same_as', 'same_as', 'diagnoses', 'treats']
['same_as', 'treats', 'treats', 'same_as']
['same_as', 'occurs_in', 'coexists_with', 'occurs_in']
['same_as', 'inhibits', 'produces', 'treats']
['same_as', 'augments', 'interacts_with', 'affects']
['same_as', 'augments', 'disrupts', 'same_as']
['same_as', 'augments', 'compared_with', 'same_as']
['same_as', 'coexists_with', 'disrupts', 'isa']
['same_as']
['same_as', 'occurs_in', 'inhibits', 'associated_with']
['same_as', 'produces', 'occurs_in', 'part_of']
['same_as', 'treats', 'diagnoses', 'causes']
['same_as', 'location_of', 'part_of', 'inhibits']
['same_as', 'interacts_with', 'prevents', 'prevents']
['same_as', 'stimulates', 'occurs_in', 'disrupts']
['same_as', 'diagnoses', 'diagnoses', 'augments']
['same_as', 'compared_with', 'causes', 'interacts_with']
['same_as', 'treats', 'same_as', 'diagnoses']
['same_as', 'produces', 'isa', 'interacts_with']
['same_as', 'interacts_with', 'compared_with', 'same_as']
['same_as', 'diagnoses', 'produces', 'diagnoses']
['same_as', 'augments', 'complicates', 'augments']
['same_as', 'compared_with', 'isa', 'isa']
['same_as', 'associated_with', 'same_as']
['same_as', 'causes', 'produces', 'affects']
['same_as', 'isa', 'same_as', 'augments']
['same_as', 'compared_with', 'occurs_in', 'coexists_with']
['same_as', 'diagnoses', 'inhibits', 'same_as']
['same_as', 'produces', 'disrupts', 'associated_with']
['same_as', 'location_of', 'occurs_in', 'isa']
['same_as', 'associated_with', 'interacts_with', 'same_as']
['same_as', 'occurs_in', 'augments', 'augments']
['same_as', 'complicates', 'compared_with', 'same_as']
['same_as', 'part_of', 'affects', 'disrupts']
['same_as', 'disrupts', 'disrupts', 'compared_with']
['same_as', 'causes', 'coexists_with', 'produces']
['same_as', 'complicates', 'disrupts', 'augments']
['same_as', 'interacts_with', 'produces', 'affects']
['same_as', 'isa', 'compared_with', 'treats']
['same_as', 'inhibits', 'prevents', 'augments']
['same_as', 'occurs_in', 'occurs_in', 'disrupts']
['same_as', 'treats', 'disrupts', 'disrupts']
['same_as', 'disrupts', 'disrupts', 'same_as']
['same_as', 'stimulates', 'associated_with', 'inhibits']
['complicates', 'affects', 'disrupts', 'occurs_in']
['complicates', 'augments', 'same_as']
['complicates', 'stimulates', 'compared_with', 'compared_with']
['complicates', 'complicates', 'same_as', 'diagnoses']
['complicates', 'location_of', 'part_of', 'interacts_with']
['complicates', 'occurs_in', 'prevents', 'isa']
['complicates', 'prevents', 'occurs_in', 'treats']
['complicates', 'diagnoses']
['complicates', 'inhibits', 'same_as', 'treats']
['complicates', 'same_as', 'treats', 'interacts_with']
['complicates', 'same_as', 'interacts_with', 'diagnoses']
['complicates', 'causes', 'causes', 'inhibits']
['complicates', 'diagnoses', 'compared_with', 'inhibits']
['complicates', 'same_as', 'produces', 'same_as']
['complicates', 'inhibits', 'stimulates', 'same_as']
['complicates', 'disrupts', 'treats', 'part_of']
['complicates', 'same_as', 'associated_with', 'stimulates']
['complicates', 'occurs_in', 'part_of', 'augments']
['complicates', 'complicates', 'compared_with', 'part_of']
['complicates', 'coexists_with', 'produces', 'disrupts']
['complicates', 'treats', 'same_as', 'isa']
['complicates', 'diagnoses', 'augments', 'isa']
['complicates', 'causes', 'inhibits', 'location_of']
['complicates', 'causes', 'occurs_in', 'affects']
['complicates', 'coexists_with', 'location_of', 'produces']
['complicates', 'associated_with', 'produces', 'same_as']
['complicates', 'occurs_in', 'coexists_with', 'occurs_in']
['complicates', 'isa', 'complicates', 'interacts_with']
['complicates', 'complicates', 'isa', 'interacts_with']
['complicates', 'stimulates', 'associated_with', 'disrupts']
['complicates', 'prevents', 'occurs_in', 'part_of']
['complicates', 'interacts_with', 'prevents', 'isa']
['complicates', 'stimulates', 'produces', 'augments']
['complicates', 'treats', 'part_of', 'same_as']
['complicates', 'treats', 'augments', 'interacts_with']
['complicates', 'occurs_in', 'complicates', 'affects']
['complicates', 'causes', 'interacts_with', 'isa']
['complicates', 'compared_with', 'location_of', 'inhibits']
['complicates', 'interacts_with', 'prevents', 'disrupts']
['complicates', 'treats', 'occurs_in', 'compared_with']
['complicates', 'occurs_in', 'isa', 'treats']
['complicates', 'stimulates', 'inhibits', 'causes']
['complicates', 'augments', 'augments', 'compared_with']
['complicates', 'prevents', 'part_of', 'disrupts']
['complicates', 'interacts_with', 'disrupts', 'treats']
['complicates', 'occurs_in', 'disrupts', 'associated_with']
['complicates', 'stimulates', 'stimulates', 'compared_with']
['complicates', 'location_of', 'complicates', 'inhibits']
['complicates', 'prevents', 'isa', 'inhibits']
['complicates', 'augments', 'location_of', 'disrupts']
['complicates', 'treats', 'affects', 'occurs_in']
['complicates', 'part_of', 'augments', 'coexists_with']
['complicates', 'complicates', 'diagnoses', 'treats']
['complicates', 'coexists_with', 'treats', 'diagnoses']
['complicates', 'compared_with', 'isa', 'augments']
['complicates', 'interacts_with', 'occurs_in', 'produces']
['complicates', 'occurs_in', 'stimulates', 'interacts_with']
['complicates', 'diagnoses', 'coexists_with', 'prevents']
['complicates', 'inhibits', 'same_as', 'coexists_with']
['complicates', 'affects', 'causes', 'complicates']
['complicates', 'compared_with', 'occurs_in', 'augments']
['complicates', 'disrupts', 'disrupts', 'interacts_with']
['complicates', 'augments', 'complicates', 'disrupts']
['complicates', 'diagnoses', 'stimulates', 'compared_with']
['complicates', 'isa', 'associated_with', 'coexists_with']
['complicates', 'stimulates', 'same_as', 'part_of']
['complicates', 'produces', 'inhibits', 'produces']
['complicates', 'occurs_in']
['complicates', 'diagnoses', 'treats', 'interacts_with']
['complicates', 'treats', 'stimulates', 'interacts_with']
['complicates', 'isa', 'treats', 'stimulates']
['complicates', 'complicates', 'augments', 'occurs_in']
['complicates', 'isa', 'inhibits', 'stimulates']
['complicates', 'associated_with', 'affects', 'same_as']
['complicates', 'complicates', 'part_of', 'diagnoses']
['complicates', 'location_of', 'complicates', 'treats']
['complicates', 'same_as', 'inhibits', 'stimulates']
['complicates', 'interacts_with', 'compared_with', 'isa']
['complicates', 'augments', 'causes', 'location_of']
['complicates', 'treats']
['complicates', 'location_of', 'occurs_in', 'augments']
['complicates', 'treats', 'associated_with', 'coexists_with']
['complicates', 'location_of', 'isa', 'occurs_in']
['complicates', 'associated_with', 'treats', 'augments']
['complicates', 'occurs_in', 'complicates', 'complicates']
['complicates', 'compared_with', 'treats', 'prevents']
['complicates', 'produces', 'occurs_in', 'augments']
['complicates', 'stimulates', 'disrupts', 'prevents']
['complicates', 'coexists_with', 'disrupts', 'coexists_with']
['complicates', 'augments', 'diagnoses', 'augments']
['complicates', 'inhibits', 'coexists_with', 'isa']
['complicates', 'occurs_in', 'causes', 'interacts_with']
['complicates', 'associated_with', 'causes', 'complicates']
['complicates', 'disrupts', 'prevents']
['complicates', 'produces', 'affects', 'compared_with']
['complicates']
['complicates', 'occurs_in', 'occurs_in', 'prevents']
['prevents', 'occurs_in', 'affects', 'disrupts']
['prevents', 'complicates', 'occurs_in', 'interacts_with']
['prevents', 'location_of', 'stimulates', 'occurs_in']
['prevents', 'diagnoses', 'affects', 'prevents']
['prevents', 'stimulates', 'occurs_in', 'interacts_with']
['prevents', 'diagnoses', 'part_of', 'inhibits']
['prevents', 'compared_with', 'complicates', 'occurs_in']
['prevents', 'same_as', 'associated_with', 'interacts_with']
['prevents', 'stimulates', 'diagnoses', 'associated_with']
['prevents', 'interacts_with', 'inhibits', 'compared_with']
['prevents', 'treats']
['prevents', 'produces', 'location_of', 'prevents']
['prevents', 'treats', 'diagnoses', 'produces']
['prevents', 'augments', 'treats', 'produces']
['prevents', 'complicates', 'diagnoses', 'causes']
['prevents', 'associated_with', 'produces', 'isa']
['prevents', 'associated_with', 'location_of', 'augments']
['prevents', 'same_as', 'causes', 'treats']
['prevents', 'produces', 'complicates', 'associated_with']
['prevents', 'treats', 'stimulates', 'part_of']
['prevents', 'isa', 'stimulates', 'occurs_in']
['prevents', 'stimulates', 'treats', 'produces']
['prevents', 'same_as', 'interacts_with', 'treats']
['prevents', 'associated_with', 'diagnoses', 'interacts_with']
['prevents', 'occurs_in', 'interacts_with', 'inhibits']
['prevents', 'location_of', 'produces', 'treats']
['prevents', 'prevents', 'produces', 'diagnoses']
['prevents', 'same_as', 'location_of', 'prevents']
['prevents', 'produces', 'augments', 'inhibits']
['prevents', 'treats', 'diagnoses', 'same_as']
['prevents', 'produces', 'inhibits', 'location_of']
['prevents', 'augments', 'associated_with']
['prevents', 'causes', 'treats', 'complicates']
['prevents', 'interacts_with', 'compared_with', 'occurs_in']
['prevents', 'prevents', 'stimulates', 'part_of']
['prevents', 'disrupts', 'stimulates', 'produces']
['prevents', 'affects', 'occurs_in', 'prevents']
['prevents', 'coexists_with', 'treats', 'produces']
['prevents', 'diagnoses', 'stimulates', 'produces']
['prevents', 'part_of', 'part_of', 'augments']
['prevents', 'diagnoses', 'same_as', 'disrupts']
['prevents', 'disrupts', 'complicates', 'affects']
['prevents', 'diagnoses', 'complicates', 'disrupts']
['prevents', 'treats', 'disrupts', 'disrupts']
['prevents', 'isa', 'part_of', 'associated_with']
['prevents', 'affects', 'affects', 'disrupts']
['prevents', 'produces', 'complicates', 'complicates']
['prevents', 'interacts_with', 'occurs_in', 'treats']
['prevents', 'prevents', 'isa', 'complicates']
['prevents', 'interacts_with', 'diagnoses', 'part_of']
['prevents', 'diagnoses', 'inhibits', 'coexists_with']
['prevents', 'occurs_in', 'diagnoses', 'associated_with']
['prevents', 'part_of', 'produces', 'same_as']
['prevents', 'augments', 'produces', 'causes']
['prevents', 'affects', 'produces', 'disrupts']
['prevents', 'diagnoses', 'causes', 'augments']
['prevents', 'augments', 'diagnoses', 'stimulates']
['prevents', 'prevents', 'produces', 'produces']
['prevents', 'complicates', 'produces', 'diagnoses']
['prevents', 'causes', 'isa', 'interacts_with']
['prevents', 'disrupts', 'stimulates', 'part_of']
['prevents', 'same_as', 'same_as', 'augments']
['prevents', 'interacts_with', 'produces', 'isa']
['prevents', 'produces', 'part_of', 'causes']
['prevents', 'location_of', 'affects', 'interacts_with']
['prevents']
['prevents', 'same_as', 'stimulates', 'treats']
['prevents', 'interacts_with', 'interacts_with', 'same_as']
['prevents', 'coexists_with', 'causes', 'inhibits']
['prevents', 'same_as', 'coexists_with', 'complicates']
['prevents', 'produces', 'causes', 'treats']
['prevents', 'compared_with', 'interacts_with', 'disrupts']
['prevents', 'complicates', 'produces', 'disrupts']
['prevents', 'prevents', 'produces', 'inhibits']
['prevents', 'treats', 'same_as', 'location_of']
['prevents', 'interacts_with', 'coexists_with', 'associated_with']
['prevents', 'disrupts']
['prevents', 'affects', 'occurs_in', 'same_as']
['prevents', 'stimulates', 'affects']
['prevents', 'stimulates', 'same_as', 'stimulates']
['prevents', 'disrupts', 'interacts_with', 'interacts_with']
['prevents', 'compared_with', 'disrupts', 'inhibits']
['prevents', 'prevents', 'causes', 'occurs_in']
['prevents', 'disrupts', 'stimulates', 'disrupts']
['prevents', 'associated_with', 'disrupts', 'treats']
['prevents', 'associated_with', 'coexists_with', 'part_of']
['prevents', 'affects', 'compared_with', 'stimulates']
['prevents', 'occurs_in', 'affects', 'coexists_with']
['prevents', 'interacts_with', 'location_of', 'interacts_with']
['prevents', 'stimulates', 'associated_with', 'complicates']
['prevents', 'augments', 'diagnoses', 'isa']
['prevents', 'treats', 'interacts_with', 'affects']
['prevents', 'stimulates', 'compared_with', 'same_as']
['prevents', 'part_of', 'isa', 'interacts_with']
['prevents', 'associated_with', 'location_of', 'prevents']
['prevents', 'treats', 'augments', 'location_of']
['prevents', 'augments', 'occurs_in', 'disrupts']
['prevents', 'inhibits', 'stimulates', 'diagnoses']
['prevents', 'compared_with', 'associated_with', 'interacts_with']
['disrupts', 'causes', 'augments', 'coexists_with']
['disrupts', 'part_of', 'prevents', 'prevents']
['disrupts', 'compared_with', 'same_as', 'occurs_in']
['disrupts', 'occurs_in', 'location_of', 'causes']
['disrupts', 'occurs_in', 'causes', 'disrupts']
['disrupts', 'associated_with', 'augments', 'produces']
['disrupts', 'interacts_with', 'location_of', 'disrupts']
['disrupts', 'augments', 'same_as', 'treats']
['disrupts', 'same_as', 'interacts_with', 'produces']
['disrupts', 'causes', 'inhibits', 'diagnoses']
['disrupts', 'coexists_with', 'treats', 'complicates']
['disrupts', 'same_as', 'occurs_in', 'occurs_in']
['disrupts', 'produces', 'same_as', 'inhibits']
['disrupts', 'inhibits', 'augments', 'inhibits']
['disrupts', 'produces', 'same_as', 'compared_with']
['disrupts', 'augments']
['disrupts', 'augments', 'inhibits', 'produces']
['disrupts', 'produces', 'associated_with', 'affects']
['disrupts', 'prevents', 'occurs_in', 'treats']
['disrupts', 'part_of', 'stimulates', 'causes']
['disrupts', 'location_of', 'diagnoses', 'treats']
['disrupts']
['disrupts', 'produces', 'augments', 'disrupts']
['disrupts', 'complicates', 'same_as', 'produces']
['disrupts', 'occurs_in', 'prevents', 'interacts_with']
['disrupts', 'inhibits', 'isa', 'produces']
['disrupts', 'diagnoses', 'inhibits', 'stimulates']
['disrupts', 'associated_with', 'stimulates', 'occurs_in']
['disrupts', 'occurs_in', 'part_of', 'produces']
['disrupts', 'diagnoses', 'location_of', 'coexists_with']
['disrupts', 'produces', 'associated_with', 'causes']
['disrupts', 'complicates', 'prevents', 'complicates']
['disrupts', 'inhibits', 'diagnoses', 'same_as']
['disrupts', 'disrupts', 'causes', 'occurs_in']
['disrupts', 'location_of', 'prevents', 'causes']
['disrupts', 'causes', 'affects', 'coexists_with']
['disrupts', 'stimulates', 'associated_with', 'treats']
['disrupts', 'compared_with', 'interacts_with', 'prevents']
['disrupts', 'associated_with', 'associated_with', 'disrupts']
['disrupts', 'occurs_in', 'compared_with', 'affects']
['disrupts', 'occurs_in']
['disrupts', 'compared_with', 'compared_with', 'associated_with']
['disrupts', 'treats', 'inhibits', 'diagnoses']
['disrupts', 'affects', 'complicates', 'augments']
['disrupts', 'prevents', 'diagnoses', 'associated_with']
['disrupts', 'disrupts', 'diagnoses', 'compared_with']
['disrupts', 'location_of', 'produces', 'disrupts']
['disrupts', 'same_as', 'complicates', 'associated_with']
['disrupts', 'produces', 'affects', 'augments']
['disrupts', 'affects', 'treats', 'stimulates']
['disrupts', 'same_as', 'same_as', 'same_as']
['disrupts', 'interacts_with', 'causes', 'part_of']
['disrupts', 'produces', 'diagnoses', 'augments']
['disrupts', 'isa', 'compared_with', 'prevents']
['disrupts', 'location_of', 'produces', 'stimulates']
['disrupts', 'produces', 'augments', 'diagnoses']
['disrupts', 'diagnoses', 'treats', 'augments']
['disrupts', 'associated_with', 'inhibits', 'compared_with']
['disrupts', 'location_of', 'treats', 'same_as']
['disrupts', 'stimulates', 'complicates', 'prevents']
