['diagnoses', 'same_as', 'produces', 'inhibits']
['occurs_in', 'disrupts', 'treats', 'part_of']
['same_as']
['same_as', 'inhibits', 'treats', 'isa']
['same_as', 'compared_with', 'compared_with']
['same_as', 'diagnoses', 'associated_with', 'interacts_with']
['same_as', 'same_as', 'diagnoses', 'complicates']
['same_as', 'isa', 'same_as', 'interacts_with']
['same_as', 'coexists_with', 'produces', 'causes']
['same_as', 'prevents', 'diagnoses', 'coexists_with']
['same_as', 'complicates', 'coexists_with', 'complicates']
['same_as', 'inhibits', 'stimulates', 'produces']
['same_as', 'location_of', 'produces', 'coexists_with']
['same_as', 'occurs_in', 'affects']
['same_as', 'stimulates', 'compared_with', 'associated_with']
['same_as', 'part_of', 'coexists_with', 'coexists_with']
['same_as', 'compared_with', 'treats', 'interacts_with']
['same_as', 'prevents', 'augments', 'complicates']
['same_as', 'complicates', 'complicates', 'treats']
['same_as', 'causes']
['same_as', 'stimulates', 'causes', 'produces']
['same_as', 'complicates', 'inhibits', 'associated_with']
['same_as', 'causes', 'interacts_with', 'coexists_with']
['same_as', 'stimulates', 'produces', 'location_of']
['same_as', 'augments', 'prevents', 'inhibits']
['same_as', 'compared_with']
['same_as', 'disrupts', 'stimulates', 'disrupts']
['same_as', 'stimulates', 'diagnoses', 'stimulates']
['same_as', 'location_of', 'isa', 'interacts_with']
['same_as', 'inhibits']
['same_as', 'complicates', 'associated_with', 'location_of']
['same_as', 'augments', 'affects', 'location_of']
['same_as', 'same_as', 'affects', 'treats']
['same_as', 'location_of', 'part_of', 'associated_with']
['same_as', 'affects', 'disrupts', 'treats']
['same_as', 'same_as', 'associated_with', 'associated_with']
['same_as', 'affects', 'associated_with', 'occurs_in']
['same_as', 'part_of', 'disrupts', 'causes']
['same_as', 'diagnoses', 'disrupts', 'part_of']
['same_as', 'location_of', 'compared_with', 'occurs_in']
['same_as', 'prevents', 'interacts_with', 'produces']
['same_as', 'same_as', 'interacts_with', 'inhibits']
['same_as', 'associated_with', 'occurs_in', 'treats']
['same_as', 'associated_with']
['same_as', 'treats', 'causes', 'produces']
['same_as', 'location_of', 'same_as', 'compared_with']
['same_as', 'affects', 'associated_with', 'disrupts']
['same_as', 'treats', 'interacts_with', 'compared_with']
['same_as', 'associated_with', 'part_of', 'part_of']
['same_as', 'produces', 'isa', 'coexists_with']
['same_as', 'inhibits', 'stimulates', 'diagnoses']
['same_as', 'interacts_with', 'isa', 'part_of']
['same_as', 'part_of', 'inhibits', 'augments']
['same_as', 'augments', 'diagnoses', 'diagnoses']
['same_as', 'prevents', 'treats', 'associated_with']
['same_as', 'augments', 'isa', 'associated_with']
['same_as', 'same_as', 'compared_with', 'complicates']
['same_as', 'associated_with', 'part_of', 'interacts_with']
['same_as', 'part_of', 'associated_with', 'affects']
['same_as', 'prevents', 'part_of', 'interacts_with']
['same_as', 'disrupts', 'coexists_with', 'same_as']
['same_as', 'occurs_in', 'affects', 'treats']
['same_as', 'occurs_in', 'disrupts', 'disrupts']
['same_as', 'causes', 'disrupts', 'coexists_with']
['same_as', 'inhibits', 'stimulates', 'occurs_in']
['same_as', 'inhibits', 'disrupts', 'interacts_with']
['same_as', 'occurs_in']
['same_as', 'produces', 'isa', 'occurs_in']
['same_as', 'treats', 'stimulates', 'diagnoses']
['same_as', 'part_of', 'affects', 'inhibits']
['same_as', 'affects', 'inhibits', 'causes']
['same_as', 'causes', 'complicates', 'disrupts']
['same_as', 'augments', 'disrupts', 'interacts_with']
['same_as', 'isa', 'inhibits']
['same_as', 'treats', 'same_as', 'part_of']
['same_as', 'inhibits', 'stimulates', 'same_as']
['same_as', 'isa', 'causes', 'stimulates']
['same_as', 'associated_with', 'diagnoses', 'augments']
['same_as', 'treats']
['same_as', 'same_as', 'occurs_in', 'isa']
['same_as', 'causes', 'prevents', 'isa']
['same_as', 'prevents', 'treats', 'disrupts']
['same_as', 'coexists_with', 'location_of', 'produces']
['same_as', 'disrupts', 'occurs_in', 'complicates']
['same_as', 'occurs_in', 'inhibits', 'prevents']
['same_as', 'compared_with', 'coexists_with', 'causes']
['same_as', 'isa', 'complicates', 'stimulates']
['same_as', 'affects', 'occurs_in', 'same_as']
['same_as', 'same_as', 'part_of', 'treats']
['same_as', 'disrupts', 'inhibits', 'produces']
['same_as', 'stimulates', 'coexists_with', 'disrupts']
['same_as', 'treats', 'prevents', 'augments']
['same_as', 'causes', 'inhibits', 'prevents']
['same_as', 'treats', 'stimulates', 'produces']
['same_as', 'affects', 'stimulates', 'location_of']
['complicates', 'coexists_with', 'coexists_with', 'treats']
['complicates', 'affects', 'occurs_in', 'prevents']
['complicates', 'inhibits', 'associated_with', 'occurs_in']
['complicates', 'part_of', 'compared_with', 'inhibits']
['complicates', 'part_of', 'stimulates', 'treats']
['complicates', 'complicates', 'compared_with', 'produces']
['complicates', 'location_of', 'complicates', 'prevents']
['complicates', 'prevents', 'compared_with', 'associated_with']
['complicates', 'compared_with', 'complicates', 'prevents']
['complicates', 'compared_with', 'prevents', 'coexists_with']
['complicates', 'produces', 'affects', 'inhibits']
['complicates', 'causes']
['complicates', 'occurs_in', 'prevents', 'associated_with']
['complicates', 'occurs_in', 'affects', 'interacts_with']
['complicates', 'complicates', 'produces', 'location_of']
['complicates', 'diagnoses', 'augments', 'occurs_in']
['complicates', 'inhibits', 'produces', 'interacts_with']
['complicates', 'augments', 'produces', 'causes']
['complicates', 'occurs_in', 'compared_with', 'stimulates']
['complicates', 'part_of', 'interacts_with', 'same_as']
['complicates', 'causes', 'occurs_in', 'affects']
['complicates', 'diagnoses']
['complicates', 'interacts_with', 'affects', 'diagnoses']
['complicates', 'coexists_with', 'produces', 'diagnoses']
['complicates', 'isa', 'isa', 'interacts_with']
['complicates', 'compared_with', 'diagnoses']
['complicates', 'associated_with', 'occurs_in', 'coexists_with']
['complicates', 'inhibits', 'associated_with', 'complicates']
['complicates', 'occurs_in', 'affects', 'compared_with']
['complicates', 'coexists_with', 'disrupts', 'disrupts']
['complicates', 'isa']
['complicates', 'disrupts', 'same_as']
['complicates', 'produces', 'part_of', 'same_as']
['complicates', 'diagnoses', 'causes', 'interacts_with']
['complicates', 'location_of', 'disrupts', 'affects']
['complicates', 'coexists_with', 'complicates', 'location_of']
['complicates', 'diagnoses', 'isa', 'produces']
['complicates', 'occurs_in', 'prevents', 'complicates']
['complicates', 'complicates', 'treats', 'prevents']
['complicates', 'treats', 'location_of', 'prevents']
['complicates', 'disrupts', 'associated_with', 'part_of']
['complicates', 'diagnoses', 'produces', 'augments']
['complicates', 'disrupts', 'stimulates', 'causes']
['complicates', 'diagnoses', 'associated_with', 'isa']
['complicates', 'prevents', 'augments']
['complicates', 'affects', 'complicates', 'stimulates']
['complicates', 'same_as', 'affects', 'stimulates']
['complicates', 'prevents', 'augments', 'diagnoses']
['complicates', 'disrupts', 'produces', 'location_of']
['complicates', 'prevents', 'augments', 'produces']
['complicates', 'complicates', 'part_of', 'treats']
['complicates', 'augments', 'diagnoses', 'disrupts']
['complicates', 'coexists_with', 'inhibits', 'isa']
['complicates', 'stimulates', 'location_of', 'causes']
['complicates', 'location_of', 'treats', 'prevents']
['complicates', 'inhibits', 'associated_with', 'produces']
['complicates', 'prevents', 'location_of', 'diagnoses']
['complicates', 'stimulates', 'same_as', 'interacts_with']
['complicates', 'part_of', 'causes']
['complicates', 'location_of', 'associated_with', 'augments']
['complicates', 'diagnoses', 'associated_with', 'causes']
['complicates', 'occurs_in', 'inhibits', 'causes']
['complicates', 'diagnoses', 'isa', 'coexists_with']
['complicates', 'stimulates', 'isa', 'interacts_with']
['complicates']
['complicates', 'augments', 'prevents', 'complicates']
['complicates', 'diagnoses', 'occurs_in', 'location_of']
['complicates', 'causes', 'compared_with', 'interacts_with']
['complicates', 'augments', 'location_of', 'coexists_with']
['complicates', 'location_of', 'diagnoses', 'inhibits']
['complicates', 'compared_with', 'disrupts', 'stimulates']
['complicates', 'treats', 'affects', 'produces']
['complicates', 'isa', 'causes', 'isa']
['complicates', 'interacts_with', 'compared_with', 'causes']
['complicates', 'diagnoses', 'prevents', 'interacts_with']
['complicates', 'same_as', 'diagnoses', 'associated_with']
['complicates', 'diagnoses', 'occurs_in', 'disrupts']
['complicates', 'same_as', 'coexists_with', 'part_of']
['complicates', 'inhibits', 'associated_with', 'interacts_with']
['complicates', 'same_as', 'occurs_in', 'isa']
['complicates', 'location_of', 'location_of', 'prevents']
['complicates', 'location_of', 'complicates', 'affects']
['complicates', 'compared_with']
['complicates', 'same_as', 'produces', 'same_as']
['complicates', 'coexists_with', 'occurs_in', 'part_of']
['complicates', 'interacts_with', 'causes', 'augments']
['complicates', 'augments', 'complicates', 'diagnoses']
['complicates', 'augments', 'inhibits']
['complicates', 'affects', 'associated_with']
['prevents', 'interacts_with', 'interacts_with', 'prevents']
['prevents', 'location_of', 'same_as', 'affects']
['prevents', 'affects', 'same_as', 'isa']
['prevents', 'inhibits', 'produces', 'part_of']
['prevents', 'compared_with', 'same_as', 'compared_with']
['prevents', 'stimulates', 'prevents', 'occurs_in']
['prevents', 'isa', 'location_of', 'location_of']
['prevents', 'isa']
['prevents', 'prevents', 'disrupts', 'inhibits']
['prevents', 'augments', 'complicates']
['prevents', 'disrupts', 'part_of', 'prevents']
['prevents', 'inhibits', 'interacts_with', 'disrupts']
['prevents', 'occurs_in']
['prevents', 'interacts_with', 'interacts_with', 'complicates']
['prevents', 'produces', 'inhibits', 'location_of']
['prevents', 'affects', 'inhibits', 'stimulates']
['prevents', 'stimulates', 'compared_with', 'diagnoses']
['prevents', 'compared_with', 'treats', 'coexists_with']
['prevents', 'interacts_with', 'associated_with', 'same_as']
['prevents', 'stimulates', 'associated_with', 'affects']
['prevents', 'isa', 'part_of', 'complicates']
['prevents', 'interacts_with', 'disrupts', 'prevents']
['prevents', 'treats', 'occurs_in', 'prevents']
['prevents', 'complicates']
['prevents', 'associated_with', 'affects', 'diagnoses']
['prevents', 'diagnoses', 'part_of', 'prevents']
['prevents', 'part_of', 'location_of', 'disrupts']
['prevents', 'affects', 'part_of', 'same_as']
['prevents', 'produces', 'stimulates', 'diagnoses']
['prevents', 'diagnoses', 'occurs_in', 'same_as']
['prevents', 'isa', 'isa']
['prevents', 'occurs_in', 'part_of', 'occurs_in']
['prevents', 'interacts_with']
['prevents', 'interacts_with', 'occurs_in', 'diagnoses']
['prevents', 'compared_with', 'same_as', 'disrupts']
['prevents', 'stimulates', 'isa', 'coexists_with']
['prevents', 'inhibits', 'associated_with', 'inhibits']
['prevents', 'coexists_with', 'interacts_with', 'same_as']
['prevents', 'associated_with', 'augments', 'causes']
['prevents', 'compared_with', 'disrupts', 'prevents']
['prevents', 'augments', 'diagnoses', 'stimulates']
['prevents', 'associated_with']
['prevents', 'prevents', 'causes', 'compared_with']
['prevents', 'location_of', 'compared_with', 'disrupts']
['prevents']
['prevents', 'occurs_in', 'coexists_with', 'augments']
['prevents', 'occurs_in', 'coexists_with', 'produces']
['prevents', 'compared_with']
['prevents', 'stimulates', 'coexists_with', 'same_as']
['prevents', 'occurs_in', 'complicates']
['prevents', 'produces', 'complicates', 'prevents']
['prevents', 'causes', 'associated_with', 'prevents']
['prevents', 'coexists_with', 'disrupts', 'coexists_with']
['prevents', 'disrupts', 'compared_with', 'produces']
['prevents', 'associated_with', 'causes', 'part_of']
['prevents', 'prevents', 'compared_with', 'interacts_with']
['prevents', 'stimulates', 'associated_with', 'interacts_with']
['prevents', 'location_of', 'isa', 'inhibits']
['prevents', 'causes', 'augments', 'compared_with']
['prevents', 'same_as', 'same_as', 'compared_with']
['prevents', 'part_of', 'affects', 'occurs_in']
['prevents', 'location_of', 'prevents', 'produces']
['prevents', 'interacts_with', 'same_as', 'associated_with']
['prevents', 'inhibits', 'prevents', 'produces']
['prevents', 'part_of', 'augments', 'augments']
['prevents', 'prevents', 'diagnoses', 'treats']
['prevents', 'interacts_with', 'stimulates', 'occurs_in']
['prevents', 'causes', 'inhibits', 'complicates']
['prevents', 'location_of']
['prevents', 'part_of', 'stimulates', 'disrupts']
['prevents', 'inhibits', 'interacts_with', 'diagnoses']
['prevents', 'inhibits', 'inhibits']
['prevents', 'disrupts', 'occurs_in', 'causes']
['prevents', 'prevents', 'diagnoses', 'location_of']
['prevents', 'complicates', 'produces', 'prevents']
['prevents', 'augments', 'isa', 'inhibits']
['prevents', 'produces', 'augments', 'augments']
['prevents', 'complicates', 'causes', 'stimulates']
['prevents', 'diagnoses', 'location_of', 'prevents']
['prevents', 'prevents', 'part_of', 'coexists_with']
['prevents', 'affects', 'part_of', 'location_of']
['prevents', 'part_of', 'coexists_with', 'inhibits']
['prevents', 'associated_with', 'associated_with', 'causes']
['prevents', 'stimulates', 'interacts_with', 'interacts_with']
['prevents', 'occurs_in', 'interacts_with', 'diagnoses']
['prevents', 'produces', 'interacts_with', 'disrupts']
['prevents', 'compared_with', 'compared_with', 'interacts_with']
['prevents', 'augments', 'location_of', 'complicates']
['prevents', 'treats', 'produces', 'stimulates']
['prevents', 'coexists_with', 'affects', 'diagnoses']
['prevents', 'compared_with', 'complicates', 'interacts_with']
['prevents', 'prevents', 'interacts_with', 'produces']
['prevents', 'compared_with', 'location_of', 'disrupts']
['prevents', 'diagnoses', 'interacts_with', 'affects']
['prevents', 'part_of']
['prevents', 'isa', 'complicates', 'affects']
['prevents', 'produces', 'affects', 'diagnoses']
['prevents', 'diagnoses', 'stimulates', 'same_as']
['prevents', 'treats', 'isa', 'produces']
['disrupts', 'isa', 'diagnoses', 'location_of']
['disrupts', 'diagnoses', 'prevents', 'stimulates']
['disrupts', 'diagnoses', 'same_as', 'interacts_with']
['disrupts', 'affects', 'interacts_with', 'associated_with']
['disrupts', 'affects', 'causes', 'diagnoses']
['disrupts', 'isa', 'complicates', 'compared_with']
['disrupts', 'coexists_with', 'treats', 'prevents']
['disrupts', 'part_of', 'augments', 'complicates']
['disrupts', 'treats', 'prevents', 'associated_with']
['disrupts', 'inhibits', 'inhibits', 'complicates']
['disrupts', 'inhibits', 'compared_with', 'inhibits']
['disrupts', 'compared_with', 'treats', 'associated_with']
['disrupts', 'location_of', 'location_of', 'produces']
['disrupts', 'same_as', 'part_of', 'disrupts']
['disrupts', 'prevents', 'compared_with', 'interacts_with']
['disrupts', 'treats', 'affects', 'stimulates']
['disrupts', 'affects', 'part_of', 'causes']
['disrupts', 'augments', 'affects', 'prevents']
['disrupts', 'location_of', 'prevents', 'complicates']
['disrupts', 'isa', 'complicates']
['disrupts', 'treats', 'prevents', 'interacts_with']
['disrupts', 'coexists_with', 'coexists_with', 'complicates']
['disrupts', 'disrupts', 'disrupts', 'associated_with']
['disrupts', 'coexists_with', 'augments']
['disrupts', 'interacts_with', 'coexists_with', 'isa']
['disrupts', 'diagnoses', 'interacts_with', 'treats']
['disrupts', 'augments', 'interacts_with', 'disrupts']
['disrupts', 'prevents', 'location_of', 'disrupts']
['disrupts', 'diagnoses', 'disrupts', 'prevents']
['disrupts', 'inhibits', 'disrupts', 'isa']
['disrupts', 'associated_with']
['disrupts', 'produces', 'prevents']
['disrupts', 'compared_with', 'isa', 'disrupts']
['disrupts', 'compared_with', 'location_of', 'produces']
['disrupts', 'disrupts', 'disrupts', 'treats']
['disrupts', 'coexists_with', 'complicates', 'treats']
['disrupts', 'treats', 'disrupts', 'coexists_with']
['disrupts', 'part_of', 'causes', 'part_of']
['disrupts', 'isa', 'treats', 'produces']
['disrupts', 'prevents', 'compared_with', 'isa']
['disrupts', 'produces', 'inhibits', 'complicates']
['disrupts', 'treats', 'augments']
['disrupts', 'produces', 'diagnoses', 'associated_with']
['disrupts', 'affects', 'diagnoses', 'treats']
['disrupts', 'prevents', 'compared_with', 'location_of']
['disrupts', 'location_of', 'associated_with', 'interacts_with']
['disrupts', 'stimulates', 'location_of', 'inhibits']
['disrupts', 'interacts_with', 'compared_with', 'produces']
['disrupts', 'coexists_with', 'causes', 'part_of']
['disrupts', 'coexists_with', 'prevents', 'part_of']
['disrupts', 'inhibits', 'interacts_with', 'diagnoses']
['disrupts', 'location_of', 'complicates', 'coexists_with']
['disrupts', 'affects', 'produces', 'inhibits']
['disrupts', 'produces']
['disrupts', 'isa']
['disrupts', 'isa', 'associated_with', 'disrupts']
['disrupts', 'location_of', 'compared_with', 'same_as']
['disrupts', 'associated_with', 'produces', 'disrupts']
['disrupts', 'prevents', 'complicates', 'occurs_in']
['disrupts', 'occurs_in']
['disrupts', 'causes']
['disrupts', 'isa', 'stimulates', 'part_of']
['disrupts', 'same_as', 'prevents', 'causes']
['disrupts', 'associated_with', 'isa', 'diagnoses']
['disrupts', 'causes', 'isa', 'stimulates']
['disrupts', 'associated_with', 'prevents', 'treats']
['disrupts', 'prevents', 'isa', 'inhibits']
['disrupts', 'interacts_with', 'part_of', 'treats']
['disrupts', 'treats', 'diagnoses', 'part_of']
['disrupts', 'treats', 'complicates', 'prevents']
['disrupts', 'inhibits', 'prevents', 'part_of']
['disrupts']
['disrupts', 'same_as']
['disrupts', 'causes', 'diagnoses', 'diagnoses']
['disrupts', 'augments', 'isa', 'produces']
['disrupts', 'diagnoses', 'associated_with', 'occurs_in']
['disrupts', 'inhibits', 'stimulates', 'compared_with']
['disrupts', 'prevents', 'stimulates', 'part_of']
['disrupts', 'prevents', 'part_of', 'coexists_with']
['disrupts', 'diagnoses', 'inhibits', 'disrupts']
['disrupts', 'occurs_in', 'location_of', 'part_of']
['disrupts', 'coexists_with', 'part_of', 'inhibits']
['disrupts', 'treats', 'prevents', 'disrupts']
['disrupts', 'stimulates', 'diagnoses', 'coexists_with']
['disrupts', 'occurs_in', 'coexists_with', 'same_as']
['disrupts', 'prevents', 'occurs_in', 'complicates']
['disrupts', 'coexists_with', 'disrupts', 'coexists_with']
['disrupts', 'augments', 'same_as', 'treats']
['disrupts', 'compared_with']
['disrupts', 'associated_with', 'prevents', 'prevents']
['disrupts', 'coexists_with', 'occurs_in', 'inhibits']
['disrupts', 'interacts_with', 'augments', 'occurs_in']
['disrupts', 'augments', 'interacts_with', 'associated_with']
['produces', 'treats', 'interacts_with', 'disrupts']
['produces', 'location_of', 'inhibits', 'prevents']
