['diagnoses', 'treats', 'isa', 'affects']
['occurs_in', 'compared_with', 'produces', 'stimulates']
['occurs_in', 'occurs_in', 'causes', 'treats']
['occurs_in', 'disrupts', 'associated_with', 'associated_with']
['occurs_in', 'produces', 'occurs_in', 'augments']
['occurs_in', 'stimulates', 'associated_with', 'disrupts']
['occurs_in', 'prevents']
['occurs_in', 'diagnoses', 'stimulates', 'part_of']
['occurs_in', 'same_as', 'interacts_with', 'augments']
['occurs_in', 'diagnoses', 'treats', 'causes']
['occurs_in', 'affects', 'causes', 'prevents']
['occurs_in', 'isa', 'coexists_with', 'part_of']
['occurs_in', 'stimulates', 'causes', 'causes']
['occurs_in', 'interacts_with', 'same_as', 'inhibits']
['occurs_in', 'compared_with', 'disrupts', 'causes']
['occurs_in', 'isa', 'isa', 'produces']
['occurs_in', 'causes', 'affects', 'same_as']
['occurs_in', 'isa', 'causes', 'causes']
['occurs_in', 'stimulates', 'produces', 'interacts_with']
['occurs_in', 'compared_with', 'treats', 'stimulates']
['occurs_in', 'inhibits', 'treats', 'complicates']
['occurs_in', 'isa', 'diagnoses', 'part_of']
['occurs_in', 'produces', 'coexists_with', 'stimulates']
['occurs_in', 'part_of', 'part_of', 'stimulates']
['occurs_in', 'treats', 'disrupts', 'occurs_in']
['occurs_in', 'coexists_with', 'coexists_with', 'stimulates']
['occurs_in', 'treats', 'occurs_in', 'location_of']
['occurs_in', 'stimulates', 'prevents', 'prevents']
['occurs_in', 'produces', 'location_of', 'part_of']
['occurs_in', 'augments', 'occurs_in', 'complicates']
['occurs_in', 'stimulates', 'augments', 'causes']
['occurs_in', 'stimulates', 'stimulates', 'causes']
['occurs_in', 'isa', 'compared_with', 'occurs_in']
['occurs_in', 'stimulates', 'complicates', 'interacts_with']
['occurs_in', 'treats', 'isa', 'produces']
['occurs_in', 'associated_with', 'coexists_with', 'compared_with']
['occurs_in', 'same_as', 'isa', 'interacts_with']
['occurs_in', 'augments', 'complicates', 'prevents']
['occurs_in', 'produces', 'treats', 'coexists_with']
['occurs_in', 'compared_with', 'augments', 'stimulates']
['occurs_in', 'disrupts', 'location_of', 'associated_with']
['occurs_in', 'interacts_with', 'compared_with', 'produces']
['occurs_in', 'causes', 'occurs_in', 'part_of']
['occurs_in', 'compared_with', 'causes', 'part_of']
['occurs_in', 'causes', 'causes', 'compared_with']
['occurs_in', 'occurs_in', 'causes', 'disrupts']
['occurs_in']
['occurs_in', 'prevents', 'isa', 'coexists_with']
['occurs_in', 'diagnoses', 'stimulates', 'occurs_in']
['occurs_in', 'prevents', 'augments']
['occurs_in', 'disrupts', 'complicates']
['occurs_in', 'causes', 'produces', 'coexists_with']
['occurs_in', 'isa', 'stimulates', 'location_of']
['occurs_in', 'affects', 'stimulates', 'augments']
['occurs_in', 'affects', 'coexists_with', 'part_of']
['occurs_in', 'same_as', 'stimulates', 'coexists_with']
['occurs_in', 'isa', 'treats', 'compared_with']
['occurs_in', 'same_as', 'disrupts', 'inhibits']
['occurs_in', 'augments', 'prevents', 'interacts_with']
['occurs_in', 'affects', 'produces', 'prevents']
['occurs_in', 'location_of', 'associated_with', 'part_of']
['occurs_in', 'interacts_with', 'stimulates', 'causes']
['occurs_in', 'treats', 'same_as', 'interacts_with']
['occurs_in', 'same_as', 'causes', 'produces']
['occurs_in', 'occurs_in', 'causes', 'occurs_in']
['occurs_in', 'diagnoses', 'complicates', 'complicates']
['same_as', 'occurs_in', 'same_as', 'same_as']
['same_as', 'augments', 'produces', 'produces']
['same_as', 'stimulates', 'associated_with', 'inhibits']
['same_as']
['same_as', 'prevents', 'part_of', 'augments']
['same_as', 'associated_with', 'same_as', 'coexists_with']
['same_as', 'interacts_with', 'disrupts', 'same_as']
['same_as', 'interacts_with', 'treats', 'prevents']
['same_as', 'prevents', 'affects', 'treats']
['same_as', 'treats', 'disrupts', 'disrupts']
['same_as', 'disrupts', 'disrupts', 'same_as']
['same_as', 'associated_with', 'occurs_in', 'inhibits']
['same_as', 'location_of', 'complicates', 'augments']
['same_as', 'isa', 'causes', 'location_of']
['same_as', 'stimulates', 'disrupts', 'associated_with']
['same_as', 'augments', 'compared_with', 'coexists_with']
['same_as', 'diagnoses', 'stimulates', 'same_as']
['same_as', 'diagnoses', 'causes', 'associated_with']
['same_as', 'prevents', 'interacts_with', 'coexists_with']
['same_as', 'interacts_with', 'prevents', 'complicates']
['same_as', 'produces', 'occurs_in', 'part_of']
['same_as', 'interacts_with', 'compared_with', 'diagnoses']
['same_as', 'causes', 'interacts_with', 'same_as']
['same_as', 'produces', 'isa', 'interacts_with']
['same_as', 'coexists_with', 'disrupts', 'isa']
['same_as', 'treats', 'part_of', 'produces']
['same_as', 'compared_with', 'isa', 'isa']
['same_as', 'stimulates', 'causes', 'stimulates']
['same_as', 'isa', 'same_as', 'augments']
['same_as', 'same_as', 'prevents', 'augments']
['same_as', 'location_of', 'occurs_in', 'isa']
['same_as', 'prevents', 'treats', 'prevents']
['same_as', 'complicates', 'compared_with', 'same_as']
['same_as', 'interacts_with', 'prevents', 'prevents']
['same_as', 'part_of', 'affects', 'disrupts']
['same_as', 'stimulates', 'occurs_in', 'disrupts']
['same_as', 'coexists_with', 'affects', 'coexists_with']
['same_as', 'augments', 'interacts_with', 'affects']
['same_as', 'diagnoses', 'occurs_in', 'stimulates']
['same_as', 'causes', 'isa', 'compared_with']
['same_as', 'diagnoses', 'inhibits', 'same_as']
['same_as', 'isa', 'stimulates', 'treats']
['same_as', 'inhibits', 'prevents', 'augments']
['same_as', 'occurs_in', 'coexists_with', 'same_as']
['same_as', 'occurs_in', 'coexists_with', 'stimulates']
['same_as', 'diagnoses', 'augments', 'disrupts']
['same_as', 'prevents', 'same_as']
['same_as', 'location_of']
['same_as', 'occurs_in', 'inhibits', 'associated_with']
['same_as', 'interacts_with', 'prevents', 'coexists_with']
['same_as', 'part_of', 'interacts_with', 'complicates']
['same_as', 'disrupts', 'coexists_with', 'isa']
['same_as', 'causes', 'occurs_in', 'occurs_in']
['same_as', 'coexists_with', 'diagnoses', 'treats']
['same_as', 'coexists_with', 'compared_with', 'causes']
['same_as', 'interacts_with', 'coexists_with', 'diagnoses']
['same_as', 'treats', 'treats', 'same_as']
['same_as', 'coexists_with', 'causes', 'interacts_with']
['same_as', 'produces', 'treats', 'associated_with']
['same_as', 'isa', 'prevents', 'occurs_in']
['same_as', 'isa', 'interacts_with', 'coexists_with']
['same_as', 'prevents', 'coexists_with', 'part_of']
['same_as', 'coexists_with', 'part_of', 'diagnoses']
['same_as', 'location_of', 'produces', 'diagnoses']
['same_as', 'treats', 'coexists_with', 'disrupts']
['same_as', 'diagnoses', 'complicates', 'stimulates']
['same_as', 'disrupts', 'complicates', 'complicates']
['same_as', 'causes', 'affects', 'treats']
['same_as', 'complicates', 'part_of', 'treats']
['same_as', 'disrupts', 'interacts_with', 'complicates']
['same_as', 'location_of', 'part_of', 'inhibits']
['same_as', 'isa', 'augments', 'isa']
['same_as', 'produces', 'location_of', 'treats']
['same_as', 'location_of', 'interacts_with', 'prevents']
['same_as', 'produces', 'causes', 'disrupts']
['same_as', 'treats', 'same_as', 'diagnoses']
['same_as', 'interacts_with', 'compared_with', 'same_as']
['same_as', 'isa', 'stimulates', 'occurs_in']
['same_as', 'causes', 'produces', 'affects']
['same_as', 'causes', 'coexists_with', 'produces']
['same_as', 'isa', 'causes', 'causes']
['same_as', 'augments', 'stimulates', 'part_of']
['same_as', 'causes', 'produces', 'stimulates']
['same_as', 'stimulates', 'produces', 'treats']
['same_as', 'disrupts', 'disrupts', 'compared_with']
['same_as', 'stimulates', 'treats', 'prevents']
['same_as', 'affects', 'prevents', 'same_as']
['same_as', 'complicates', 'disrupts', 'augments']
['same_as', 'associated_with', 'same_as', 'causes']
['same_as', 'treats']
['same_as', 'interacts_with', 'produces', 'affects']
['same_as', 'treats', 'causes', 'causes']
['same_as', 'produces', 'disrupts', 'stimulates']
['same_as', 'produces', 'disrupts', 'associated_with']
['same_as', 'isa', 'compared_with', 'treats']
['same_as', 'diagnoses', 'occurs_in', 'disrupts']
['same_as', 'occurs_in', 'augments', 'augments']
['same_as', 'occurs_in', 'stimulates', 'causes']
['same_as', 'stimulates', 'augments', 'associated_with']
['complicates', 'affects', 'disrupts', 'occurs_in']
['complicates', 'interacts_with', 'prevents', 'isa']
['complicates', 'location_of', 'part_of', 'interacts_with']
['complicates', 'causes', 'causes', 'inhibits']
['complicates', 'disrupts', 'isa', 'part_of']
['complicates', 'interacts_with', 'disrupts', 'treats']
['complicates', 'occurs_in', 'disrupts', 'associated_with']
['complicates', 'associated_with', 'produces', 'same_as']
['complicates', 'same_as', 'treats', 'interacts_with']
['complicates', 'interacts_with', 'prevents', 'disrupts']
['complicates', 'coexists_with', 'produces', 'disrupts']
['complicates', 'interacts_with', 'occurs_in', 'isa']
['complicates', 'disrupts', 'prevents']
['complicates', 'affects', 'causes', 'complicates']
['complicates', 'prevents', 'part_of', 'disrupts']
['complicates', 'disrupts', 'disrupts', 'interacts_with']
['complicates', 'isa']
['complicates', 'same_as', 'produces', 'same_as']
['complicates', 'diagnoses', 'stimulates', 'compared_with']
['complicates', 'causes', 'diagnoses', 'affects']
['complicates', 'compared_with', 'stimulates', 'augments']
['complicates', 'causes', 'associated_with', 'coexists_with']
['complicates', 'treats', 'part_of', 'same_as']
['complicates', 'occurs_in', 'complicates', 'complicates']
['complicates', 'part_of', 'causes', 'coexists_with']
['complicates', 'prevents', 'stimulates', 'coexists_with']
['complicates', 'occurs_in', 'coexists_with', 'occurs_in']
['complicates', 'location_of', 'diagnoses', 'coexists_with']
['complicates', 'disrupts', 'location_of', 'coexists_with']
['complicates', 'isa', 'inhibits', 'stimulates']
['complicates', 'inhibits', 'same_as', 'coexists_with']
['complicates', 'diagnoses', 'treats', 'interacts_with']
['complicates', 'complicates', 'part_of', 'diagnoses']
['complicates', 'location_of', 'complicates', 'treats']
['complicates', 'isa', 'complicates', 'interacts_with']
['complicates', 'complicates', 'isa', 'interacts_with']
['complicates', 'prevents', 'prevents', 'isa']
['complicates', 'interacts_with', 'compared_with', 'isa']
['complicates', 'causes', 'interacts_with', 'isa']
['complicates', 'complicates', 'augments', 'occurs_in']
['complicates', 'compared_with', 'treats', 'prevents']
['complicates', 'prevents', 'location_of', 'inhibits']
['complicates', 'coexists_with', 'treats', 'diagnoses']
['complicates', 'same_as', 'interacts_with', 'diagnoses']
['complicates', 'causes']
['complicates', 'treats', 'augments', 'interacts_with']
['complicates', 'stimulates', 'produces', 'coexists_with']
['complicates', 'location_of', 'complicates', 'inhibits']
['complicates', 'augments', 'location_of', 'disrupts']
['complicates', 'prevents', 'occurs_in', 'part_of']
['complicates', 'causes', 'coexists_with', 'prevents']
['complicates', 'augments', 'same_as']
['complicates', 'coexists_with', 'causes', 'complicates']
['complicates', 'augments', 'augments', 'compared_with']
['complicates', 'coexists_with', 'part_of', 'complicates']
['complicates', 'location_of', 'isa', 'augments']
['complicates', 'augments', 'coexists_with', 'disrupts']
['complicates', 'stimulates', 'disrupts', 'prevents']
['complicates', 'isa', 'coexists_with', 'stimulates']
['complicates']
['complicates', 'interacts_with', 'isa', 'treats']
['complicates', 'occurs_in', 'stimulates', 'interacts_with']
['complicates', 'compared_with', 'isa', 'coexists_with']
['complicates', 'complicates', 'diagnoses', 'treats']
['complicates', 'isa', 'associated_with', 'coexists_with']
['complicates', 'stimulates', 'part_of', 'causes']
['complicates', 'complicates', 'compared_with', 'part_of']
['complicates', 'occurs_in', 'complicates', 'affects']
['complicates', 'stimulates', 'same_as', 'causes']
['complicates', 'treats', 'occurs_in', 'compared_with']
['complicates', 'inhibits', 'stimulates', 'same_as']
['complicates', 'produces', 'location_of', 'augments']
['complicates', 'treats', 'same_as', 'isa']
['complicates', 'stimulates', 'same_as', 'disrupts']
['complicates', 'produces', 'affects', 'compared_with']
['complicates', 'associated_with', 'affects', 'same_as']
['complicates', 'diagnoses', 'augments', 'isa']
['complicates', 'diagnoses']
['complicates', 'stimulates', 'compared_with', 'stimulates']
['complicates', 'coexists_with', 'stimulates', 'interacts_with']
['complicates', 'augments', 'causes', 'location_of']
['complicates', 'treats', 'affects', 'occurs_in']
['complicates', 'stimulates', 'stimulates', 'coexists_with']
['complicates', 'complicates', 'same_as', 'diagnoses']
['complicates', 'same_as', 'same_as', 'coexists_with']
['complicates', 'location_of', 'isa', 'occurs_in']
['complicates', 'disrupts', 'coexists_with', 'prevents']
['complicates', 'location_of', 'inhibits', 'stimulates']
['complicates', 'coexists_with', 'location_of', 'produces']
['complicates', 'occurs_in', 'causes', 'interacts_with']
['complicates', 'inhibits', 'coexists_with', 'isa']
['complicates', 'location_of', 'occurs_in', 'augments']
['complicates', 'diagnoses', 'compared_with', 'inhibits']
['complicates', 'stimulates', 'stimulates', 'compared_with']
['complicates', 'occurs_in', 'occurs_in', 'prevents']
['complicates', 'prevents', 'isa', 'inhibits']
['complicates', 'coexists_with', 'disrupts', 'coexists_with']
['prevents', 'associated_with', 'produces', 'isa']
['prevents', 'affects', 'affects', 'stimulates']
['prevents', 'produces', 'location_of', 'prevents']
['prevents', 'disrupts', 'stimulates', 'part_of']
['prevents', 'causes', 'treats', 'complicates']
['prevents', 'diagnoses', 'inhibits', 'coexists_with']
['prevents', 'location_of', 'stimulates', 'occurs_in']
['prevents', 'part_of', 'produces', 'same_as']
['prevents', 'augments', 'produces', 'causes']
['prevents', 'same_as', 'same_as', 'stimulates']
['prevents', 'affects', 'occurs_in', 'prevents']
['prevents', 'interacts_with', 'inhibits', 'compared_with']
['prevents', 'prevents', 'produces', 'prevents']
['prevents', 'associated_with', 'coexists_with', 'coexists_with']
['prevents', 'location_of', 'produces', 'causes']
['prevents', 'treats']
['prevents', 'treats', 'stimulates', 'part_of']
['prevents', 'interacts_with', 'produces', 'isa']
['prevents', 'coexists_with', 'location_of', 'augments']
['prevents', 'coexists_with', 'prevents', 'produces']
['prevents', 'stimulates', 'compared_with', 'interacts_with']
['prevents', 'interacts_with', 'compared_with', 'occurs_in']
['prevents', 'same_as', 'location_of', 'prevents']
['prevents', 'stimulates', 'interacts_with', 'affects']
['prevents', 'stimulates', 'treats', 'produces']
['prevents', 'augments', 'diagnoses', 'isa']
['prevents', 'same_as', 'interacts_with', 'treats']
['prevents', 'prevents', 'produces', 'inhibits']
['prevents', 'prevents', 'causes', 'occurs_in']
['prevents', 'associated_with', 'disrupts', 'isa']
['prevents', 'causes', 'isa', 'interacts_with']
['prevents', 'disrupts', 'stimulates', 'disrupts']
['prevents', 'same_as', 'location_of', 'stimulates']
['prevents']
['prevents', 'treats', 'affects', 'location_of']
['prevents', 'part_of', 'isa', 'disrupts']
['prevents', 'disrupts', 'coexists_with', 'associated_with']
['prevents', 'inhibits', 'stimulates', 'diagnoses']
['prevents', 'compared_with', 'disrupts', 'inhibits']
['prevents', 'treats', 'diagnoses', 'same_as']
['prevents', 'complicates', 'diagnoses', 'causes']
['prevents', 'stimulates', 'produces', 'disrupts']
['prevents', 'same_as', 'coexists_with', 'complicates']
['prevents', 'interacts_with', 'diagnoses', 'part_of']
['prevents', 'diagnoses', 'causes', 'augments']
['prevents', 'same_as', 'causes', 'treats']
['prevents', 'augments', 'diagnoses', 'stimulates']
['prevents', 'diagnoses', 'part_of', 'inhibits']
['prevents', 'stimulates', 'diagnoses', 'associated_with']
['prevents', 'disrupts', 'complicates', 'affects']
['prevents', 'diagnoses', 'complicates', 'disrupts']
['prevents', 'isa', 'part_of', 'associated_with']
['prevents', 'interacts_with', 'disrupts', 'same_as']
['prevents', 'produces', 'complicates', 'causes']
['prevents', 'coexists_with', 'interacts_with', 'disrupts']
['prevents', 'prevents', 'stimulates', 'location_of']
['prevents', 'stimulates', 'same_as', 'stimulates']
['prevents', 'coexists_with', 'affects', 'interacts_with']
['prevents', 'stimulates', 'diagnoses', 'produces']
['prevents', 'complicates', 'complicates', 'interacts_with']
['prevents', 'disrupts']
['prevents', 'diagnoses', 'affects', 'prevents']
['prevents', 'interacts_with', 'occurs_in', 'treats']
['prevents', 'complicates', 'produces', 'diagnoses']
['prevents', 'causes', 'complicates', 'occurs_in']
['prevents', 'occurs_in', 'interacts_with', 'inhibits']
['prevents', 'produces', 'isa', 'location_of']
['prevents', 'produces', 'part_of', 'causes']
['prevents', 'same_as', 'associated_with']
['prevents', 'affects', 'isa', 'disrupts']
['prevents', 'same_as', 'stimulates', 'treats']
['prevents', 'complicates', 'diagnoses', 'associated_with']
['prevents', 'produces', 'causes', 'treats']
['prevents', 'complicates', 'produces', 'disrupts']
['prevents', 'prevents', 'produces', 'coexists_with']
['prevents', 'disrupts', 'interacts_with', 'disrupts']
['prevents', 'treats', 'same_as', 'location_of']
['prevents', 'disrupts', 'stimulates', 'coexists_with']
['prevents', 'isa', 'stimulates', 'stimulates']
['prevents', 'stimulates', 'affects']
['prevents', 'occurs_in', 'prevents', 'disrupts']
['prevents', 'affects', 'stimulates', 'same_as']
['prevents', 'coexists_with', 'causes', 'inhibits']
['prevents', 'treats', 'disrupts', 'disrupts']
['prevents', 'associated_with', 'diagnoses', 'interacts_with']
['prevents', 'causes', 'stimulates', 'produces']
['prevents', 'affects', 'compared_with', 'stimulates']
['prevents', 'augments', 'treats', 'disrupts']
['prevents', 'produces', 'augments', 'inhibits']
['prevents', 'occurs_in', 'affects', 'coexists_with']
['prevents', 'interacts_with', 'location_of', 'interacts_with']
['prevents', 'prevents', 'isa', 'complicates']
['prevents', 'part_of', 'part_of', 'augments']
['prevents', 'stimulates', 'associated_with', 'complicates']
['prevents', 'diagnoses', 'same_as', 'disrupts']
['prevents', 'stimulates', 'compared_with', 'same_as']
['prevents', 'associated_with', 'location_of', 'prevents']
['prevents', 'compared_with', 'associated_with', 'interacts_with']
['disrupts', 'location_of', 'produces', 'stimulates']
['disrupts', 'same_as', 'complicates', 'associated_with']
['disrupts', 'affects', 'same_as', 'occurs_in']
['disrupts', 'stimulates', 'complicates', 'prevents']
['disrupts', 'prevents', 'compared_with', 'affects']
['disrupts', 'coexists_with', 'treats', 'complicates']
['disrupts', 'coexists_with', 'causes', 'location_of']
['disrupts', 'isa', 'compared_with', 'prevents']
['disrupts', 'location_of', 'prevents', 'causes']
['disrupts', 'inhibits', 'isa', 'prevents']
['disrupts', 'affects', 'complicates', 'disrupts']
['disrupts', 'diagnoses']
['disrupts', 'interacts_with', 'location_of', 'disrupts']
['disrupts', 'causes', 'affects', 'coexists_with']
['disrupts', 'complicates', 'same_as', 'causes']
['disrupts', 'treats', 'associated_with', 'diagnoses']
['disrupts', 'compared_with', 'same_as', 'occurs_in']
['disrupts', 'causes', 'inhibits', 'coexists_with']
['disrupts', 'produces', 'affects', 'augments']
['disrupts', 'location_of', 'diagnoses', 'disrupts']
['disrupts', 'disrupts', 'treats', 'treats']
['disrupts', 'part_of', 'inhibits', 'compared_with']
['disrupts', 'produces', 'stimulates', 'associated_with']
['disrupts', 'isa']
['disrupts', 'augments', 'causes', 'treats']
['disrupts', 'prevents', 'occurs_in', 'treats']
['disrupts', 'diagnoses', 'inhibits', 'isa']
['disrupts', 'disrupts', 'causes', 'interacts_with']
['disrupts', 'causes', 'prevents', 'coexists_with']
['disrupts', 'occurs_in']
['disrupts', 'occurs_in', 'causes', 'associated_with']
['disrupts', 'diagnoses', 'affects', 'produces']
['disrupts', 'causes', 'disrupts', 'coexists_with']
['disrupts', 'prevents', 'stimulates', 'stimulates']
['disrupts', 'causes', 'produces', 'coexists_with']
['disrupts', 'causes', 'causes', 'part_of']
['disrupts', 'causes', 'augments', 'same_as']
['disrupts', 'compared_with', 'compared_with', 'associated_with']
['disrupts', 'stimulates', 'location_of', 'causes']
['disrupts', 'produces', 'same_as', 'causes']
['disrupts', 'prevents', 'compared_with', 'part_of']
['disrupts', 'affects', 'same_as', 'produces']
['disrupts', 'compared_with', 'prevents', 'prevents']
['disrupts', 'location_of', 'location_of', 'interacts_with']
['disrupts', 'diagnoses', 'inhibits', 'stimulates']
['disrupts', 'treats', 'same_as', 'inhibits']
['disrupts', 'compared_with', 'augments', 'produces']
['disrupts', 'causes', 'treats', 'augments']
['disrupts', 'treats', 'interacts_with', 'inhibits']
['disrupts', 'treats', 'augments', 'same_as']
['disrupts', 'augments', 'augments', 'diagnoses']
['disrupts', 'same_as', 'occurs_in', 'coexists_with']
['disrupts', 'associated_with', 'associated_with', 'disrupts']
['disrupts', 'stimulates', 'part_of', 'treats']
['disrupts', 'prevents', 'diagnoses', 'associated_with']
['disrupts', 'produces', 'same_as', 'compared_with']
['disrupts', 'augments', 'inhibits', 'produces']
['disrupts', 'complicates', 'location_of', 'causes']
['disrupts', 'disrupts']
['disrupts', 'same_as', 'same_as', 'same_as']
['disrupts', 'location_of', 'coexists_with', 'affects']
['disrupts', 'augments', 'isa', 'prevents']
['disrupts', 'produces', 'diagnoses', 'augments']
