7031	14	6445
7531	10	6143
967	15	6205
7699	12	6693
2589	5	1243
5354	17	7210
626	19	7814
2026	10	661
6727	12	1759
1572	7	1572
5074	7	3905
2814	12	4793
8575	9	6787
2466	11	5699
3708	13	6276
4252	10	7389
440	14	5646
830	14	4268
107	12	4992
5405	8	8381
5572	12	2806
8432	10	2257
4191	10	943
1938	10	2186
5543	18	1808
3210	9	526
8268	12	147
2919	16	7292
7982	12	240
5982	5	5949
7682	17	1848
3357	8	3875
2288	14	73
4536	15	5017
5734	16	2464
2215	14	1872
2970	4	2265
5180	12	3916
1011	16	619
1939	16	8280
6671	18	5779
5448	14	479
3181	8	7211
8591	14	73
1536	17	3741
2273	18	7371
2312	9	3268
898	9	2628
1820	10	4565
6991	12	6648
7190	19	4633
575	13	2366
7716	16	3701
8135	16	202
2322	11	4197
2645	16	3590
6711	18	7864
6997	16	3243
3120	17	6731
1235	8	3545
2467	12	4011
714	18	4505
6554	12	8541
1303	12	2446
2439	16	2273
6369	12	6622
8053	18	6063
4666	16	8330
4887	16	8262
6904	14	6173
2849	16	6844
8389	9	3285
6137	18	7864
4236	8	8108
915	10	7968
3204	16	5646
7433	19	6577
1482	8	6897
2849	16	4072
1248	5	7968
3945	16	5674
5677	12	213
6174	14	6933
3211	5	2368
390	9	453
6448	12	6382
6073	5	1221
821	9	815
714	18	4451
3051	7	2731
8300	12	3913
7705	18	3881
6868	14	7567
1662	12	4141
825	9	6018
5130	12	1682
6885	10	4160
348	10	7158
4730	16	2418
5246	19	2055
4629	12	285
5246	19	1559
7670	14	2720
2958	15	8275
2232	18	5466
4377	12	7238
2884	13	2655
1090	15	2171
7285	7	5350
5120	4	7469
4754	12	1996
2887	8	1483
5064	15	2259
5400	9	5445
3110	13	4707
3105	14	7329
4422	14	2727
5537	16	7311
6981	15	7403
1830	12	2557
2435	9	815
6615	12	8076
5674	15	2757
7101	15	3231
1238	15	827
3532	7	3532
8638	9	8208
67	15	8209
1093	5	4319
5952	15	6046
1394	18	3463
4511	14	4916
1461	10	6085
7031	10	6055
2569	9	4389
4035	16	8305
2678	12	1921
2059	16	1781
6685	10	1330
5753	14	5765
1104	19	5266
2739	15	6502
5102	16	3007
5368	7	5368
1394	18	3483
3479	18	7561
230	12	2746
5052	18	8463
3878	18	1405
1203	18	1752
2224	12	3808
5222	5	7082
6632	10	5949
5884	16	5759
7668	16	2265
2915	13	4240
5932	12	721
2032	11	8039
4745	10	6119
2566	13	1580
4563	16	6090
821	15	5913
6994	9	2173
1990	12	7652
6325	12	31
5219	16	6831
7270	9	1506
3858	10	55
5782	7	5782
8652	12	2552
5766	10	1285
1755	12	181
5129	14	6403
1591	7	1591
6428	14	306
5171	13	4531
7156	8	3845
6357	14	3875
1875	14	3212
8286	12	330
526	10	1393
1719	10	6553
4013	12	6280
3745	5	8311
2849	16	7760
4617	14	6221
7534	18	4665
7944	18	6857
473	19	2071
7761	16	5460
6620	12	7504
1100	11	5643
5320	10	4160
7719	15	5038
4236	14	5516
3132	12	6698
8665	18	3921
992	9	633
1435	10	6055
6932	10	5660
2053	17	2933
4884	17	1560
6938	15	8206
6013	14	5007
7109	18	2674
5052	18	5263
1254	15	7630
7455	5	127
5499	14	4937
5982	15	7233
5432	16	7642
3486	15	5274
2919	16	744
6782	14	8630
5396	19	5266
291	4	4106
6438	19	2964
1229	12	3129
202	16	605
2336	14	7346
4706	8	1596
7632	8	1946
4929	16	5945
30	12	3654
2418	14	1651
1816	12	7346
6917	12	8510
3469	4	3239
6028	16	5800
6174	10	87
7145	12	4308
3929	16	690
341	18	227
7912	5	3200
237	13	7284
5320	10	5292
6590	9	3771
7141	10	6430
8504	12	2677
902	16	1555
6812	12	4971
6534	9	6595
8591	14	8251
7845	10	4810
7514	5	7169
5221	12	2916
7526	12	3867
1347	16	5649
2699	17	3867
3550	8	4528
1265	7	1265
5364	12	4793
7632	10	5905
4266	7	4266
5355	15	6848
7360	12	991
1702	15	6046
3516	5	4167
3726	7	7342
2014	17	1076
6638	13	5152
1856	9	3203
8338	14	7329
4382	12	6341
7300	5	6389
8621	17	1928
453	14	5800
3435	12	2009
1659	10	1048
1595	13	2886
8613	10	773
5232	12	1686
182	12	5313
6991	12	355
446	15	5389
7842	14	3000
5555	12	5315
5251	5	6143
6031	18	8534
1455	16	1721
7890	10	6071
3661	17	3741
1226	12	5418
1754	14	2756
5836	15	1038
7308	15	786
4177	16	4085
6471	19	2119
30	12	2265
2798	10	4069
1063	10	6653
1595	13	4548
8338	5	7119
1904	16	8031
7610	17	2462
6661	18	4551
1754	14	9
2718	10	4073
6221	12	190
6025	13	7894
5222	5	6167
2949	13	4975
1437	12	2979
280	19	5830
7621	10	5878
1925	7	1090
5470	10	7374
7936	19	1918
7641	15	1204
2088	12	3067
1830	12	6028
8209	16	2032
4159	19	328
513	15	7942
2809	13	2183
6032	9	6336
6786	11	8276
144	10	4716
7031	16	6624
3392	12	2740
3113	16	3795
2325	17	7592
7231	14	4794
379	19	7007
2659	16	3124
5033	18	891
7354	15	80
2818	11	8477
1659	16	159
4175	10	4957
107	12	598
3561	10	6613
7626	16	3863
6378	10	5554
3235	13	4495
2819	13	5124
3088	12	2677
6625	10	7113
5246	19	183
607	12	5830
1941	9	3802
3173	12	190
7445	18	4106
5008	10	4863
821	8	4363
1006	14	6445
6121	14	8286
8636	12	554
1903	10	8566
6673	8	8630
2321	11	3771
4672	12	536
1775	5	6342
67	11	4661
6618	17	6831
6811	13	4000
1779	12	243
788	12	31
3697	19	2677
995	9	8048
8591	11	8394
7098	15	1265
6088	14	2183
2719	13	4798
8588	12	4147
7969	9	3034
7811	10	7768
3517	18	772
5506	19	5826
3124	12	4286
6567	12	7312
7819	14	2053
3093	10	6600
6390	15	1111
4709	13	1081
7632	11	145
7635	4	127
167	9	5400
1248	7	2784
7944	18	8639
2776	18	7114
1763	8	2781
7916	19	5613
7594	19	481
4393	11	5789
3327	16	7729
632	13	3007
6928	10	6389
1856	16	6383
4871	15	2088
1837	16	407
3330	17	3922
8146	16	553
2846	16	7362
7885	10	7204
162	14	3050
990	12	4588
3289	12	7465
7942	18	5932
763	7	4494
2623	10	3053
637	13	7096
4191	5	4618
925	5	8448
7396	17	8275
1583	12	2916
8659	17	1834
162	15	5677
7729	16	977
2659	10	1865
4442	12	483
3645	12	1243
5295	16	3192
5677	12	7623
2020	16	5748
3533	16	5302
8486	14	2216
7292	17	7949
2135	10	6021
7304	13	8288
2026	8	4781
3291	7	8619
6885	9	5098
2634	12	2183
420	10	8300
7876	7	4432
3625	12	1682
4659	7	5891
6882	12	5136
8292	17	6868
3104	12	5186
8338	4	882
6167	19	5447
4346	10	4929
377	18	6798
6473	5	5503
3000	16	2754
8441	9	3875
2557	12	1421
821	10	1581
6209	10	3554
6583	10	2387
6309	9	737
6243	8	2669
1866	10	289
4760	12	4423
1265	14	4902
1876	10	218
1290	16	4011
390	10	2425
6124	7	2798
205	7	205
5438	9	7661
5118	18	3899
3491	8	8511
7670	13	4090
1967	10	5949
2454	10	3320
1936	9	6032
7046	12	6608
2487	15	3340
6420	7	8177
2288	15	8504
3005	14	5817
6378	11	8421
3660	16	2776
3962	16	8621
3371	16	4912
2954	19	441
3763	13	8407
3340	10	4338
2370	11	6950
3066	12	6505
6028	16	2361
547	14	6844
2705	7	5627
3543	14	3867
91	4	9
1494	16	8305
7718	13	5080
1997	8	6090
1002	12	1659
3620	17	5800
2605	13	6656
4289	16	1608
5132	16	3219
5295	16	1217
4902	14	4019
5982	15	3308
3844	13	2463
2188	19	6958
220	9	68
2603	11	1047
2702	12	7731
6596	4	2865
4578	7	8079
2256	10	2655
3854	12	2446
3943	19	837
5790	12	5950
1919	12	8076
6306	7	2595
1139	16	816
5740	14	2239
5464	14	3024
7936	19	7679
1226	14	1651
7498	17	5207
5492	18	6276
7897	8	5452
2370	14	7338
1461	11	6162
2031	12	6916
3888	4	2165
3250	17	2655
3392	12	8076
7268	5	4446
6883	14	5541
2215	14	5972
2410	17	5918
2772	19	6701
2300	16	5053
6410	16	8515
4464	17	4255
5626	12	1612
8652	12	7652
5668	10	1531
714	12	2916
3356	8	692
845	7	6876
3186	14	5295
7919	11	7491
8164	16	5350
2891	19	2849
4772	5	3890
8575	14	1955
3113	0	1505
6209	9	4035
1248	17	3922
2088	8	5871
3460	17	713
2606	12	1210
7497	8	692
8042	12	4006
2731	5	2557
2321	15	6187
5790	12	4869
4256	10	6599
288	19	4872
8394	12	2183
8214	5	2368
1229	12	7312
4442	12	6276
2659	8	6599
968	9	2718
8273	14	7175
4505	10	6805
7606	12	3269
7491	12	5315
5354	15	2837
4393	18	616
2215	13	5685
7801	18	5425
4701	10	6058
17	12	6506
6671	18	5615
5066	8	230
6711	12	180
1676	16	5556
922	14	1639
8363	12	2760
1104	19	6294
893	13	4106
7189	14	5541
2731	13	170
973	12	2009
627	12	6028
7858	10	3167
5113	10	4107
5280	12	4957
230	14	4153
5222	8	3245
3816	5	6693
1008	18	7622
2180	12	4921
6938	15	373
2757	12	2557
323	4	7415
7907	5	3786
304	17	4408
8109	14	6751
6278	15	5445
3101	19	7814
5184	5	4101
202	16	2020
3726	13	1299
1057	12	8050
6596	14	4870
370	16	7504
7403	12	4829
1928	12	6376
4698	17	2653
1044	5	3200
6037	16	1396
690	14	7329
7046	12	3427
5424	7	992
95	17	4606
3319	19	3867
8338	13	7917
1543	10	7059
6554	18	2279
341	14	830
3216	12	5447
7436	19	6955
7742	15	8421
5674	16	4541
5065	14	8073
4313	13	536
5869	19	2079
5534	16	457
4711	13	3007
2215	14	525
3	12	1421
7017	17	3910
6028	16	5136
4013	12	6134
7932	17	1525
5445	14	1505
8148	8	4805
447	19	4795
8273	14	8243
2901	8	2368
8039	15	6047
7031	11	3366
1925	15	6187
4153	16	3427
4899	12	1818
201	18	115
1193	4	4580
6597	15	4442
2312	9	6031
1117	10	5611
1973	11	6834
7292	16	127
1008	12	6698
1583	12	240
3356	16	5913
3122	12	3341
3817	18	2409
4296	5	4588
8581	12	4011
600	7	8504
6213	9	6529
146	16	7759
1589	7	8482
9	16	3462
4906	8	2073
5992	16	4024
2591	19	2361
6786	11	2977
1501	16	8314
4858	7	2846
4509	13	7923
8212	10	1131
6117	12	3734
281	11	1038
1816	12	4829
3942	14	5206
5274	12	6276
359	15	8039
5524	15	5120
719	12	6382
1248	16	2354
2825	15	2125
3157	14	315
6056	7	336
7527	7	7527
8636	5	2317
551	8	1850
8209	15	827
397	14	4112
3779	10	4563
7892	12	4720
2622	13	3526
3124	10	2781
5673	7	3764
6554	12	3370
7678	16	8245
5066	7	4236
2814	12	3234
8227	10	8409
4252	17	6804
7189	15	7210
526	11	6953
7242	12	7140
8488	10	2257
3878	18	7180
3508	10	7292
4400	19	1790
348	10	5554
690	15	80
2066	8	6013
5407	14	3957
5952	4	4618
1892	14	6805
5626	7	5626
7447	11	5323
7796	15	7270
7663	4	8489
5652	16	8662
8053	16	3116
3608	19	2470
1878	16	3207
487	7	8437
2365	14	7224
2308	16	580
6998	5	3734
7396	5	1930
2714	16	2265
5771	12	2916
2312	9	7864
4724	11	7337
1482	10	7046
4541	12	8237
1898	15	530
2798	10	613
3674	12	5452
5439	15	8208
6885	10	5377
5997	9	7439
5347	10	179
7405	14	7771
5722	16	4247
5389	18	6471
992	15	2062
3407	10	202
1579	5	5273
8276	16	3207
6554	12	3427
5524	15	8306
2798	8	230
7449	16	3590
3373	9	7233
1720	12	4368
3802	10	4035
3667	11	6834
6798	12	6276
2718	12	2699
2312	15	684
8486	14	8381
3562	14	7879
7088	19	4019
5108	10	7995
3308	4	5460
7000	10	4810
6460	4	852
827	14	1586
8659	8	23
2673	16	7456
8335	13	4006
6857	12	4935
2189	19	242
3890	16	5739
5952	15	7942
6470	12	4234
100	15	3413
6928	12	1375
1457	18	242
1865	10	4900
1318	9	125
1093	14	6221
1283	12	3298
7610	18	6320
5179	12	3217
4442	14	2402
7801	18	6275
1096	7	5267
3868	12	5817
5444	16	3590
1834	13	5685
1110	19	6731
8539	13	8305
2846	9	3826
7046	12	6646
3080	12	1025
5350	10	3940
7670	10	2073
8482	5	8066
8214	10	5725
7773	14	5739
614	8	780
6213	10	3292
3181	5	3250
3308	12	3270
1014	12	3620
513	14	5541
665	12	4019
7060	18	5161
4019	16	4947
4930	9	2628
3216	10	5739
2701	19	3796
1540	7	6738
5492	18	2463
1101	18	3401
6596	14	6055
1856	9	1789
3878	18	6429
6521	18	7521
2549	8	8181
7182	9	2173
5562	9	1139
1602	10	4074
4055	16	8522
252	5	4945
8032	17	536
2825	12	3212
1420	12	4654
8393	12	5646
2573	12	6606
5220	13	8196
713	5	7338
1241	7	1241
6214	7	995
72	16	3590
396	10	330
1435	14	3030
3356	17	274
3887	3	4011
3323	15	7632
8582	10	2785
2701	19	2781
967	13	3875
4451	4	7171
6951	16	2807
8642	18	4551
6206	10	5949
1991	12	5998
8652	7	7783
4344	8	4222
281	10	1447
6390	15	2641
8400	10	4618
5521	15	4377
3768	7	3970
526	7	526
8522	16	5207
2232	16	3392
7043	12	1996
3482	17	1052
5447	16	1839
2846	16	1848
3742	16	1278
6104	19	837
7833	9	3364
3881	10	6090
182	15	107
8039	15	2032
7892	18	4467
1101	12	4573
6816	16	3948
252	12	7504
5217	12	8287
8432	8	126
7773	14	1586
8459	12	4749
6664	12	4921
921	13	2053
7429	12	697
5507	9	2409
2253	14	991
5008	10	1612
1664	5	6952
2919	10	6090
1373	14	2020
2505	16	5355
1001	15	5445
613	17	7238
8550	18	5886
8172	15	7403
5719	14	1759
6605	14	5962
1096	9	6522
7783	7	8621
6702	14	7171
6438	19	3074
1110	19	2123
6452	16	5673
5626	10	4542
971	19	407
7742	10	289
6388	8	1872
4136	10	5649
6064	18	1249
4400	19	8490
8286	14	7389
294	7	7756
5881	10	8217
3289	12	8521
1886	7	2534
3333	9	6391
2026	11	3614
7140	16	7746
5428	15	3330
7247	8	5363
4030	12	2768
5228	19	7966
1369	14	1586
4494	13	1385
8247	12	1818
6119	16	4825
5231	12	5660
4442	12	5085
3119	16	7534
1322	7	8539
7189	14	1914
3157	15	3497
1879	8	2155
5678	14	4112
980	14	2073
821	4	9
5154	8	2300
7907	10	5949
5091	12	6916
7547	4	3000
487	10	6053
3001	13	3912
6913	11	6446
3858	10	330
3486	14	3200
6174	10	5827
3291	7	3384
2120	5	4618
5743	16	1176
4110	11	6835
8190	10	5606
2776	14	4101
5777	17	7456
1987	12	7523
5262	11	4124
8065	18	6522
3345	4	9
6862	16	7652
7801	18	972
4871	15	6197
980	12	5007
2178	18	5913
5771	12	240
6493	9	3692
2312	14	7012
3289	12	2916
6026	12	6867
8284	17	7328
6285	5	692
6798	14	2402
1482	7	1702
2300	12	6825
7357	19	5128
1307	11	5445
7807	9	4624
5355	9	827
5171	10	7204
1555	12	6594
4498	9	199
6868	7	2879
548	15	2702
338	17	3879
6790	16	4974
5178	12	4921
224	15	5455
8522	12	355
6605	9	3890
2982	10	5949
4236	7	5625
6571	12	4576
1651	12	2746
8522	12	5155
8372	13	4042
6857	12	8032
2744	18	1903
968	9	2124
4445	12	6311
5038	12	7504
4122	9	6848
1770	14	2591
6117	12	5433
1608	16	3207
2781	16	5748
614	13	8003
5913	10	7279
4717	13	232
6149	19	2452
3879	10	316
1080	10	6829
1683	10	3377
3795	16	2394
7000	10	5665
8446	18	7175
6508	10	4926
6433	8	1946
1479	10	4073
1011	16	2916
1138	17	4103
4509	15	972
1152	13	7218
1831	10	1285
8208	15	107
7663	13	4182
557	9	4728
7352	10	8241
2644	12	316
4180	17	1811
8209	18	8500
5851	14	4113
1244	16	1685
628	10	2576
6865	10	3462
341	14	1586
5932	12	2624
8459	14	6897
6551	11	5179
3436	15	5445
1437	12	4019
7175	19	5375
400	12	2291
3783	12	6365
4442	12	3526
6721	19	7867
2199	17	8031
5318	13	1726
2266	13	6130
2401	16	1375
2880	13	3365
8441	9	8658
5719	5	3734
6247	12	6825
1045	18	2262
6243	13	8328
7632	11	3483
440	14	7171
8534	12	5210
599	10	2165
4124	5	6600
3382	19	8651
3045	13	3007
1483	16	6631
6209	14	5611
2273	18	7456
1743	14	7539
487	16	7342
5464	16	7362
6900	12	2272
8330	18	993
1848	5	3200
5707	14	1625
7266	9	827
8269	12	3234
4140	19	2005
5511	12	6894
5132	10	1951
2510	18	2882
3468	4	5918
68	17	7210
7118	19	5375
3562	14	5968
3235	13	3169
3854	15	6917
4413	17	8513
5120	11	5231
5863	19	7504
364	10	6397
8432	9	8108
649	4	9
2702	12	3443
7719	9	6046
2977	4	4618
1393	16	8308
4772	13	8489
3251	16	7413
2947	12	5903
7583	16	8076
2014	15	1168
2699	16	1661
6846	8	7567
3110	16	7907
4579	10	127
1535	15	2905
3932	13	7695
2880	12	5727
5425	18	6768
1856	10	1612
1011	16	6014
1540	14	1946
8053	18	6547
4563	16	5547
5952	14	3289
7835	16	8648
5860	12	7726
7729	14	8630
6420	14	830
6316	18	6427
7879	16	5519
8209	15	8500
3957	14	4749
7742	17	6884
5354	11	3880
1082	9	1062
8333	12	5155
4019	16	7904
4754	12	3115
8467	16	8575
8148	10	6916
6832	19	7965
4982	9	6026
4871	11	2398
1139	13	2919
3978	4	1781
2655	16	6280
7828	12	1343
1856	9	6383
8516	7	2493
3734	16	6577
7564	12	5161
4735	12	6698
5091	12	3684
4754	12	8521
2534	13	2053
3655	16	824
4110	14	4107
870	10	7374
6032	13	7617
1139	14	7171
1720	15	6761
1455	16	8621
3619	9	1333
230	12	598
1008	12	3169
5112	19	2452
8363	18	6828
7721	12	3500
374	14	5987
5577	16	5673
257	18	3939
1248	14	3309
84	8	7043
1543	12	2346
7400	5	199
6312	4	4106
2851	9	7629
7182	12	919
3667	14	830
2358	10	3940
7547	9	455
3581	13	1682
4754	12	2916
8666	4	2753
1283	12	3169
2333	12	5200
2253	12	6693
4629	12	4017
5568	5	7338
182	16	3880
6832	19	3298
4024	16	3949
2731	10	127
6757	12	4106
4754	10	2265
6073	8	6058
1507	11	6274
1967	10	4716
5445	14	3239
6537	19	1460
4525	12	1517
341	11	374
8212	12	3037
1869	18	7864
5226	12	3014
6679	9	4952
8208	11	1031
3854	12	1735
8533	18	616
303	14	7224
4754	10	1547
3157	18	2975
364	8	1395
2205	10	3430
1725	10	6507
6575	12	2557
782	9	972
8338	15	7110
7094	19	4803
7283	12	190
3858	10	883
8173	4	3940
7189	15	1842
3053	10	5295
4494	11	1552
7489	12	2911
7505	12	4260
827	18	7295
8276	10	6635
2514	15	794
1249	18	4630
3137	13	5727
2321	11	5689
5875	12	697
841	12	2768
1507	15	7508
2241	12	5770
3960	12	1625
6739	12	3430
4422	7	4422
8053	18	8463
990	12	1396
1807	13	5489
2418	15	769
2117	15	7942
8574	12	5735
7207	17	2542
1347	17	7167
8539	10	6018
6378	11	374
5368	13	5649
1973	4	3940
5524	13	5794
4893	9	8258
729	14	1393
5405	8	4996
8363	18	4007
84	10	5992
4110	10	7934
7988	14	7338
6297	12	5186
5220	5	504
8039	10	4073
281	9	3802
2418	9	5875
1848	5	6389
3235	9	2312
2567	10	8449
3896	12	4153
1026	10	1586
6393	5	2997
6417	19	5128
2108	14	6911
4378	8	4000
205	14	4520
7625	12	603
4060	16	2717
4654	17	4233
5222	11	8394
3719	12	554
4492	10	2371
4752	13	2387
7235	17	5036
6714	18	7610
4476	12	7726
2851	8	5273
5129	12	431
3289	12	7238
1494	16	3500
5140	13	1759
132	16	1759
3228	14	8381
1394	12	2302
3441	16	6457
6417	19	5788
8420	7	2846
513	5	1356
7182	9	4669
1417	12	5660
1099	13	3575
5895	16	8541
845	13	86
7445	18	7544
1815	12	5085
7547	14	230
5918	16	4805
2572	8	5197
3076	15	615
100	14	809
2755	18	6939
1323	12	5620
3468	10	7674
3878	16	5663
5158	16	5161
3066	12	4887
8433	10	3219
5918	16	7842
8486	16	2807
2312	9	5696
4330	10	1508
3655	10	5606
2117	10	8280
4685	13	6506
1709	7	1709
7527	11	484
922	8	2787
2442	18	3609
1507	9	8562
4609	19	2873
1435	10	426
4898	14	4027
6804	10	4803
6991	12	8588
1101	17	7456
3771	16	5507
1183	10	6181
5492	18	508
2814	14	4805
996	13	7204
6174	12	2446
6932	14	8073
1200	18	2807
1881	10	3813
2920	12	5011
4420	19	6365
4240	17	2239
5758	14	6013
1071	16	5523
4729	19	3602
8264	8	2368
1394	18	993
8488	15	513
2776	18	7936
5350	7	2514
5782	14	8181
566	10	4160
2851	5	3875
8132	16	1759
6064	18	7699
6167	19	6186
1283	12	2382
5499	13	6410
7332	12	316
8533	10	803
7756	18	3421
2076	10	619
1797	19	3919
6576	14	2557
8356	19	4764
4669	10	1531
2645	4	622
5252	8	4912
7606	10	1546
2905	10	5949
1774	19	147
8093	16	4795
600	4	5360
5492	18	1791
6950	5	7288
5932	14	4566
1435	10	1610
4442	12	4566
4754	12	240
6244	14	4794
5108	12	4162
8374	13	170
6420	10	1581
3864	12	7678
5229	8	2401
5215	17	4122
5865	14	561
3164	11	8276
3756	10	54
821	14	5987
7508	18	1209
6687	12	3212
8441	9	864
2516	16	7921
3509	15	2816
6485	12	5131
632	14	2591
3661	8	7338
1874	11	7365
230	12	330
2484	10	6599
997	5	351
6028	16	285
8275	13	2366
3264	10	6599
6209	5	7374
8351	16	1308
701	14	5398
2032	5	1423
5035	11	4124
4148	12	2449
8230	14	2786
9	16	4994
6767	12	4566
7362	16	2843
5749	9	7515
827	18	6584
7914	18	3987
5836	10	2496
3619	13	1800
3142	7	3142
2490	10	7930
1732	17	5124
7333	12	5933
3357	14	2902
2397	18	1662
6032	17	4587
73	19	8159
1394	18	4875
2471	15	5166
8247	18	6318
8247	18	4068
7224	16	1996
2173	12	4884
5448	9	1369
5794	16	5168
5568	5	7953
6624	14	3875
5932	12	1766
1651	12	8598
4787	14	1854
1752	12	2281
6122	19	7504
3291	7	7937
384	17	3620
5836	5	5962
2372	4	5210
4177	14	3776
127	16	3701
5684	19	2849
5405	14	7012
7670	14	4318
5758	4	5745
1055	17	2827
724	14	2053
2767	12	4073
8025	13	8497
2544	12	3219
6214	9	3890
3770	12	4441
5038	12	5800
3529	10	6215
8177	10	7812
100	14	5520
1473	19	6284
2257	16	3721
5475	16	1435
6109	14	8059
3706	17	1248
500	14	6415
73	19	5124
1586	12	3500
5723	18	5862
8137	5	2855
7955	12	1818
4925	16	3212
5003	13	5611
4110	14	8073
8334	9	2996
1649	10	8032
6383	17	1301
2884	12	5646
2798	7	8482
6214	13	4778
8037	10	2074
7671	12	2446
4191	10	5152
6444	16	8409
3660	9	2776
6057	15	2776
1265	18	1308
981	10	1546
2354	11	7729
8053	18	5823
7762	9	1830
3951	12	4800
5061	7	5061
848	10	3107
7697	12	8060
2865	16	1391
6278	15	3803
5668	11	7769
698	9	3701
2966	12	6382
8085	16	4372
976	10	998
2262	12	1048
2213	10	8223
4339	12	1120
6073	13	2892
5251	12	4805
304	18	477
100	12	7822
3594	12	4153
3124	12	1784
4938	16	1682
3896	8	6698
4502	10	7812
6129	12	3853
2312	9	777
5999	17	7391
151	10	4863
1482	16	3529
1139	9	816
5354	18	6471
6162	12	316
4834	8	5541
924	12	4002
1159	12	5124
6278	5	124
5492	18	2080
7205	12	6175
51	16	2071
6032	10	1612
4547	12	1299
5398	14	2850
5296	16	619
4272	10	5903
2655	16	6134
5017	15	4536
8363	12	4829
2851	9	6109
4717	13	1567
8031	14	952
2798	14	6221
5534	13	3089
1159	12	2919
1494	16	5433
5055	12	3212
239	19	8439
5052	18	8267
5291	9	8394
2919	17	6090
6478	9	6739
4880	16	1939
6290	15	7729
2418	16	145
6451	17	377
1701	3	6180
3799	12	481
3792	9	6026
7531	10	147
5015	15	6687
5991	11	5497
1770	8	1850
3481	12	7063
6614	12	5669
797	16	3523
