['diagnoses', 'treats', 'isa', 'affects']
['occurs_in', 'isa', 'compared_with', 'occurs_in']
['occurs_in', 'same_as', 'isa', 'interacts_with']
['occurs_in', 'occurs_in', 'disrupts', 'isa']
['occurs_in', 'compared_with', 'causes', 'part_of']
['occurs_in', 'complicates', 'occurs_in', 'part_of']
['occurs_in', 'augments', 'part_of', 'stimulates']
['occurs_in', 'stimulates', 'affects', 'causes']
['occurs_in', 'causes', 'isa', 'stimulates']
['occurs_in', 'compared_with', 'stimulates', 'treats']
['occurs_in', 'diagnoses', 'stimulates', 'occurs_in']
['occurs_in', 'produces', 'treats', 'coexists_with']
['occurs_in', 'prevents', 'augments']
['occurs_in', 'disrupts', 'complicates']
['occurs_in', 'affects', 'stimulates', 'augments']
['occurs_in', 'treats', 'diagnoses', 'augments']
['occurs_in', 'produces', 'occurs_in', 'location_of']
['occurs_in', 'augments', 'isa', 'produces']
['occurs_in', 'affects', 'produces', 'compared_with']
['occurs_in', 'diagnoses', 'stimulates', 'part_of']
['occurs_in', 'prevents', 'isa', 'coexists_with']
['occurs_in', 'augments', 'complicates', 'interacts_with']
['occurs_in', 'disrupts', 'associated_with', 'associated_with']
['occurs_in', 'coexists_with', 'associated_with', 'location_of']
['occurs_in', 'produces', 'occurs_in', 'augments']
['occurs_in', 'diagnoses', 'complicates', 'complicates']
['occurs_in', 'prevents', 'augments', 'occurs_in']
['occurs_in', 'augments', 'affects', 'treats']
['occurs_in', 'complicates', 'inhibits', 'isa']
['occurs_in', 'diagnoses', 'produces', 'produces']
['occurs_in', 'stimulates', 'disrupts', 'affects']
['occurs_in', 'diagnoses', 'stimulates', 'location_of']
['same_as', 'augments', 'compared_with', 'same_as']
['same_as', 'complicates', 'part_of', 'isa']
['same_as', 'isa', 'stimulates', 'augments']
['same_as', 'stimulates', 'inhibits', 'stimulates']
['same_as', 'associated_with', 'stimulates', 'coexists_with']
['same_as']
['same_as', 'occurs_in', 'coexists_with', 'same_as']
['same_as', 'inhibits', 'causes', 'disrupts']
['same_as', 'occurs_in', 'inhibits', 'diagnoses']
['same_as', 'complicates', 'disrupts', 'augments']
['same_as', 'treats', 'same_as', 'diagnoses']
['same_as', 'disrupts', 'interacts_with', 'isa']
['same_as', 'coexists_with', 'disrupts', 'isa']
['same_as', 'interacts_with', 'prevents', 'produces']
['same_as', 'part_of', 'compared_with', 'treats']
['same_as', 'inhibits', 'prevents', 'same_as']
['same_as', 'isa', 'produces', 'augments']
['same_as', 'coexists_with', 'diagnoses', 'treats']
['same_as', 'stimulates', 'augments', 'associated_with']
['same_as', 'disrupts', 'complicates', 'complicates']
['same_as', 'diagnoses', 'stimulates', 'same_as']
['same_as', 'diagnoses', 'causes', 'associated_with']
['same_as', 'augments', 'disrupts', 'augments']
['same_as', 'produces', 'occurs_in', 'part_of']
['same_as', 'interacts_with', 'compared_with', 'augments']
['same_as', 'stimulates', 'treats', 'prevents']
['same_as', 'stimulates', 'produces', 'associated_with']
['same_as', 'prevents', 'inhibits', 'part_of']
['same_as', 'location_of', 'interacts_with', 'prevents']
['same_as', 'produces', 'treats', 'associated_with']
['same_as', 'produces', 'isa', 'interacts_with']
['same_as', 'treats', 'part_of', 'produces']
['same_as', 'occurs_in', 'coexists_with', 'stimulates']
['same_as', 'prevents', 'interacts_with', 'coexists_with']
['same_as', 'causes', 'produces', 'affects']
['same_as', 'location_of']
['same_as', 'associated_with', 'occurs_in', 'inhibits']
['same_as', 'location_of', 'produces', 'diagnoses']
['same_as', 'augments', 'prevents', 'complicates']
['same_as', 'diagnoses', 'complicates', 'stimulates']
['same_as', 'produces', 'disrupts', 'associated_with']
['same_as', 'causes', 'produces', 'stimulates']
['same_as', 'diagnoses', 'occurs_in', 'disrupts']
['same_as', 'occurs_in', 'augments', 'augments']
['same_as', 'complicates', 'compared_with', 'same_as']
['same_as', 'occurs_in', 'augments', 'causes']
['same_as', 'treats', 'treats', 'same_as']
['same_as', 'same_as', 'prevents', 'augments']
['same_as', 'produces', 'same_as']
['same_as', 'diagnoses', 'occurs_in', 'stimulates']
['same_as', 'diagnoses', 'part_of', 'augments']
['same_as', 'isa', 'augments', 'isa']
['same_as', 'augments', 'interacts_with', 'affects']
['same_as', 'causes', 'isa', 'compared_with']
['same_as', 'isa', 'compared_with', 'treats']
['same_as', 'prevents', 'affects', 'treats']
['same_as', 'treats', 'disrupts', 'disrupts']
['same_as', 'stimulates', 'associated_with', 'inhibits']
['same_as', 'isa', 'interacts_with', 'augments']
['same_as', 'disrupts', 'disrupts', 'same_as']
['same_as', 'coexists_with', 'compared_with', 'causes']
['same_as', 'augments', 'stimulates', 'part_of']
['same_as', 'part_of', 'interacts_with', 'complicates']
['same_as', 'isa', 'treats', 'augments']
['same_as', 'causes', 'interacts_with', 'same_as']
['same_as', 'augments', 'diagnoses', 'causes']
['same_as', 'inhibits', 'prevents', 'augments']
['same_as', 'diagnoses', 'augments', 'disrupts']
['same_as', 'diagnoses']
['same_as', 'interacts_with', 'coexists_with', 'diagnoses']
['same_as', 'augments', 'isa', 'isa']
['same_as', 'occurs_in', 'inhibits', 'associated_with']
['same_as', 'disrupts', 'interacts_with', 'complicates']
['same_as', 'location_of', 'part_of', 'inhibits']
['same_as', 'interacts_with', 'prevents', 'prevents']
['same_as', 'treats', 'interacts_with', 'disrupts']
['same_as', 'associated_with', 'same_as', 'causes']
['same_as', 'compared_with', 'causes', 'interacts_with']
['same_as', 'produces', 'location_of', 'treats']
['same_as', 'isa', 'interacts_with', 'occurs_in']
['same_as', 'interacts_with', 'compared_with', 'same_as']
['same_as', 'augments', 'complicates', 'augments']
['same_as', 'isa', 'stimulates', 'occurs_in']
['same_as', 'interacts_with', 'complicates', 'prevents']
['same_as', 'compared_with', 'occurs_in', 'coexists_with']
['same_as', 'diagnoses', 'inhibits', 'same_as']
['same_as', 'location_of', 'occurs_in', 'isa']
['same_as', 'stimulates', 'produces', 'treats']
['same_as', 'part_of', 'occurs_in', 'occurs_in']
['same_as', 'occurs_in', 'same_as', 'same_as']
['same_as', 'part_of', 'affects', 'disrupts']
['same_as', 'disrupts', 'disrupts', 'compared_with']
['same_as', 'causes', 'coexists_with', 'produces']
['same_as', 'stimulates', 'occurs_in', 'disrupts']
['same_as', 'interacts_with', 'produces', 'affects']
['same_as', 'produces', 'disrupts', 'stimulates']
['same_as', 'augments', 'produces', 'produces']
['same_as', 'isa', 'same_as', 'augments']
['complicates', 'part_of', 'augments', 'coexists_with']
['complicates', 'complicates', 'diagnoses', 'treats']
['complicates', 'occurs_in', 'augments', 'affects']
['complicates', 'augments', 'complicates', 'disrupts']
['complicates', 'disrupts', 'isa', 'part_of']
['complicates', 'interacts_with', 'disrupts', 'treats']
['complicates', 'diagnoses']
['complicates', 'location_of', 'inhibits', 'stimulates']
['complicates', 'location_of', 'complicates', 'isa']
['complicates', 'occurs_in', 'stimulates', 'interacts_with']
['complicates', 'prevents', 'stimulates', 'treats']
['complicates', 'diagnoses', 'compared_with', 'inhibits']
['complicates', 'affects', 'causes', 'complicates']
['complicates', 'disrupts', 'disrupts', 'interacts_with']
['complicates', 'same_as', 'produces', 'same_as']
['complicates', 'isa', 'associated_with', 'coexists_with']
['complicates', 'stimulates', 'same_as', 'part_of']
['complicates', 'inhibits', 'stimulates', 'same_as']
['complicates', 'occurs_in', 'part_of', 'augments']
['complicates', 'coexists_with', 'produces', 'disrupts']
['complicates', 'produces', 'location_of', 'produces']
['complicates', 'treats', 'part_of', 'same_as']
['complicates', 'diagnoses', 'augments', 'isa']
['complicates', 'complicates', 'isa', 'interacts_with']
['complicates', 'causes', 'inhibits', 'location_of']
['complicates', 'stimulates', 'stimulates', 'augments']
['complicates', 'coexists_with', 'location_of', 'produces']
['complicates', 'causes', 'associated_with', 'coexists_with']
['complicates', 'complicates', 'augments', 'occurs_in']
['complicates', 'location_of', 'isa', 'occurs_in']
['complicates', 'interacts_with', 'occurs_in', 'isa']
['complicates', 'produces', 'affects', 'compared_with']
['complicates', 'interacts_with', 'prevents', 'isa']
['complicates', 'occurs_in', 'coexists_with', 'occurs_in']
['complicates', 'stimulates', 'stimulates', 'compared_with']
['complicates', 'occurs_in', 'complicates', 'complicates']
['complicates', 'compared_with', 'treats', 'prevents']
['complicates', 'causes', 'interacts_with', 'isa']
['complicates', 'stimulates', 'disrupts', 'prevents']
['complicates', 'same_as', 'interacts_with', 'diagnoses']
['complicates', 'associated_with', 'causes', 'complicates']
['complicates', 'augments', 'augments', 'compared_with']
['complicates', 'occurs_in']
['complicates', 'produces', 'location_of', 'augments']
['complicates', 'prevents', 'part_of', 'disrupts']
['complicates', 'compared_with', 'isa', 'augments']
['complicates', 'causes', 'diagnoses', 'affects']
['complicates', 'stimulates', 'augments', 'stimulates']
['complicates', 'stimulates', 'location_of', 'inhibits']
['complicates', 'prevents', 'isa', 'inhibits']
['complicates', 'affects', 'disrupts', 'occurs_in']
['complicates', 'same_as', 'associated_with', 'stimulates']
['complicates', 'augments', 'same_as']
['complicates', 'location_of', 'part_of', 'interacts_with']
['complicates', 'coexists_with', 'treats', 'diagnoses']
['complicates', 'occurs_in', 'prevents', 'isa']
['complicates', 'augments', 'location_of', 'disrupts']
['complicates', 'occurs_in', 'disrupts', 'associated_with']
['complicates', 'produces', 'occurs_in', 'prevents']
['complicates', 'causes', 'causes', 'inhibits']
['complicates', 'inhibits', 'same_as', 'treats']
['complicates', 'isa', 'coexists_with', 'stimulates']
['complicates', 'complicates', 'compared_with', 'part_of']
['complicates', 'diagnoses', 'treats', 'interacts_with']
['complicates', 'disrupts', 'coexists_with', 'prevents']
['complicates', 'associated_with', 'produces', 'same_as']
['complicates', 'treats', 'stimulates', 'interacts_with']
['complicates', 'treats', 'occurs_in', 'compared_with']
['complicates', 'treats', 'same_as', 'isa']
['complicates', 'interacts_with', 'compared_with', 'isa']
['complicates', 'diagnoses', 'stimulates', 'compared_with']
['complicates', 'augments', 'causes', 'location_of']
['complicates', 'prevents', 'occurs_in', 'part_of']
['complicates', 'treats', 'affects', 'occurs_in']
['complicates', 'compared_with', 'stimulates', 'augments']
['complicates', 'complicates', 'same_as', 'diagnoses']
['complicates', 'location_of', 'occurs_in', 'augments']
['complicates', 'inhibits', 'interacts_with', 'coexists_with']
['complicates', 'stimulates', 'inhibits', 'causes']
['complicates', 'stimulates', 'produces', 'augments']
['complicates', 'treats', 'augments', 'interacts_with']
['complicates', 'same_as', 'treats', 'interacts_with']
['complicates', 'coexists_with', 'disrupts', 'coexists_with']
['complicates', 'augments', 'diagnoses', 'augments']
['complicates', 'interacts_with', 'prevents', 'disrupts']
['complicates', 'inhibits', 'coexists_with', 'isa']
['complicates', 'occurs_in', 'causes', 'interacts_with']
['complicates', 'causes']
['complicates', 'disrupts', 'prevents']
['complicates', 'isa', 'inhibits', 'stimulates']
['complicates']
['complicates', 'complicates', 'part_of', 'diagnoses']
['complicates', 'isa', 'complicates', 'interacts_with']
['complicates', 'location_of', 'isa', 'augments']
['complicates', 'associated_with', 'affects', 'inhibits']
['complicates', 'location_of', 'complicates', 'inhibits']
['complicates', 'stimulates', 'associated_with', 'disrupts']
['complicates', 'interacts_with', 'isa', 'treats']
['prevents', 'produces', 'location_of', 'prevents']
['prevents', 'complicates', 'occurs_in', 'interacts_with']
['prevents', 'diagnoses', 'inhibits', 'coexists_with']
['prevents', 'diagnoses', 'causes', 'augments']
['prevents', 'stimulates', 'occurs_in', 'interacts_with']
['prevents', 'compared_with', 'complicates', 'occurs_in']
['prevents', 'prevents', 'produces', 'produces']
['prevents', 'interacts_with', 'inhibits', 'compared_with']
['prevents', 'diagnoses', 'complicates', 'disrupts']
['prevents', 'compared_with', 'stimulates', 'disrupts']
['prevents', 'treats', 'stimulates', 'part_of']
['prevents', 'stimulates', 'affects']
['prevents', 'augments', 'treats', 'produces']
['prevents', 'coexists_with', 'causes', 'inhibits']
['prevents', 'complicates', 'diagnoses', 'associated_with']
['prevents', 'produces', 'causes', 'treats']
['prevents', 'same_as', 'same_as', 'augments']
['prevents', 'stimulates', 'interacts_with', 'affects']
['prevents', 'same_as', 'causes', 'treats']
['prevents', 'produces', 'coexists_with', 'associated_with']
['prevents', 'stimulates', 'treats', 'produces']
['prevents', 'diagnoses', 'affects', 'stimulates']
['prevents', 'same_as', 'stimulates', 'treats']
['prevents', 'prevents', 'produces', 'inhibits']
['prevents', 'treats', 'same_as', 'location_of']
['prevents', 'associated_with', 'disrupts', 'isa']
['prevents', 'same_as', 'coexists_with', 'complicates']
['prevents', 'disrupts']
['prevents', 'isa', 'stimulates', 'stimulates']
['prevents', 'disrupts', 'interacts_with', 'interacts_with']
['prevents', 'diagnoses', 'stimulates', 'produces']
['prevents', 'stimulates', 'associated_with', 'complicates']
['prevents', 'complicates', 'diagnoses', 'causes']
['prevents', 'location_of', 'produces', 'augments']
['prevents', 'stimulates', 'complicates', 'stimulates']
['prevents', 'affects', 'produces', 'disrupts']
['prevents', 'same_as', 'associated_with', 'stimulates']
['prevents', 'affects', 'compared_with', 'stimulates']
['prevents', 'affects', 'occurs_in', 'prevents']
['prevents', 'augments', 'diagnoses', 'isa']
['prevents', 'disrupts', 'complicates', 'affects']
['prevents', 'isa', 'part_of', 'associated_with']
['prevents', 'part_of', 'isa', 'interacts_with']
['prevents', 'produces', 'complicates', 'causes']
['prevents', 'produces', 'complicates', 'complicates']
['prevents', 'inhibits', 'stimulates', 'diagnoses']
['prevents', 'location_of', 'occurs_in', 'interacts_with']
['prevents', 'compared_with', 'associated_with', 'interacts_with']
['prevents', 'disrupts', 'stimulates', 'part_of']
['prevents', 'interacts_with', 'diagnoses', 'part_of']
['prevents', 'occurs_in', 'complicates', 'coexists_with']
['prevents', 'stimulates', 'part_of', 'augments']
['prevents', 'part_of', 'produces', 'same_as']
['prevents', 'augments', 'produces', 'causes']
['prevents', 'augments', 'diagnoses', 'stimulates']
['prevents', 'diagnoses', 'part_of', 'inhibits']
['prevents', 'same_as', 'interacts_with', 'treats']
['prevents', 'complicates', 'produces', 'diagnoses']
['prevents', 'stimulates', 'diagnoses', 'associated_with']
['prevents', 'isa', 'treats', 'produces']
['prevents', 'causes', 'isa', 'interacts_with']
['prevents', 'produces', 'isa', 'location_of']
['prevents', 'occurs_in', 'prevents', 'disrupts']
['prevents', 'interacts_with', 'produces', 'isa']
['prevents', 'produces', 'part_of', 'causes']
['prevents', 'interacts_with', 'compared_with', 'occurs_in']
['prevents', 'associated_with', 'produces', 'isa']
['prevents', 'associated_with', 'location_of', 'augments']
['prevents', 'stimulates', 'diagnoses', 'same_as']
['prevents', 'location_of', 'stimulates', 'occurs_in']
['prevents', 'compared_with', 'interacts_with', 'disrupts']
['prevents', 'complicates', 'produces', 'disrupts']
['prevents', 'produces', 'stimulates', 'location_of']
['prevents', 'disrupts', 'stimulates', 'disrupts']
['prevents', 'associated_with', 'diagnoses', 'interacts_with']
['prevents', 'occurs_in', 'interacts_with', 'inhibits']
['prevents', 'prevents', 'produces', 'diagnoses']
['prevents', 'produces', 'augments', 'inhibits']
['prevents', 'compared_with', 'disrupts', 'inhibits']
['prevents', 'augments', 'produces', 'disrupts']
['prevents', 'prevents', 'causes', 'occurs_in']
['prevents', 'augments', 'associated_with']
['prevents']
['prevents', 'causes', 'treats', 'complicates']
['prevents', 'associated_with', 'coexists_with', 'part_of']
['prevents', 'disrupts', 'stimulates', 'produces']
['prevents', 'interacts_with', 'location_of', 'interacts_with']
['prevents', 'affects', 'produces', 'stimulates']
['prevents', 'diagnoses', 'same_as', 'disrupts']
['prevents', 'stimulates', 'compared_with', 'same_as']
['prevents', 'treats', 'disrupts', 'disrupts']
['prevents', 'treats']
['prevents', 'interacts_with', 'disrupts', 'same_as']
['prevents', 'associated_with', 'location_of', 'prevents']
['prevents', 'disrupts', 'isa', 'complicates']
['prevents', 'treats', 'augments', 'location_of']
['prevents', 'interacts_with', 'occurs_in', 'treats']
['prevents', 'stimulates', 'diagnoses', 'produces']
['disrupts', 'location_of', 'produces', 'stimulates']
['disrupts', 'produces', 'inhibits', 'inhibits']
['disrupts', 'causes', 'augments', 'coexists_with']
['disrupts', 'disrupts', 'produces', 'interacts_with']
['disrupts', 'affects', 'same_as', 'occurs_in']
['disrupts', 'produces', 'affects', 'augments']
['disrupts', 'augments', 'stimulates', 'stimulates']
['disrupts', 'associated_with', 'augments', 'produces']
['disrupts', 'interacts_with', 'location_of', 'disrupts']
['disrupts', 'same_as', 'interacts_with', 'produces']
['disrupts', 'diagnoses', 'produces', 'produces']
['disrupts', 'compared_with', 'treats', 'occurs_in']
['disrupts', 'same_as', 'occurs_in', 'occurs_in']
['disrupts', 'part_of', 'inhibits', 'compared_with']
['disrupts', 'produces', 'same_as', 'inhibits']
['disrupts', 'inhibits', 'augments', 'inhibits']
['disrupts', 'augments', 'inhibits', 'produces']
['disrupts', 'produces', 'augments', 'associated_with']
['disrupts', 'occurs_in']
['disrupts', 'stimulates', 'associated_with', 'produces']
['disrupts', 'diagnoses', 'affects', 'produces']
['disrupts', 'affects', 'affects', 'causes']
['disrupts', 'causes', 'affects', 'coexists_with']
['disrupts', 'prevents', 'occurs_in', 'treats']
['disrupts', 'causes', 'augments', 'same_as']
['disrupts', 'stimulates', 'same_as', 'augments']
['disrupts', 'affects', 'occurs_in', 'isa']
['disrupts', 'inhibits', 'isa', 'produces']
['disrupts', 'diagnoses', 'causes', 'disrupts']
['disrupts', 'inhibits']
['disrupts', 'treats', 'interacts_with', 'inhibits']
['disrupts', 'diagnoses', 'interacts_with', 'location_of']
['disrupts', 'disrupts']
['disrupts', 'prevents', 'compared_with', 'part_of']
['disrupts', 'affects', 'treats', 'stimulates']
['disrupts', 'associated_with', 'stimulates', 'occurs_in']
['disrupts', 'same_as', 'same_as', 'same_as']
['disrupts', 'occurs_in', 'part_of', 'produces']
['disrupts', 'part_of', 'stimulates', 'causes']
['disrupts', 'causes', 'produces', 'isa']
['disrupts', 'complicates', 'prevents', 'complicates']
['disrupts', 'inhibits', 'diagnoses', 'same_as']
['disrupts', 'location_of', 'location_of', 'interacts_with']
['disrupts', 'disrupts', 'causes', 'occurs_in']
['disrupts', 'location_of', 'prevents', 'causes']
['disrupts', 'compared_with', 'interacts_with', 'prevents']
['disrupts', 'isa', 'compared_with', 'affects']
['disrupts', 'compared_with', 'compared_with', 'associated_with']
['disrupts', 'disrupts', 'treats', 'treats']
['disrupts', 'prevents', 'diagnoses', 'associated_with']
['disrupts', 'disrupts', 'diagnoses', 'compared_with']
['disrupts', 'part_of', 'prevents', 'prevents']
['disrupts', 'interacts_with', 'causes', 'part_of']
['disrupts', 'produces', 'diagnoses', 'augments']
['disrupts', 'isa', 'compared_with', 'prevents']
['disrupts', 'produces', 'augments', 'diagnoses']
['disrupts', 'augments', 'same_as', 'treats']
['disrupts', 'diagnoses', 'treats', 'augments']
['disrupts', 'location_of', 'treats', 'same_as']
['disrupts', 'stimulates', 'complicates', 'prevents']
