['diagnoses', 'produces', 'location_of', 'occurs_in']
['diagnoses', 'complicates', 'interacts_with', 'isa']
['diagnoses', 'interacts_with', 'associated_with', 'occurs_in']
['diagnoses', 'prevents', 'augments', 'affects']
['diagnoses', 'disrupts', 'associated_with', 'coexists_with']
['diagnoses', 'complicates', 'part_of', 'interacts_with']
['diagnoses', 'stimulates', 'inhibits', 'disrupts']
['diagnoses', 'interacts_with', 'disrupts', 'inhibits']
['diagnoses', 'treats', 'diagnoses', 'stimulates']
['diagnoses', 'associated_with', 'same_as', 'stimulates']
['diagnoses', 'affects', 'associated_with', 'treats']
['diagnoses', 'augments', 'compared_with', 'inhibits']
['diagnoses', 'coexists_with', 'augments', 'location_of']
['diagnoses', 'same_as', 'affects', 'produces']
['diagnoses', 'same_as', 'prevents', 'diagnoses']
['diagnoses', 'affects', 'compared_with', 'interacts_with']
['diagnoses', 'augments', 'coexists_with', 'same_as']
['occurs_in', 'affects', 'same_as']
['occurs_in', 'stimulates', 'isa', 'complicates']
['occurs_in', 'coexists_with', 'compared_with', 'compared_with']
['occurs_in', 'prevents', 'compared_with', 'augments']
['occurs_in', 'compared_with', 'causes', 'prevents']
['occurs_in', 'affects', 'diagnoses', 'disrupts']
['occurs_in', 'part_of', 'occurs_in', 'diagnoses']
['occurs_in', 'augments', 'coexists_with', 'interacts_with']
['occurs_in', 'location_of', 'diagnoses', 'part_of']
['occurs_in', 'occurs_in', 'coexists_with', 'complicates']
['occurs_in', 'stimulates', 'complicates', 'same_as']
['occurs_in', 'associated_with', 'prevents', 'associated_with']
['occurs_in', 'diagnoses', 'interacts_with', 'isa']
['occurs_in', 'complicates', 'prevents', 'compared_with']
['occurs_in', 'stimulates', 'produces', 'occurs_in']
['occurs_in', 'inhibits', 'affects', 'causes']
['occurs_in', 'treats', 'associated_with', 'occurs_in']
['occurs_in', 'augments', 'coexists_with', 'occurs_in']
['occurs_in', 'diagnoses', 'isa', 'inhibits']
['occurs_in', 'diagnoses', 'prevents', 'complicates']
['occurs_in', 'disrupts', 'occurs_in', 'stimulates']
['occurs_in', 'augments', 'part_of', 'coexists_with']
['occurs_in', 'produces', 'produces', 'location_of']
['occurs_in', 'occurs_in']
['occurs_in', 'inhibits', 'affects', 'compared_with']
['occurs_in', 'location_of', 'same_as', 'associated_with']
['occurs_in', 'affects', 'interacts_with', 'disrupts']
['occurs_in', 'inhibits', 'complicates', 'complicates']
['occurs_in', 'coexists_with', 'part_of', 'causes']
['occurs_in', 'stimulates', 'occurs_in', 'disrupts']
['occurs_in', 'part_of', 'treats', 'occurs_in']
['occurs_in', 'same_as', 'produces', 'compared_with']
['occurs_in', 'inhibits']
['occurs_in', 'inhibits', 'affects', 'treats']
['occurs_in', 'prevents', 'compared_with', 'coexists_with']
['occurs_in', 'same_as', 'associated_with', 'causes']
['occurs_in', 'isa', 'occurs_in', 'treats']
['occurs_in', 'isa', 'prevents', 'complicates']
['occurs_in', 'treats', 'affects', 'associated_with']
['occurs_in', 'prevents', 'compared_with', 'part_of']
['occurs_in', 'produces', 'occurs_in', 'location_of']
['occurs_in', 'interacts_with', 'associated_with', 'coexists_with']
['occurs_in', 'same_as', 'stimulates', 'part_of']
['occurs_in', 'causes', 'associated_with', 'coexists_with']
['occurs_in', 'coexists_with', 'prevents', 'inhibits']
['occurs_in', 'isa', 'inhibits', 'diagnoses']
['occurs_in', 'disrupts', 'compared_with', 'disrupts']
['occurs_in', 'coexists_with', 'prevents', 'produces']
['occurs_in', 'stimulates', 'produces', 'complicates']
['occurs_in', 'augments', 'causes', 'interacts_with']
['occurs_in', 'affects', 'inhibits', 'occurs_in']
['occurs_in', 'compared_with', 'interacts_with', 'prevents']
['occurs_in', 'location_of', 'complicates', 'produces']
['occurs_in', 'produces', 'compared_with', 'complicates']
['occurs_in']
['occurs_in', 'augments', 'compared_with', 'treats']
['occurs_in', 'produces', 'disrupts', 'treats']
['occurs_in', 'treats', 'augments', 'part_of']
['occurs_in', 'diagnoses', 'causes', 'coexists_with']
['occurs_in', 'interacts_with', 'same_as', 'interacts_with']
['occurs_in', 'diagnoses', 'isa', 'location_of']
['occurs_in', 'disrupts', 'coexists_with', 'prevents']
['occurs_in', 'compared_with', 'location_of', 'augments']
['occurs_in', 'same_as', 'isa', 'part_of']
['occurs_in', 'diagnoses', 'disrupts', 'occurs_in']
['occurs_in', 'interacts_with', 'same_as', 'causes']
['occurs_in', 'prevents', 'inhibits', 'complicates']
['occurs_in', 'prevents', 'produces', 'stimulates']
['occurs_in', 'location_of', 'inhibits', 'interacts_with']
['occurs_in', 'same_as', 'disrupts', 'produces']
['occurs_in', 'associated_with', 'compared_with', 'same_as']
['occurs_in', 'occurs_in', 'inhibits', 'isa']
['occurs_in', 'part_of', 'inhibits', 'stimulates']
['occurs_in', 'stimulates', 'location_of', 'prevents']
['occurs_in', 'interacts_with', 'interacts_with', 'compared_with']
['occurs_in', 'augments', 'compared_with', 'prevents']
['occurs_in', 'isa', 'causes', 'augments']
['occurs_in', 'coexists_with', 'diagnoses', 'treats']
['occurs_in', 'occurs_in', 'interacts_with', 'prevents']
['occurs_in', 'location_of', 'compared_with', 'diagnoses']
['occurs_in', 'stimulates', 'prevents', 'inhibits']
['occurs_in', 'complicates', 'same_as', 'location_of']
['occurs_in', 'part_of', 'causes', 'inhibits']
['occurs_in', 'produces', 'affects', 'same_as']
['occurs_in', 'complicates', 'stimulates', 'treats']
['occurs_in', 'associated_with', 'affects', 'isa']
['occurs_in', 'interacts_with', 'compared_with', 'treats']
['occurs_in', 'causes', 'stimulates', 'isa']
['occurs_in', 'interacts_with', 'produces', 'disrupts']
['occurs_in', 'causes', 'associated_with', 'associated_with']
['occurs_in', 'location_of', 'produces', 'prevents']
['occurs_in', 'associated_with', 'complicates', 'stimulates']
['occurs_in', 'interacts_with', 'part_of', 'inhibits']
['occurs_in', 'stimulates', 'augments', 'affects']
['same_as', 'location_of', 'isa', 'stimulates']
['same_as', 'prevents', 'prevents', 'augments']
['same_as', 'treats', 'affects', 'affects']
['same_as', 'occurs_in', 'diagnoses', 'compared_with']
['same_as', 'inhibits', 'treats', 'location_of']
['same_as', 'associated_with', 'part_of', 'treats']
['same_as', 'stimulates', 'same_as', 'inhibits']
['same_as', 'augments', 'diagnoses', 'stimulates']
['same_as', 'affects', 'compared_with', 'coexists_with']
['same_as', 'same_as', 'augments', 'same_as']
['same_as']
['same_as', 'isa', 'isa', 'produces']
['same_as', 'location_of', 'stimulates', 'diagnoses']
['same_as', 'augments', 'interacts_with', 'produces']
['same_as', 'inhibits', 'associated_with', 'produces']
['same_as', 'isa', 'treats']
['same_as', 'prevents', 'treats', 'affects']
['same_as', 'part_of', 'inhibits', 'occurs_in']
['same_as', 'occurs_in', 'associated_with', 'same_as']
['same_as', 'produces', 'location_of', 'same_as']
['same_as', 'compared_with', 'treats', 'location_of']
['same_as', 'isa', 'prevents', 'associated_with']
['same_as', 'treats', 'part_of', 'occurs_in']
['same_as', 'coexists_with', 'complicates', 'complicates']
['same_as', 'inhibits', 'treats', 'same_as']
['same_as', 'associated_with', 'diagnoses', 'compared_with']
['same_as', 'part_of', 'augments', 'inhibits']
['same_as', 'complicates', 'affects', 'part_of']
['same_as', 'same_as', 'occurs_in', 'part_of']
['same_as', 'interacts_with', 'interacts_with', 'inhibits']
['same_as', 'affects', 'augments', 'same_as']
['same_as', 'complicates', 'affects', 'causes']
['same_as', 'coexists_with', 'isa', 'produces']
['same_as', 'augments', 'occurs_in', 'occurs_in']
['same_as', 'produces', 'treats', 'prevents']
['same_as', 'stimulates', 'same_as']
['same_as', 'isa', 'produces', 'diagnoses']
['same_as', 'disrupts', 'complicates', 'causes']
['same_as', 'treats', 'isa', 'prevents']
['same_as', 'prevents', 'treats', 'prevents']
['same_as', 'same_as', 'treats', 'isa']
['same_as', 'interacts_with', 'inhibits']
['same_as', 'inhibits', 'stimulates', 'disrupts']
['same_as', 'compared_with', 'produces', 'part_of']
['same_as', 'stimulates', 'causes', 'isa']
['same_as', 'prevents']
['same_as', 'disrupts', 'causes', 'interacts_with']
['same_as', 'treats', 'treats', 'associated_with']
['same_as', 'location_of', 'affects', 'coexists_with']
['same_as', 'same_as', 'diagnoses', 'causes']
['same_as', 'location_of', 'disrupts', 'same_as']
['same_as', 'associated_with', 'causes', 'prevents']
['same_as', 'complicates', 'disrupts', 'inhibits']
['same_as', 'affects', 'compared_with', 'causes']
['same_as', 'affects', 'produces', 'associated_with']
['same_as', 'occurs_in', 'part_of', 'interacts_with']
['same_as', 'isa', 'interacts_with', 'occurs_in']
['same_as', 'causes', 'prevents', 'complicates']
['same_as', 'prevents', 'diagnoses', 'prevents']
['same_as', 'produces', 'disrupts', 'interacts_with']
['same_as', 'diagnoses', 'produces', 'inhibits']
['same_as', 'stimulates', 'causes', 'same_as']
['same_as', 'prevents', 'complicates', 'causes']
['same_as', 'prevents', 'inhibits']
['same_as', 'coexists_with', 'part_of', 'coexists_with']
['same_as', 'stimulates', 'disrupts', 'associated_with']
['same_as', 'treats', 'location_of', 'part_of']
['same_as', 'compared_with', 'treats', 'causes']
['same_as', 'coexists_with', 'same_as', 'treats']
['same_as', 'augments', 'augments', 'prevents']
['same_as', 'stimulates', 'prevents', 'produces']
['same_as', 'occurs_in', 'prevents', 'prevents']
['same_as', 'stimulates', 'occurs_in', 'disrupts']
['same_as', 'isa', 'augments', 'location_of']
['same_as', 'inhibits', 'associated_with', 'part_of']
['same_as', 'complicates', 'affects', 'treats']
['same_as', 'affects', 'associated_with', 'stimulates']
['same_as', 'interacts_with', 'complicates', 'inhibits']
['same_as', 'affects', 'complicates', 'produces']
['same_as', 'isa', 'same_as', 'treats']
['same_as', 'interacts_with', 'isa', 'inhibits']
['same_as', 'treats', 'prevents', 'affects']
['same_as', 'compared_with', 'associated_with', 'disrupts']
['same_as', 'treats', 'affects', 'compared_with']
['same_as', 'isa', 'causes', 'stimulates']
['same_as', 'compared_with', 'associated_with', 'stimulates']
['same_as', 'prevents', 'stimulates', 'prevents']
['same_as', 'disrupts', 'occurs_in', 'causes']
['same_as', 'isa', 'treats', 'associated_with']
['same_as', 'associated_with', 'compared_with', 'same_as']
['same_as', 'inhibits', 'complicates', 'prevents']
['same_as', 'treats']
['same_as', 'isa', 'treats', 'affects']
['same_as', 'treats', 'stimulates', 'produces']
['same_as', 'associated_with', 'prevents', 'isa']
['same_as', 'location_of', 'location_of', 'location_of']
['complicates', 'causes', 'associated_with', 'compared_with']
['complicates', 'occurs_in', 'prevents', 'occurs_in']
['complicates', 'interacts_with', 'interacts_with', 'interacts_with']
['complicates', 'part_of']
['complicates', 'treats', 'prevents', 'produces']
['complicates', 'part_of', 'same_as', 'augments']
['complicates', 'occurs_in', 'causes', 'causes']
['complicates', 'augments', 'augments', 'same_as']
['complicates', 'diagnoses', 'causes', 'produces']
['complicates', 'prevents', 'causes', 'treats']
['complicates', 'associated_with', 'occurs_in', 'interacts_with']
['complicates', 'produces', 'stimulates', 'complicates']
['complicates', 'associated_with', 'produces', 'causes']
['complicates', 'treats', 'compared_with', 'location_of']
['complicates', 'occurs_in']
['complicates', 'disrupts', 'compared_with', 'causes']
['complicates', 'coexists_with', 'treats', 'inhibits']
['complicates', 'treats', 'same_as', 'produces']
['complicates', 'causes', 'location_of', 'location_of']
['complicates', 'occurs_in', 'isa', 'interacts_with']
['complicates', 'diagnoses', 'disrupts', 'stimulates']
['complicates', 'prevents', 'disrupts', 'augments']
['complicates', 'compared_with', 'affects', 'produces']
['complicates']
['complicates', 'isa', 'location_of', 'isa']
['complicates', 'diagnoses', 'associated_with', 'inhibits']
['complicates', 'disrupts', 'inhibits', 'location_of']
['complicates', 'prevents', 'associated_with', 'produces']
['complicates', 'same_as', 'location_of', 'inhibits']
['complicates', 'compared_with', 'diagnoses', 'location_of']
['complicates', 'prevents', 'interacts_with', 'isa']
['complicates', 'stimulates', 'location_of']
['complicates', 'stimulates', 'diagnoses', 'inhibits']
['complicates', 'complicates', 'causes', 'affects']
['complicates', 'isa', 'associated_with', 'affects']
['complicates', 'part_of', 'part_of', 'occurs_in']
['complicates', 'part_of', 'prevents', 'occurs_in']
['complicates', 'coexists_with', 'augments', 'interacts_with']
['complicates', 'prevents', 'isa', 'compared_with']
['complicates', 'causes', 'coexists_with', 'complicates']
['complicates', 'treats', 'augments', 'interacts_with']
['complicates', 'augments', 'inhibits']
['complicates', 'occurs_in', 'affects', 'affects']
['complicates', 'causes', 'prevents', 'inhibits']
['complicates', 'compared_with', 'disrupts', 'inhibits']
['complicates', 'produces', 'associated_with', 'isa']
['complicates', 'coexists_with', 'coexists_with', 'isa']
['complicates', 'interacts_with', 'prevents', 'same_as']
['complicates', 'causes', 'part_of', 'augments']
['complicates', 'interacts_with', 'coexists_with', 'same_as']
['complicates', 'affects', 'same_as', 'complicates']
['complicates', 'part_of', 'associated_with', 'occurs_in']
['complicates', 'interacts_with']
['complicates', 'prevents', 'causes', 'inhibits']
['complicates', 'augments', 'inhibits', 'causes']
['complicates', 'occurs_in', 'treats', 'isa']
['complicates', 'disrupts', 'associated_with', 'affects']
['complicates', 'treats', 'inhibits', 'treats']
['complicates', 'coexists_with', 'compared_with', 'part_of']
['complicates', 'affects', 'complicates', 'location_of']
['complicates', 'diagnoses', 'coexists_with', 'causes']
['complicates', 'interacts_with', 'inhibits', 'isa']
['complicates', 'diagnoses', 'occurs_in', 'inhibits']
['complicates', 'diagnoses', 'coexists_with', 'affects']
['complicates', 'stimulates', 'location_of', 'associated_with']
['complicates', 'treats', 'affects', 'inhibits']
['complicates', 'diagnoses', 'complicates', 'produces']
['complicates', 'location_of', 'complicates', 'part_of']
['complicates', 'affects', 'complicates', 'inhibits']
['complicates', 'treats', 'produces', 'augments']
['complicates', 'compared_with', 'compared_with', 'location_of']
['complicates', 'isa', 'occurs_in', 'treats']
['complicates', 'coexists_with', 'affects', 'coexists_with']
['complicates', 'affects', 'produces', 'disrupts']
['complicates', 'location_of', 'causes', 'inhibits']
['complicates', 'part_of', 'occurs_in', 'disrupts']
['complicates', 'part_of', 'disrupts', 'isa']
['complicates', 'complicates', 'location_of', 'augments']
['complicates', 'inhibits', 'diagnoses', 'diagnoses']
['complicates', 'coexists_with', 'augments', 'compared_with']
['complicates', 'isa', 'location_of', 'causes']
['complicates', 'compared_with', 'complicates', 'augments']
['complicates', 'disrupts', 'same_as', 'causes']
['complicates', 'inhibits', 'coexists_with', 'prevents']
['complicates', 'disrupts', 'part_of', 'disrupts']
['complicates', 'prevents', 'same_as', 'location_of']
['complicates', 'interacts_with', 'affects', 'complicates']
['complicates', 'coexists_with', 'part_of', 'treats']
['complicates', 'produces', 'associated_with', 'stimulates']
['complicates', 'coexists_with', 'diagnoses', 'disrupts']
['complicates', 'part_of', 'isa', 'disrupts']
['complicates', 'compared_with', 'affects', 'part_of']
['complicates', 'stimulates', 'coexists_with']
['complicates', 'isa', 'prevents', 'produces']
['complicates', 'occurs_in', 'same_as', 'disrupts']
['complicates', 'disrupts']
['prevents', 'interacts_with', 'interacts_with', 'interacts_with']
['prevents', 'affects', 'occurs_in', 'coexists_with']
['prevents', 'same_as', 'occurs_in', 'treats']
['prevents', 'isa', 'augments', 'disrupts']
['prevents', 'part_of', 'diagnoses', 'complicates']
['prevents', 'coexists_with', 'prevents', 'causes']
['prevents', 'complicates', 'diagnoses', 'diagnoses']
['prevents', 'same_as', 'prevents', 'same_as']
['prevents', 'associated_with', 'produces', 'occurs_in']
['prevents', 'treats', 'produces', 'compared_with']
['prevents', 'produces', 'diagnoses', 'augments']
['prevents', 'compared_with', 'causes', 'complicates']
['prevents', 'location_of', 'causes', 'affects']
['prevents', 'stimulates', 'treats', 'augments']
['prevents', 'isa', 'interacts_with', 'location_of']
['prevents', 'disrupts', 'compared_with', 'part_of']
['prevents', 'associated_with', 'prevents', 'associated_with']
['prevents', 'disrupts', 'same_as', 'isa']
['prevents', 'inhibits', 'disrupts', 'compared_with']
['prevents', 'location_of', 'produces', 'occurs_in']
['prevents', 'treats', 'produces', 'interacts_with']
['prevents', 'compared_with', 'prevents', 'produces']
['prevents', 'coexists_with', 'affects', 'prevents']
['prevents', 'produces', 'complicates', 'interacts_with']
['prevents', 'diagnoses', 'treats', 'stimulates']
['prevents', 'compared_with', 'interacts_with', 'disrupts']
['prevents', 'associated_with']
['prevents', 'diagnoses', 'augments', 'location_of']
['prevents', 'disrupts', 'same_as', 'associated_with']
['prevents', 'affects', 'diagnoses', 'associated_with']
['prevents', 'associated_with', 'part_of', 'same_as']
['prevents', 'part_of']
['prevents', 'isa', 'location_of', 'stimulates']
['prevents', 'inhibits', 'produces', 'complicates']
['prevents', 'diagnoses', 'complicates', 'treats']
['prevents']
['prevents', 'causes', 'prevents', 'coexists_with']
['prevents', 'compared_with', 'compared_with', 'coexists_with']
['prevents', 'affects', 'inhibits', 'occurs_in']
['prevents', 'same_as', 'prevents', 'stimulates']
['prevents', 'stimulates', 'treats', 'interacts_with']
['prevents', 'affects', 'isa', 'augments']
['prevents', 'disrupts', 'causes', 'affects']
['prevents', 'same_as', 'affects', 'compared_with']
['prevents', 'isa', 'causes', 'complicates']
['prevents', 'interacts_with', 'same_as', 'occurs_in']
['prevents', 'occurs_in', 'occurs_in', 'disrupts']
['prevents', 'same_as', 'produces', 'stimulates']
['prevents', 'interacts_with', 'part_of', 'part_of']
['prevents', 'treats', 'treats', 'compared_with']
['prevents', 'disrupts', 'isa', 'augments']
['prevents', 'interacts_with', 'associated_with', 'disrupts']
['prevents', 'treats', 'location_of']
['prevents', 'augments']
['prevents', 'augments', 'coexists_with', 'disrupts']
['prevents', 'occurs_in', 'isa', 'treats']
['prevents', 'produces', 'stimulates', 'part_of']
['prevents', 'prevents', 'augments', 'part_of']
['prevents', 'produces', 'associated_with', 'produces']
['prevents', 'part_of', 'complicates', 'location_of']
['prevents', 'same_as', 'location_of']
['prevents', 'location_of', 'interacts_with', 'inhibits']
['prevents', 'part_of', 'prevents', 'compared_with']
['prevents', 'affects', 'part_of', 'isa']
['prevents', 'coexists_with', 'augments', 'treats']
['prevents', 'isa', 'same_as', 'compared_with']
['prevents', 'disrupts', 'diagnoses', 'complicates']
['prevents', 'causes', 'associated_with', 'complicates']
['prevents', 'isa', 'part_of', 'interacts_with']
['prevents', 'disrupts', 'location_of', 'occurs_in']
['prevents', 'affects', 'coexists_with', 'produces']
['prevents', 'inhibits', 'associated_with', 'same_as']
['prevents', 'isa', 'part_of', 'augments']
['prevents', 'produces', 'location_of', 'produces']
['prevents', 'isa', 'associated_with']
['prevents', 'part_of', 'coexists_with', 'location_of']
['prevents', 'prevents', 'causes', 'stimulates']
['prevents', 'occurs_in']
['prevents', 'treats', 'coexists_with', 'complicates']
['prevents', 'prevents', 'disrupts', 'coexists_with']
['prevents', 'disrupts', 'complicates', 'isa']
['prevents', 'stimulates', 'complicates', 'associated_with']
['prevents', 'disrupts', 'disrupts', 'augments']
['prevents', 'causes', 'compared_with', 'associated_with']
['prevents', 'location_of', 'diagnoses', 'same_as']
['prevents', 'treats', 'location_of', 'produces']
['prevents', 'associated_with', 'inhibits', 'stimulates']
['prevents', 'affects', 'treats', 'same_as']
['prevents', 'occurs_in', 'same_as', 'part_of']
['prevents', 'produces', 'diagnoses', 'occurs_in']
['prevents', 'produces', 'associated_with', 'stimulates']
['prevents', 'associated_with', 'diagnoses', 'occurs_in']
['prevents', 'location_of', 'location_of', 'affects']
['prevents', 'stimulates', 'causes', 'location_of']
['prevents', 'isa', 'causes', 'prevents']
['prevents', 'causes', 'treats', 'interacts_with']
['prevents', 'complicates', 'isa', 'augments']
['prevents', 'produces', 'complicates', 'location_of']
['disrupts', 'coexists_with', 'affects', 'stimulates']
['disrupts', 'location_of', 'part_of', 'part_of']
['disrupts', 'occurs_in', 'causes', 'disrupts']
['disrupts', 'interacts_with', 'stimulates', 'treats']
['disrupts', 'treats', 'interacts_with']
['disrupts', 'augments', 'produces', 'interacts_with']
['disrupts', 'affects', 'location_of', 'inhibits']
['disrupts', 'produces', 'isa', 'augments']
['disrupts', 'compared_with', 'produces', 'same_as']
['disrupts']
['disrupts', 'treats', 'associated_with', 'diagnoses']
['disrupts', 'produces', 'diagnoses', 'treats']
['disrupts', 'coexists_with', 'location_of', 'treats']
['disrupts', 'associated_with', 'diagnoses', 'causes']
['disrupts', 'produces']
['disrupts', 'produces', 'disrupts', 'part_of']
['disrupts', 'part_of', 'affects', 'causes']
['disrupts', 'associated_with', 'causes', 'prevents']
['disrupts', 'prevents', 'occurs_in', 'compared_with']
['disrupts', 'causes', 'produces', 'isa']
['disrupts', 'isa', 'location_of', 'occurs_in']
['disrupts', 'isa', 'treats', 'causes']
['disrupts', 'prevents', 'treats', 'produces']
['disrupts', 'complicates']
['disrupts', 'same_as', 'stimulates', 'produces']
['disrupts', 'produces', 'stimulates', 'associated_with']
['disrupts', 'inhibits', 'location_of', 'same_as']
['disrupts', 'stimulates', 'coexists_with', 'affects']
['disrupts', 'coexists_with', 'prevents', 'disrupts']
['disrupts', 'diagnoses', 'augments', 'interacts_with']
['disrupts', 'isa', 'same_as', 'produces']
['disrupts', 'diagnoses', 'disrupts', 'treats']
['disrupts', 'disrupts', 'coexists_with', 'treats']
['disrupts', 'affects', 'diagnoses', 'causes']
['disrupts', 'stimulates', 'inhibits', 'associated_with']
['disrupts', 'stimulates', 'prevents', 'diagnoses']
['disrupts', 'stimulates', 'complicates', 'produces']
['disrupts', 'produces', 'treats', 'produces']
['disrupts', 'compared_with', 'compared_with', 'stimulates']
['disrupts', 'stimulates', 'compared_with', 'location_of']
['disrupts', 'same_as', 'prevents', 'produces']
['disrupts', 'associated_with', 'stimulates', 'prevents']
['disrupts', 'stimulates', 'disrupts', 'isa']
['disrupts', 'causes', 'interacts_with', 'disrupts']
['disrupts', 'affects', 'part_of', 'isa']
['disrupts', 'same_as', 'treats', 'prevents']
['disrupts', 'coexists_with', 'augments', 'associated_with']
['disrupts', 'compared_with', 'associated_with', 'augments']
['disrupts', 'compared_with', 'coexists_with', 'inhibits']
['disrupts', 'affects', 'same_as', 'augments']
['disrupts', 'prevents', 'inhibits', 'affects']
['disrupts', 'coexists_with', 'same_as', 'causes']
['disrupts', 'coexists_with', 'interacts_with', 'location_of']
['disrupts', 'occurs_in', 'stimulates', 'same_as']
['disrupts', 'coexists_with', 'coexists_with', 'part_of']
['disrupts', 'disrupts', 'causes', 'causes']
['disrupts', 'coexists_with', 'stimulates', 'complicates']
['disrupts', 'diagnoses', 'produces', 'compared_with']
['disrupts', 'augments', 'complicates', 'prevents']
['disrupts', 'disrupts', 'associated_with', 'inhibits']
['disrupts', 'produces', 'isa', 'coexists_with']
['disrupts', 'occurs_in', 'prevents', 'isa']
['disrupts', 'stimulates', 'inhibits', 'diagnoses']
['disrupts', 'coexists_with', 'compared_with', 'causes']
['disrupts', 'associated_with', 'augments', 'augments']
['disrupts', 'location_of', 'inhibits', 'inhibits']
['disrupts', 'location_of', 'isa', 'complicates']
['disrupts', 'coexists_with', 'same_as', 'isa']
['disrupts', 'inhibits', 'inhibits', 'augments']
['disrupts', 'same_as', 'inhibits', 'isa']
['disrupts', 'stimulates', 'produces', 'stimulates']
['disrupts', 'compared_with', 'complicates', 'affects']
['disrupts', 'diagnoses', 'produces', 'produces']
['disrupts', 'associated_with', 'inhibits', 'complicates']
['disrupts', 'augments', 'augments', 'occurs_in']
['disrupts', 'treats', 'location_of', 'inhibits']
['disrupts', 'stimulates', 'diagnoses']
